Year	Month	Day	T obs	T mod	P obs	P mod	H obs	H mod	W obs	W mod	SW obs	SW mod
2001	1	1	NaN	-5.58	NaN	0.00	NaN	40.60	NaN	1.01	NaN	81.62
2001	1	2	NaN	-1.61	NaN	0.03	NaN	89.40	NaN	1.35	NaN	73.70
2001	1	3	NaN	-4.90	NaN	7.45	NaN	97.11	NaN	1.74	NaN	68.19
2001	1	4	NaN	-3.76	NaN	10.70	NaN	84.95	NaN	2.14	NaN	78.47
2001	1	5	NaN	-3.21	NaN	0.05	NaN	85.48	NaN	2.07	NaN	78.52
2001	1	6	NaN	0.27	NaN	1.09	NaN	97.13	NaN	1.34	NaN	78.47
2001	1	7	NaN	0.74	NaN	1.48	NaN	97.74	NaN	1.32	NaN	74.21
2001	1	8	NaN	-4.47	NaN	16.23	NaN	93.01	NaN	2.61	NaN	71.76
2001	1	9	NaN	-10.47	NaN	3.75	NaN	89.85	NaN	2.56	NaN	74.21
2001	1	10	NaN	-5.50	NaN	1.58	NaN	70.37	NaN	2.18	NaN	75.74
2001	1	11	NaN	-1.64	NaN	6.85	NaN	97.91	NaN	1.60	NaN	74.54
2001	1	12	NaN	-7.32	NaN	0.04	NaN	96.31	NaN	1.48	NaN	71.34
2001	1	13	NaN	-9.39	NaN	0.00	NaN	47.08	NaN	5.30	NaN	36.81
2001	1	14	NaN	-8.75	NaN	0.00	NaN	40.01	NaN	5.51	NaN	57.50
2001	1	15	NaN	-8.50	NaN	0.00	NaN	36.98	NaN	4.52	NaN	38.43
2001	1	16	NaN	-12.09	NaN	0.00	NaN	75.09	NaN	1.16	NaN	52.22
2001	1	17	NaN	-8.00	NaN	0.10	NaN	60.93	NaN	1.23	NaN	56.34
2001	1	18	NaN	-7.33	NaN	0.05	NaN	92.75	NaN	2.09	NaN	68.43
2001	1	19	NaN	-7.67	NaN	0.00	NaN	78.57	NaN	0.78	NaN	44.31
2001	1	20	NaN	-6.15	NaN	1.41	NaN	78.22	NaN	0.67	NaN	79.63
2001	1	21	NaN	-8.80	NaN	5.46	NaN	97.51	NaN	1.24	NaN	80.69
2001	1	22	NaN	-5.90	NaN	0.12	NaN	80.34	NaN	0.94	NaN	80.42
2001	1	23	NaN	-3.76	NaN	1.43	NaN	84.10	NaN	1.46	NaN	79.58
2001	1	24	NaN	0.45	NaN	1.07	NaN	89.15	NaN	1.73	NaN	71.34
2001	1	25	NaN	-0.73	NaN	2.64	NaN	91.45	NaN	3.28	NaN	35.88
2001	1	26	NaN	-6.82	NaN	5.10	NaN	94.01	NaN	1.56	NaN	66.90
2001	1	27	NaN	-9.16	NaN	0.54	NaN	82.73	NaN	2.57	NaN	69.40
2001	1	28	NaN	-9.02	NaN	0.00	NaN	57.98	NaN	1.10	NaN	43.84
2001	1	29	NaN	-8.13	NaN	0.00	NaN	74.59	NaN	2.12	NaN	63.75
2001	1	30	NaN	-8.75	NaN	2.75	NaN	92.84	NaN	2.63	NaN	76.25
2001	1	31	NaN	-14.85	NaN	4.35	NaN	97.30	NaN	2.50	NaN	70.51
2001	2	1	NaN	-13.68	NaN	8.38	NaN	95.18	NaN	3.31	NaN	76.53
2001	2	2	NaN	-12.56	NaN	13.02	NaN	95.71	NaN	3.26	NaN	52.78
2001	2	3	NaN	-5.67	NaN	36.33	NaN	97.01	NaN	3.34	NaN	66.90
2001	2	4	NaN	-3.12	NaN	26.62	NaN	98.57	NaN	4.10	NaN	69.95
2001	2	5	NaN	-4.89	NaN	0.00	NaN	91.49	NaN	2.56	NaN	65.51
2001	2	6	NaN	-1.29	NaN	0.00	NaN	87.77	NaN	1.51	NaN	62.73
2001	2	7	NaN	0.80	NaN	0.00	NaN	72.20	NaN	1.96	NaN	50.56
2001	2	8	NaN	0.43	NaN	0.00	NaN	72.34	NaN	4.78	NaN	35.97
2001	2	9	NaN	-3.52	NaN	1.64	NaN	92.53	NaN	1.70	NaN	80.19
2001	2	10	NaN	-6.83	NaN	4.22	NaN	97.97	NaN	1.44	NaN	57.59
2001	2	11	NaN	-5.69	NaN	0.00	NaN	54.31	NaN	0.36	NaN	49.77
2001	2	12	NaN	-0.26	NaN	0.00	NaN	52.28	NaN	0.86	NaN	84.81
2001	2	13	NaN	-1.91	NaN	0.15	NaN	92.27	NaN	2.02	NaN	94.63
2001	2	14	NaN	-6.34	NaN	0.00	NaN	70.44	NaN	2.63	NaN	93.43
2001	2	15	NaN	-2.04	NaN	0.00	NaN	80.74	NaN	2.60	NaN	95.93
2001	2	16	NaN	-2.29	NaN	0.00	NaN	75.68	NaN	1.13	NaN	93.98
2001	2	17	NaN	-6.04	NaN	2.75	NaN	98.45	NaN	1.55	NaN	91.90
2001	2	18	NaN	-7.76	NaN	0.58	NaN	98.01	NaN	2.87	NaN	88.47
2001	2	19	NaN	-6.99	NaN	2.63	NaN	97.63	NaN	3.39	NaN	95.28
2001	2	20	NaN	-7.35	NaN	18.76	NaN	95.07	NaN	6.57	NaN	72.04
2001	2	21	NaN	-6.76	NaN	25.36	NaN	97.12	NaN	5.18	NaN	90.09
2001	2	22	NaN	-5.61	NaN	31.70	NaN	96.88	NaN	8.47	NaN	69.72
2001	2	23	NaN	-7.56	NaN	22.04	NaN	96.23	NaN	6.42	NaN	86.94
2001	2	24	NaN	-14.86	NaN	3.38	NaN	93.13	NaN	1.64	NaN	69.31
2001	2	25	NaN	-18.65	NaN	1.28	NaN	93.59	NaN	1.09	NaN	91.85
2001	2	26	NaN	-17.86	NaN	4.35	NaN	95.96	NaN	1.93	NaN	100.69
2001	2	27	NaN	-15.32	NaN	0.04	NaN	77.66	NaN	1.65	NaN	71.20
2001	2	28	NaN	-8.10	NaN	0.11	NaN	77.04	NaN	6.80	NaN	111.48
2001	3	1	NaN	-12.22	NaN	1.14	NaN	93.60	NaN	1.89	NaN	103.56
2001	3	2	NaN	-7.47	NaN	0.04	NaN	74.97	NaN	2.74	NaN	73.75
2001	3	3	NaN	0.01	NaN	0.25	NaN	92.71	NaN	2.16	NaN	106.85
2001	3	4	NaN	-0.13	NaN	2.57	NaN	93.49	NaN	1.91	NaN	99.91
2001	3	5	NaN	-6.58	NaN	5.31	NaN	96.83	NaN	2.56	NaN	100.09
2001	3	6	NaN	-7.33	NaN	0.00	NaN	71.66	NaN	1.19	NaN	66.57
2001	3	7	NaN	-0.96	NaN	0.00	NaN	68.89	NaN	0.93	NaN	48.15
2001	3	8	NaN	2.11	NaN	0.72	NaN	92.54	NaN	2.66	NaN	114.72
2001	3	9	NaN	-0.44	NaN	15.66	NaN	96.41	NaN	1.65	NaN	119.03
2001	3	10	NaN	-2.15	NaN	6.20	NaN	93.06	NaN	1.32	NaN	124.86
2001	3	11	NaN	-0.12	NaN	9.83	NaN	99.82	NaN	2.77	NaN	76.25
2001	3	12	NaN	1.33	NaN	0.51	NaN	98.97	NaN	1.83	NaN	127.36
2001	3	13	NaN	-4.19	NaN	24.18	NaN	96.80	NaN	2.25	NaN	112.08
2001	3	14	NaN	-3.33	NaN	21.21	NaN	96.50	NaN	3.86	NaN	143.10
2001	3	15	NaN	-1.01	NaN	13.58	NaN	99.12	NaN	3.38	NaN	130.69
2001	3	16	NaN	-0.08	NaN	0.27	NaN	96.31	NaN	1.59	NaN	112.78
2001	3	17	NaN	-0.09	NaN	5.75	NaN	96.77	NaN	2.05	NaN	146.57
2001	3	18	NaN	-1.04	NaN	5.36	NaN	96.39	NaN	2.51	NaN	145.14
2001	3	19	NaN	-3.64	NaN	4.44	NaN	95.88	NaN	3.62	NaN	148.56
2001	3	20	NaN	-4.58	NaN	6.68	NaN	87.69	NaN	1.62	NaN	127.78
2001	3	21	NaN	1.75	NaN	15.13	NaN	100.00	NaN	3.22	NaN	155.88
2001	3	22	NaN	1.13	NaN	22.63	NaN	99.99	NaN	4.03	NaN	145.60
2001	3	23	NaN	1.88	NaN	11.30	NaN	99.07	NaN	2.73	NaN	128.29
2001	3	24	NaN	2.70	NaN	3.69	NaN	94.86	NaN	2.19	NaN	105.69
2001	3	25	NaN	0.88	NaN	6.55	NaN	99.48	NaN	2.28	NaN	117.50
2001	3	26	NaN	-4.05	NaN	5.37	NaN	97.79	NaN	2.83	NaN	132.87
2001	3	27	NaN	-5.14	NaN	0.05	NaN	95.12	NaN	1.43	NaN	164.12
2001	3	28	NaN	-2.86	NaN	0.00	NaN	91.40	NaN	1.77	NaN	166.67
2001	3	29	NaN	-0.39	NaN	0.51	NaN	91.82	NaN	2.57	NaN	161.90
2001	3	30	NaN	-1.62	NaN	16.55	NaN	97.98	NaN	2.20	NaN	182.04
2001	3	31	NaN	-3.33	NaN	1.05	NaN	97.93	NaN	1.21	NaN	140.56
2001	4	1	NaN	-2.31	NaN	0.00	NaN	96.81	NaN	0.89	NaN	171.20
2001	4	2	NaN	0.91	NaN	0.00	NaN	83.97	NaN	1.33	NaN	171.67
2001	4	3	NaN	1.49	NaN	0.02	NaN	91.85	NaN	1.67	NaN	124.91
2001	4	4	NaN	1.99	NaN	5.58	NaN	97.92	NaN	2.66	NaN	161.25
2001	4	5	NaN	-4.30	NaN	16.79	NaN	94.08	NaN	3.02	NaN	187.87
2001	4	6	NaN	-2.51	NaN	8.55	NaN	95.87	NaN	1.99	NaN	203.89
2001	4	7	NaN	0.43	NaN	20.69	NaN	98.94	NaN	1.43	NaN	173.70
2001	4	8	NaN	-1.59	NaN	36.81	NaN	96.49	NaN	4.75	NaN	176.48
2001	4	9	NaN	-3.57	NaN	10.19	NaN	96.63	NaN	3.49	NaN	123.33
2001	4	10	NaN	-1.63	NaN	9.75	NaN	99.42	NaN	1.26	NaN	194.07
2001	4	11	NaN	-0.73	NaN	32.36	NaN	98.53	NaN	2.46	NaN	93.80
2001	4	12	NaN	-2.33	NaN	14.61	NaN	96.93	NaN	4.41	NaN	206.44
2001	4	13	NaN	-8.15	NaN	9.88	NaN	92.34	NaN	4.96	NaN	132.36
2001	4	14	NaN	-9.48	NaN	15.81	NaN	92.09	NaN	4.44	NaN	137.13
2001	4	15	NaN	-6.33	NaN	24.13	NaN	96.59	NaN	3.40	NaN	102.96
2001	4	16	NaN	-3.55	NaN	10.89	NaN	95.77	NaN	2.77	NaN	219.86
2001	4	17	NaN	-4.65	NaN	9.91	NaN	95.22	NaN	3.03	NaN	170.28
2001	4	18	NaN	-4.30	NaN	3.16	NaN	84.45	NaN	1.30	NaN	206.81
2001	4	19	NaN	-4.38	NaN	12.61	NaN	92.22	NaN	2.21	NaN	160.60
2001	4	20	NaN	-4.30	NaN	12.03	NaN	88.18	NaN	4.09	NaN	213.06
2001	4	21	NaN	-6.72	NaN	8.27	NaN	96.54	NaN	1.12	NaN	75.14
2001	4	22	NaN	-4.90	NaN	4.06	NaN	96.85	NaN	2.36	NaN	81.20
2001	4	23	NaN	-5.25	NaN	0.01	NaN	88.47	NaN	1.04	NaN	180.93
2001	4	24	NaN	-2.51	NaN	0.00	NaN	92.67	NaN	1.09	NaN	225.09
2001	4	25	NaN	2.22	NaN	13.10	NaN	96.79	NaN	2.18	NaN	201.76
2001	4	26	NaN	-2.19	NaN	6.01	NaN	96.90	NaN	1.91	NaN	218.89
2001	4	27	NaN	-0.96	NaN	4.20	NaN	93.77	NaN	1.54	NaN	252.41
2001	4	28	NaN	0.01	NaN	0.24	NaN	100.00	NaN	1.42	NaN	241.94
2001	4	29	NaN	2.92	NaN	0.00	NaN	95.18	NaN	2.14	NaN	258.89
2001	4	30	NaN	4.27	NaN	0.00	NaN	87.76	NaN	2.42	NaN	204.17
2001	5	1	NaN	6.56	NaN	0.00	NaN	91.38	NaN	1.98	NaN	217.41
2001	5	2	NaN	8.77	NaN	0.00	NaN	71.56	NaN	2.24	NaN	265.88
2001	5	3	NaN	8.06	NaN	0.69	NaN	77.86	NaN	3.16	NaN	269.86
2001	5	4	NaN	7.05	NaN	5.12	NaN	82.16	NaN	2.80	NaN	263.43
2001	5	5	NaN	8.03	NaN	3.93	NaN	75.84	NaN	3.29	NaN	271.94
2001	5	6	NaN	5.20	NaN	10.00	NaN	98.09	NaN	2.93	NaN	238.89
2001	5	7	NaN	4.71	NaN	0.13	NaN	95.46	NaN	3.42	NaN	145.37
2001	5	8	NaN	5.03	NaN	0.50	NaN	96.13	NaN	2.72	NaN	179.68
2001	5	9	NaN	6.77	NaN	0.86	NaN	86.09	NaN	3.14	NaN	161.48
2001	5	10	NaN	7.25	NaN	2.80	NaN	80.89	NaN	3.18	NaN	274.07
2001	5	11	NaN	6.01	NaN	1.62	NaN	83.68	NaN	3.17	NaN	172.78
2001	5	12	NaN	4.46	NaN	1.30	NaN	89.42	NaN	3.57	NaN	233.61
2001	5	13	NaN	6.04	NaN	0.00	NaN	69.01	NaN	1.37	NaN	265.32
2001	5	14	NaN	8.36	NaN	3.46	NaN	80.03	NaN	1.76	NaN	300.23
2001	5	15	NaN	7.05	NaN	0.42	NaN	74.22	NaN	2.29	NaN	246.02
2001	5	16	NaN	8.54	NaN	0.00	NaN	70.33	NaN	2.94	NaN	174.40
2001	5	17	NaN	9.98	NaN	2.49	NaN	71.89	NaN	2.39	NaN	267.45
2001	5	18	NaN	3.62	NaN	16.68	NaN	95.99	NaN	3.01	NaN	288.10
2001	5	19	NaN	3.13	NaN	1.24	NaN	93.19	NaN	2.11	NaN	306.99
2001	5	20	NaN	7.60	NaN	0.16	NaN	74.14	NaN	1.83	NaN	261.99
2001	5	21	NaN	9.14	NaN	0.10	NaN	65.43	NaN	2.54	NaN	257.69
2001	5	22	NaN	8.88	NaN	0.13	NaN	77.02	NaN	2.89	NaN	267.92
2001	5	23	NaN	9.96	NaN	0.70	NaN	75.21	NaN	2.24	NaN	299.63
2001	5	24	NaN	9.83	NaN	67.23	NaN	90.05	NaN	1.36	NaN	337.13
2001	5	25	NaN	9.21	NaN	0.96	NaN	92.24	NaN	3.75	NaN	331.53
2001	5	26	NaN	8.60	NaN	0.16	NaN	83.26	NaN	1.69	NaN	311.34
2001	5	27	NaN	10.41	NaN	1.32	NaN	86.04	NaN	2.86	NaN	306.76
2001	5	28	NaN	11.73	NaN	15.06	NaN	90.53	NaN	3.67	NaN	321.90
2001	5	29	NaN	11.95	NaN	27.02	NaN	94.56	NaN	3.87	NaN	319.12
2001	5	30	NaN	10.88	NaN	1.13	NaN	89.40	NaN	2.74	NaN	329.35
2001	5	31	NaN	9.41	NaN	11.40	NaN	93.38	NaN	3.00	NaN	337.82
2001	6	1	NaN	2.64	NaN	3.50	NaN	92.59	NaN	4.69	NaN	338.56
2001	6	2	NaN	4.13	NaN	4.03	NaN	86.88	NaN	2.39	NaN	337.82
2001	6	3	NaN	1.09	NaN	15.27	NaN	93.26	NaN	4.66	NaN	301.57
2001	6	4	NaN	0.20	NaN	9.37	NaN	94.28	NaN	5.13	NaN	303.19
2001	6	5	NaN	4.39	NaN	1.07	NaN	89.71	NaN	1.90	NaN	314.58
2001	6	6	NaN	5.81	NaN	15.18	NaN	90.57	NaN	2.93	NaN	147.18
2001	6	7	NaN	7.46	NaN	3.36	NaN	91.00	NaN	2.33	NaN	306.16
2001	6	8	NaN	9.69	NaN	10.26	NaN	85.63	NaN	1.78	NaN	192.18
2001	6	9	NaN	8.93	NaN	16.89	NaN	95.19	NaN	1.66	NaN	295.65
2001	6	10	NaN	8.45	NaN	34.40	NaN	93.87	NaN	2.11	NaN	248.75
2001	6	11	NaN	2.96	NaN	14.34	NaN	94.69	NaN	3.95	NaN	329.49
2001	6	12	NaN	6.01	NaN	0.50	NaN	80.55	NaN	1.99	NaN	331.67
2001	6	13	NaN	8.12	NaN	19.04	NaN	84.15	NaN	1.68	NaN	351.30
2001	6	14	NaN	7.50	NaN	6.89	NaN	94.92	NaN	2.57	NaN	317.59
2001	6	15	NaN	10.60	NaN	0.00	NaN	71.95	NaN	1.87	NaN	310.51
2001	6	16	NaN	10.04	NaN	26.85	NaN	85.25	NaN	2.19	NaN	355.00
2001	6	17	NaN	6.10	NaN	12.64	NaN	95.16	NaN	3.07	NaN	344.12
2001	6	18	NaN	4.47	NaN	45.11	NaN	99.15	NaN	4.52	NaN	123.98
2001	6	19	NaN	4.36	NaN	49.77	NaN	99.22	NaN	4.30	NaN	202.18
2001	6	20	NaN	5.20	NaN	3.05	NaN	94.23	NaN	3.04	NaN	366.34
2001	6	21	NaN	8.76	NaN	4.65	NaN	80.72	NaN	2.43	NaN	284.26
2001	6	22	NaN	7.44	NaN	2.17	NaN	95.83	NaN	3.76	NaN	365.32
2001	6	23	NaN	5.62	NaN	1.07	NaN	88.28	NaN	3.44	NaN	209.35
2001	6	24	NaN	8.18	NaN	0.00	NaN	78.56	NaN	2.22	NaN	156.39
2001	6	25	NaN	9.77	NaN	0.00	NaN	85.49	NaN	2.32	NaN	332.36
2001	6	26	NaN	12.00	NaN	0.00	NaN	80.95	NaN	1.13	NaN	241.06
2001	6	27	NaN	14.05	NaN	16.08	NaN	70.22	NaN	1.57	NaN	353.84
2001	6	28	NaN	11.29	NaN	28.58	NaN	95.11	NaN	3.00	NaN	279.58
2001	6	29	NaN	9.34	NaN	1.77	NaN	87.49	NaN	2.61	NaN	233.84
2001	6	30	NaN	11.78	NaN	10.31	NaN	78.79	NaN	1.45	NaN	258.56
2001	7	1	NaN	9.57	NaN	22.85	NaN	96.74	NaN	4.08	NaN	244.44
2001	7	2	NaN	8.80	NaN	4.89	NaN	90.51	NaN	3.34	NaN	273.24
2001	7	3	NaN	7.63	NaN	0.61	NaN	86.24	NaN	2.67	NaN	258.01
2001	7	4	NaN	9.47	NaN	1.09	NaN	77.39	NaN	1.39	NaN	233.43
2001	7	5	NaN	12.89	NaN	0.69	NaN	73.63	NaN	1.48	NaN	284.68
2001	7	6	NaN	16.81	NaN	0.00	NaN	59.31	NaN	2.26	NaN	363.98
2001	7	7	NaN	14.25	NaN	7.24	NaN	74.36	NaN	3.43	NaN	146.30
2001	7	8	NaN	10.06	NaN	5.45	NaN	90.23	NaN	2.33	NaN	309.63
2001	7	9	NaN	9.60	NaN	4.43	NaN	93.87	NaN	1.78	NaN	300.88
2001	7	10	NaN	11.14	NaN	8.35	NaN	80.70	NaN	0.93	NaN	186.62
2001	7	11	NaN	10.28	NaN	2.55	NaN	96.24	NaN	2.43	NaN	126.90
2001	7	12	NaN	9.80	NaN	2.58	NaN	92.04	NaN	1.46	NaN	186.48
2001	7	13	NaN	11.25	NaN	2.92	NaN	93.54	NaN	2.17	NaN	376.39
2001	7	14	NaN	14.05	NaN	2.58	NaN	71.26	NaN	1.93	NaN	262.92
2001	7	15	NaN	14.48	NaN	0.00	NaN	68.62	NaN	2.38	NaN	267.45
2001	7	16	NaN	8.77	NaN	0.48	NaN	95.41	NaN	2.07	NaN	380.60
2001	7	17	NaN	6.24	NaN	11.21	NaN	94.76	NaN	2.67	NaN	302.08
2001	7	18	NaN	9.24	NaN	9.15	NaN	82.26	NaN	1.63	NaN	213.56
2001	7	19	NaN	10.21	NaN	2.62	NaN	81.12	NaN	2.39	NaN	35.42
