Year	Month	Day	T obs	T mod	P obs	P mod	H obs	H mod	W obs	W mod	SW obs	SW mod
2001	1	1	NaN	-3.14	NaN	0.00	NaN	36.09	NaN	2.63	NaN	79.77
2001	1	2	NaN	0.32	NaN	0.01	NaN	83.65	NaN	2.30	NaN	71.76
2001	1	3	NaN	-2.79	NaN	5.45	NaN	93.97	NaN	2.74	NaN	62.69
2001	1	4	NaN	-0.68	NaN	2.81	NaN	73.67	NaN	3.52	NaN	76.39
2001	1	5	NaN	0.44	NaN	0.73	NaN	68.03	NaN	4.12	NaN	76.06
2001	1	6	NaN	1.90	NaN	0.94	NaN	96.55	NaN	1.91	NaN	76.30
2001	1	7	NaN	-0.68	NaN	3.33	NaN	99.05	NaN	0.66	NaN	69.81
2001	1	8	NaN	-4.32	NaN	32.57	NaN	97.12	NaN	1.71	NaN	70.42
2001	1	9	NaN	-7.99	NaN	7.16	NaN	84.33	NaN	3.25	NaN	47.64
2001	1	10	NaN	-1.48	NaN	0.61	NaN	64.90	NaN	3.49	NaN	73.94
2001	1	11	NaN	-0.24	NaN	1.16	NaN	95.50	NaN	2.43	NaN	71.53
2001	1	12	NaN	-6.60	NaN	0.07	NaN	94.95	NaN	1.61	NaN	69.58
2001	1	13	NaN	-9.17	NaN	0.00	NaN	52.15	NaN	3.83	NaN	35.83
2001	1	14	NaN	-7.46	NaN	0.00	NaN	39.90	NaN	5.47	NaN	50.46
2001	1	15	NaN	-5.75	NaN	0.00	NaN	36.34	NaN	6.22	NaN	43.89
2001	1	16	NaN	-10.35	NaN	0.00	NaN	71.50	NaN	1.96	NaN	44.77
2001	1	17	NaN	-6.36	NaN	0.01	NaN	59.29	NaN	2.03	NaN	54.81
2001	1	18	NaN	-4.97	NaN	0.00	NaN	86.25	NaN	2.06	NaN	68.10
2001	1	19	NaN	-6.45	NaN	0.00	NaN	79.26	NaN	1.54	NaN	25.19
2001	1	20	NaN	-5.45	NaN	2.04	NaN	80.11	NaN	0.85	NaN	78.38
2001	1	21	NaN	-7.84	NaN	7.68	NaN	98.14	NaN	1.49	NaN	79.31
2001	1	22	NaN	-3.14	NaN	0.70	NaN	72.59	NaN	2.67	NaN	79.17
2001	1	23	NaN	-0.92	NaN	0.10	NaN	75.85	NaN	2.40	NaN	78.38
2001	1	24	NaN	2.63	NaN	3.03	NaN	82.69	NaN	3.00	NaN	67.22
2001	1	25	NaN	0.64	NaN	2.09	NaN	93.13	NaN	3.83	NaN	53.98
2001	1	26	NaN	-3.58	NaN	2.18	NaN	81.93	NaN	2.23	NaN	66.06
2001	1	27	NaN	-4.11	NaN	0.29	NaN	63.90	NaN	3.64	NaN	68.29
2001	1	28	NaN	-7.04	NaN	0.00	NaN	55.07	NaN	1.56	NaN	28.70
2001	1	29	NaN	-7.35	NaN	0.05	NaN	78.04	NaN	0.67	NaN	60.42
2001	1	30	NaN	-8.05	NaN	11.84	NaN	95.76	NaN	1.73	NaN	76.90
2001	1	31	NaN	-10.63	NaN	17.09	NaN	95.46	NaN	1.96	NaN	77.73
2001	2	1	NaN	-11.07	NaN	22.96	NaN	94.89	NaN	2.78	NaN	74.95
2001	2	2	NaN	-10.62	NaN	8.51	NaN	91.62	NaN	4.48	NaN	58.29
2001	2	3	NaN	-4.36	NaN	16.00	NaN	93.34	NaN	4.75	NaN	63.98
2001	2	4	NaN	-0.99	NaN	11.49	NaN	95.54	NaN	5.59	NaN	68.75
2001	2	5	NaN	-0.68	NaN	0.00	NaN	79.23	NaN	3.28	NaN	52.64
2001	2	6	NaN	2.13	NaN	0.00	NaN	75.29	NaN	2.72	NaN	56.81
2001	2	7	NaN	4.87	NaN	0.00	NaN	63.82	NaN	4.97	NaN	49.86
2001	2	8	NaN	2.90	NaN	0.00	NaN	66.68	NaN	5.53	NaN	30.32
2001	2	9	NaN	-2.10	NaN	2.04	NaN	93.95	NaN	1.52	NaN	75.69
2001	2	10	NaN	-5.54	NaN	5.96	NaN	98.43	NaN	1.83	NaN	52.59
2001	2	11	NaN	-4.52	NaN	0.00	NaN	56.25	NaN	2.17	NaN	61.62
2001	2	12	NaN	0.84	NaN	0.00	NaN	57.42	NaN	2.35	NaN	70.23
2001	2	13	NaN	0.28	NaN	1.38	NaN	91.19	NaN	1.68	NaN	93.10
2001	2	14	NaN	-5.59	NaN	0.00	NaN	76.40	NaN	2.11	NaN	92.41
2001	2	15	NaN	-0.68	NaN	0.00	NaN	73.24	NaN	2.74	NaN	95.00
2001	2	16	NaN	-1.19	NaN	0.00	NaN	74.68	NaN	1.74	NaN	92.87
