IchYear	Month	Day	T obs	T mod	P obs	P mod	H obs	H mod	W obs	W mod	SW obs	SW mod
2001	1	1	-4.13	0.45	0.00	0.00	73.08	37.66	NaN	3.50	32.18	77.92
2001	1	2	-1.42	3.21	0.00	0.29	86.39	80.16	NaN	2.09	66.20	72.31
2001	1	3	1.08	0.26	4.20	3.39	94.42	88.41	NaN	1.91	34.49	60.46
2001	1	4	2.18	2.06	1.30	8.58	82.38	74.01	NaN	2.81	35.30	74.72
2001	1	5	3.47	2.56	0.00	0.16	77.13	69.02	NaN	3.59	43.98	75.23
2001	1	6	4.31	4.06	0.00	1.38	81.79	93.51	NaN	1.98	59.03	74.86
2001	1	7	2.35	0.15	3.00	4.08	95.42	98.46	NaN	1.32	24.42	71.53
2001	1	8	0.35	-1.58	21.60	24.33	97.58	95.89	NaN	1.11	2.89	67.82
2001	1	9	-1.49	-4.61	1.40	0.87	95.42	78.03	NaN	2.67	20.83	68.43
2001	1	10	-0.96	0.38	0.00	1.70	78.04	67.05	NaN	2.72	35.07	72.13
2001	1	11	0.59	1.21	1.60	4.83	89.92	98.04	NaN	1.19	27.66	71.25
2001	1	12	0.54	-2.35	0.00	0.04	95.08	92.35	NaN	1.24	16.67	67.50
2001	1	13	-2.90	-6.97	0.00	0.00	83.58	54.98	NaN	1.61	31.94	38.38
2001	1	14	-7.33	-7.79	0.00	0.00	83.92	50.35	NaN	2.17	80.44	47.73
2001	1	15	-9.07	-4.69	0.00	0.00	80.58	40.90	NaN	2.86	79.17	50.88
2001	1	16	-7.34	-5.47	0.00	0.00	74.58	52.08	NaN	1.86	77.55	56.53
2001	1	17	-7.11	-1.82	0.00	0.00	79.71	50.50	NaN	2.60	88.43	55.05
2001	1	18	-4.51	-0.95	0.00	0.00	81.17	70.24	NaN	2.14	79.17	68.66
2001	1	19	-5.22	-1.27	0.00	0.00	86.63	62.58	NaN	1.87	83.22	34.58
2001	1	20	-3.71	-1.56	0.00	0.40	82.83	70.18	NaN	0.99	38.43	76.30
2001	1	21	-3.68	-3.16	0.00	4.60	89.52	90.77	NaN	1.44	31.60	77.73
2001	1	22	-0.13	0.72	0.00	0.15	71.67	63.13	NaN	3.13	46.99	78.10
2001	1	23	0.88	2.20	0.00	1.34	79.00	73.14	NaN	2.78	56.48	77.31
2001	1	24	4.30	4.12	2.00	1.27	73.50	84.11	NaN	2.81	38.19	70.09
2001	1	25	3.01	2.58	2.10	3.94	91.71	90.12	NaN	2.72	72.22	48.10
2001	1	26	1.97	-0.24	0.30	0.73	93.58	78.85	NaN	2.08	30.67	62.64
2001	1	27	1.05	-0.76	2.00	0.12	83.71	63.26	NaN	2.79	43.06	69.54
2001	1	28	-1.21	-2.09	0.00	0.00	82.79	48.76	NaN	2.08	92.48	31.34
2001	1	29	-3.06	-3.00	0.00	0.13	86.67	70.89	NaN	0.97	68.06	61.67
2001	1	30	-1.53	-5.00	2.00	3.03	91.38	92.29	NaN	1.45	26.97	70.74
2001	1	31	-1.74	-6.88	3.20	5.31	91.58	87.73	NaN	1.56	49.54	75.74
2001	2	1	-3.16	-7.76	2.40	3.45	91.17	88.02	NaN	2.10	15.97	73.80
2001	2	2	-4.00	-7.60	5.10	7.10	88.63	87.14	NaN	2.93	8.91	63.52
2001	2	3	-2.67	-1.52	30.80	31.64	95.25	90.24	NaN	2.89	18.63	62.50
2001	2	4	1.58	1.10	24.00	26.52	95.63	92.02	NaN	3.68	64.70	64.26
2001	2	5	2.60	0.35	0.00	0.00	88.71	81.45	NaN	2.38	80.21	62.59
2001	2	6	4.38	3.79	0.00	0.00	76.71	76.51	NaN	2.94	78.47	58.56
2001	2	7	4.87	5.90	0.00	0.00	72.00	67.05	NaN	4.09	64.35	30.97
2001	2	8	8.50	4.51	0.00	0.00	52.00	69.21	NaN	5.01	0.00	23.75
2001	2	9	2.25	0.51	10.60	0.49	92.25	93.07	NaN	0.97	25.58	79.31
2001	2	10	2.80	-1.31	0.80	0.16	92.46	92.01	NaN	1.21	51.74	54.21
2001	2	11	2.80	0.61	0.00	0.00	77.38	49.46	NaN	2.54	130.09	53.24
2001	2	12	3.23	4.28	0.00	0.00	70.08	50.42	NaN	2.73	114.35	71.16
2001	2	13	3.46	2.57	9.80	0.06	85.83	85.12	NaN	1.44	51.04	90.05
2001	2	14	2.15	0.02	0.00	0.00	89.38	67.50	NaN	1.76	115.28	90.05
2001	2	15	1.83	3.27	0.00	0.00	80.33	64.29	NaN	2.21	133.45	93.10
2001	2	16	2.83	3.69	0.00	0.00	78.42	55.82	NaN	1.94	135.07	91.44
2001	2	17	1.95	0.03	1.10	1.45	92.29	93.48	NaN	1.09	30.56	91.94
2001	2	18	3.31	-1.83	0.00	0.55	78.21	91.71	NaN	1.79	96.53	90.74
2001	2	19	2.03	-2.07	0.00	0.28	70.50	87.52	NaN	2.49	113.31	92.45
2001	2	20	0.59	-3.13	10.50	10.91	89.92	90.51	NaN	4.04	9.03	65.56
2001	2	21	1.42	-2.28	6.50	17.04	83.00	86.68	NaN	4.17	56.25	86.71
2001	2	22	0.90	-1.55	34.00	16.32	91.75	90.93	NaN	5.71	15.05	72.36
2001	2	23	0.27	-3.13	23.40	16.72	91.23	91.54	NaN	3.68	10.30	85.32
2001	2	24	-3.00	-8.98	0.40	1.51	89.79	91.16	NaN	1.42	65.16	71.48
2001	2	25	-4.35	-12.77	0.00	0.00	83.13	89.97	NaN	1.79	139.47	88.80
2001	2	26	-3.77	-11.99	0.30	0.02	78.04	87.95	NaN	2.27	90.86	95.37
2001	2	27	-3.78	-6.38	0.00	0.00	73.92	59.10	NaN	3.50	162.73	90.09
2001	2	28	1.68	-2.43	0.00	0.00	55.71	60.92	NaN	5.59	148.15	108.01
2001	3	1	-1.54	-5.56	0.00	0.49	82.54	76.66	NaN	2.38	97.34	93.06
2001	3	2	0.46	-3.26	0.70	0.00	76.04	65.05	NaN	2.05	130.90	76.62
2001	3	3	3.02	3.34	0.90	0.20	85.04	94.75	NaN	2.46	75.46	98.10
2001	3	4	2.61	2.23	2.80	10.74	94.08	96.61	NaN	1.30	41.55	93.29
2001	3	5	2.67	-1.70	5.60	4.53	90.00	96.67	NaN	1.46	67.01	98.98
2001	3	6	2.71	-0.47	0.00	0.00	81.17	64.04	NaN	2.58	183.80	64.77
2001	3	7	4.70	3.92	0.00	0.00	64.42	61.17	NaN	3.12	142.82	88.61
2001	3	8	7.55	6.44	0.00	0.32	66.75	84.59	NaN	3.74	121.06	118.61
2001	3	9	4.45	2.48	6.80	9.24	93.29	94.65	NaN	2.02	44.44	116.71
2001	3	10	6.47	3.31	0.70	7.68	77.92	80.68	NaN	2.37	135.65	115.74
2001	3	11	8.22	4.91	1.10	7.43	75.75	88.78	NaN	2.66	115.39	62.13
2001	3	12	9.17	7.34	0.60	1.87	76.83	78.99	NaN	2.83	163.08	51.76
2001	3	13	5.00	1.90	15.80	16.07	85.71	80.55	NaN	2.55	67.25	117.78
2001	3	14	3.70	0.57	16.90	15.20	86.46	88.27	NaN	2.74	74.19	138.43
2001	3	15	5.35	3.18	15.40	8.99	90.83	89.65	NaN	2.92	79.17	125.65
2001	3	16	8.73	6.22	0.40	0.38	79.50	75.02	NaN	3.05	203.47	96.90
2001	3	17	8.16	6.04	4.20	5.24	79.13	76.23	NaN	3.02	0.00	141.16
2001	3	18	8.33	4.39	6.20	3.37	79.88	82.55	NaN	2.09	122.11	139.58
2001	3	19	5.26	1.68	6.90	2.44	80.96	79.65	NaN	3.78	43.06	143.19
2001	3	20	3.30	0.64	0.90	8.84	83.29	74.69	NaN	1.23	62.85	76.06
2001	3	21	7.00	7.22	8.80	19.11	88.71	87.58	NaN	3.37	57.76	146.99
2001	3	22	8.58	6.05	21.30	39.59	84.79	88.22	NaN	3.89	110.19	146.57
2001	3	23	8.92	8.01	22.70	6.84	87.83	77.32	NaN	2.95	79.51	110.32
2001	3	24	11.18	11.03	2.10	2.13	82.33	63.79	NaN	2.86	165.05	120.83
2001	3	25	7.77	5.74	10.00	11.82	91.33	86.33	NaN	2.30	34.26	123.33
2001	3	26	5.43	1.79	2.80	3.68	83.25	88.35	NaN	2.56	97.11	129.49
2001	3	27	3.08	1.72	0.50	0.00	85.88	80.25	NaN	1.30	141.90	161.99
2001	3	28	6.85	5.06	0.00	0.57	71.54	57.93	NaN	2.16	189.35	174.58
2001	3	29	9.68	6.98	0.00	5.75	62.79	59.70	NaN	2.79	210.88	171.53
2001	3	30	5.55	2.05	6.80	16.97	90.65	94.48	NaN	1.50	78.01	178.75
2001	3	31	6.15	2.45	1.50	0.21	83.63	88.38	NaN	1.54	142.24	120.56
2001	4	1	7.86	5.19	0.00	0.00	69.13	71.81	NaN	1.65	238.54	150.79
2001	4	2	9.92	9.27	0.00	0.00	63.50	46.81	NaN	2.02	238.43	171.44
2001	4	3	11.96	8.87	0.00	0.04	66.29	67.10	NaN	1.64	197.11	159.68
2001	4	4	11.77	9.55	2.50	7.13	64.42	63.21	NaN	2.63	220.14	123.19
2001	4	5	4.00	1.61	7.70	8.74	79.88	82.66	NaN	2.50	105.67	171.39
2001	4	6	6.14	4.04	0.20	5.31	76.96	79.75	NaN	3.05	122.69	197.59
2001	4	7	5.66	5.32	22.40	22.13	91.43	85.15	NaN	1.70	35.30	166.39
2001	4	8	2.90	1.14	18.20	28.27	94.00	96.83	NaN	1.92	53.01	156.30
2001	4	9	4.86	1.53	7.80	4.93	85.29	93.98	NaN	2.37	137.15	94.95
2001	4	10	6.86	3.43	8.70	4.71	82.92	89.79	NaN	2.14	110.30	176.53
2001	4	11	5.32	2.99	13.40	28.29	91.54	96.17	NaN	1.84	73.96	151.90
2001	4	12	4.33	1.54	9.50	9.91	93.04	96.14	NaN	2.48	0.00	197.82
2001	4	13	0.50	-3.18	4.00	4.50	86.54	81.52	NaN	3.02	79.05	108.15
2001	4	14	-1.49	-4.35	7.30	1.59	87.83	81.48	NaN	2.52	116.09	166.20
2001	4	15	-0.10	-0.76	14.70	17.85	92.71	83.86	NaN	3.67	76.62	186.94
2001	4	16	4.03	0.15	10.90	9.16	86.88	93.18	NaN	2.09	198.26	211.06
2001	4	17	3.58	-1.12	2.20	5.03	87.38	93.01	NaN	2.22	86.57	167.78
2001	4	18	5.93	1.34	6.90	2.30	70.75	77.67	NaN	1.69	242.01	183.24
2001	4	19	3.45	0.71	4.80	11.91	88.38	86.06	NaN	1.64	136.00	221.67
2001	4	20	1.69	-0.77	12.80	15.62	94.96	93.21	NaN	1.53	80.21	200.00
2001	4	21	2.29	-1.85	2.90	4.65	87.42	93.72	NaN	1.31	103.94	102.73
2001	4	22	2.61	-1.14	0.70	1.20	87.92	91.89	NaN	2.36	48.38	139.07
2001	4	23	5.65	1.01	0.00	0.15	72.54	80.67	NaN	1.57	276.50	173.43
2001	4	24	8.80	4.93	0.00	0.00	64.50	70.71	NaN	2.24	284.03	209.81
2001	4	25	13.05	9.79	1.10	6.36	59.54	72.25	NaN	2.99	259.49	100.56
2001	4	26	7.08	4.25	6.70	10.46	82.96	76.59	NaN	2.15	168.52	177.45
2001	4	27	9.59	6.77	0.00	0.81	66.25	61.89	NaN	2.24	258.80	188.94
2001	4	28	10.98	7.21	0.00	0.84	72.96	77.11	NaN	1.77	199.31	232.50
2001	4	29	13.73	11.30	0.00	0.00	65.05	62.67	NaN	2.06	245.02	247.27
2001	4	30	NaN	13.44	0.00	0.00	NaN	46.14	NaN	2.73	0.00	152.87
2001	5	1	20.93	15.03	0.00	0.00	43.00	48.50	NaN	2.28	278.59	209.26
2001	5	2	17.30	15.74	0.00	0.00	56.04	44.21	NaN	2.49	304.86	255.88
2001	5	3	17.19	14.22	0.00	1.96	57.42	56.97	NaN	2.49	236.11	258.98
2001	5	4	14.55	11.17	0.20	12.40	79.33	79.52	NaN	1.68	207.41	236.94
2001	5	5	13.30	12.05	3.30	7.29	77.08	69.31	NaN	2.00	158.57	257.13
2001	5	6	10.56	7.99	5.70	7.35	91.29	97.12	NaN	1.29	79.51	219.03
2001	5	7	11.30	7.19	2.00	0.54	86.83	97.72	NaN	1.34	133.91	221.16
2001	5	8	10.76	8.99	5.20	5.24	90.67	86.78	NaN	1.61	71.41	123.56
2001	5	9	13.82	10.71	0.00	7.11	73.00	77.76	NaN	2.30	314.81	92.41
2001	5	10	14.08	11.79	0.00	3.60	67.17	69.78	NaN	2.65	300.93	200.14
2001	5	11	12.62	10.18	1.40	4.45	76.17	73.02	NaN	1.98	214.47	161.48
2001	5	12	12.84	8.51	0.00	0.01	69.08	77.83	NaN	1.95	310.76	110.88
2001	5	13	13.00	10.70	0.00	0.00	64.92	60.41	NaN	2.14	315.28	147.27
2001	5	14	14.80	12.89	1.60	3.84	70.78	70.95	NaN	1.67	220.83	283.15
2001	5	15	14.37	12.31	4.20	0.94	80.08	61.63	NaN	2.07	171.18	281.06
2001	5	16	15.28	13.69	0.20	0.57	65.50	58.12	NaN	2.23	241.20	152.41
2001	5	17	16.44	14.13	0.30	6.80	67.71	69.71	NaN	2.27	246.99	214.07
2001	5	18	10.09	7.74	18.10	19.61	90.00	87.07	NaN	2.31	50.12	260.23
2001	5	19	10.30	7.44	0.00	1.49	75.71	83.75	NaN	1.74	238.66	285.51
2001	5	20	12.78	11.41	0.00	0.00	70.75	72.64	NaN	2.23	331.13	207.55
2001	5	21	13.31	13.58	0.00	0.00	78.75	60.38	NaN	2.33	202.89	205.00
2001	5	22	14.47	12.50	0.00	0.00	70.21	70.68	NaN	2.47	254.63	259.95
2001	5	23	15.92	14.59	0.00	0.45	69.83	67.69	NaN	2.47	316.67	270.65
2001	5	24	17.27	14.68	0.00	10.73	68.64	74.78	NaN	1.69	4.17	300.83
2001	5	25	15.35	12.59	1.40	11.98	80.54	84.66	NaN	1.60	128.13	317.08
2001	5	26	16.14	12.84	0.00	0.00	71.08	70.28	NaN	1.30	245.14	296.85
2001	5	27	17.55	15.17	0.10	5.48	67.04	72.40	NaN	2.38	186.11	218.75
2001	5	28	20.18	15.98	0.70	11.38	64.83	79.31	NaN	3.06	208.22	296.02
2001	5	29	22.28	15.94	0.30	16.24	57.50	86.63	NaN	2.83	280.90	205.09
2001	5	30	20.78	14.92	0.80	2.14	65.38	81.81	NaN	1.67	247.34	288.01
2001	5	31	15.51	13.22	27.40	23.30	86.46	86.83	NaN	2.40	152.20	322.87
2001	6	1	9.59	6.68	20.70	2.88	87.83	82.93	NaN	3.23	124.19	324.95
2001	6	2	10.83	8.45	5.30	4.14	79.33	74.60	NaN	2.21	146.41	328.29
2001	6	3	7.02	5.42	19.80	17.81	87.88	82.22	NaN	3.30	79.40	269.81
2001	6	4	8.34	4.75	5.20	4.29	73.21	81.42	NaN	3.73	142.59	262.18
2001	6	5	13.39	9.88	0.00	0.04	65.33	70.82	NaN	1.92	331.71	287.31
2001	6	6	10.79	10.11	13.60	14.78	85.50	81.22	NaN	2.93	65.39	43.89
2001	6	7	14.13	11.50	0.50	0.94	75.46	78.75	NaN	1.72	221.18	81.90
2001	6	8	14.06	12.92	5.80	19.81	82.33	82.40	NaN	1.36	188.77	268.61
2001	6	9	12.50	11.86	21.90	28.95	93.92	92.28	NaN	1.42	79.05	286.11
2001	6	10	11.53	11.46	26.70	29.17	94.00	90.92	NaN	1.17	36.92	329.44
2001	6	11	7.93	7.32	37.30	21.03	83.50	83.71	NaN	2.97	126.50	332.55
2001	6	12	13.10	9.98	0.00	0.09	64.00	70.39	NaN	1.69	350.70	342.45
2001	6	13	15.31	13.00	5.10	7.69	69.25	72.86	NaN	1.91	331.83	348.47
2001	6	14	13.09	11.19	5.60	9.38	85.46	87.55	NaN	1.89	124.19	253.52
2001	6	15	17.09	14.90	0.00	0.00	66.29	64.35	NaN	1.78	322.34	291.44
2001	6	16	14.81	13.56	12.20	35.05	82.87	79.97	NaN	2.20	114.58	322.08
2001	6	17	11.79	10.08	24.00	9.90	87.85	87.65	NaN	2.35	100.35	320.37
2001	6	18	11.11	7.98	42.40	20.33	91.38	93.58	NaN	3.36	70.60	169.58
2001	6	19	9.96	7.66	38.20	7.86	94.08	95.43	NaN	3.15	35.42	269.49
2001	6	20	12.30	9.61	0.00	0.66	78.17	81.68	NaN	1.73	207.29	358.43
2001	6	21	15.88	12.91	0.00	4.58	62.88	69.47	NaN	2.20	297.11	296.34
2001	6	22	15.65	10.97	0.20	17.54	71.71	88.79	NaN	2.52	87.73	360.09
2001	6	23	15.46	9.83	0.00	0.17	61.46	76.43	NaN	2.24	332.99	358.24
2001	6	24	16.90	12.68	0.00	0.00	63.79	66.12	NaN	1.79	326.39	325.97
2001	6	25	17.68	14.49	0.00	0.00	67.17	67.91	NaN	1.60	224.88	292.87
2001	6	26	18.72	16.39	0.00	0.00	66.75	67.00	NaN	1.74	331.83	363.66
2001	6	27	22.13	18.81	0.00	2.01	58.04	62.83	NaN	2.24	323.84	339.26
2001	6	28	18.45	14.95	7.10	35.08	85.04	90.32	NaN	1.85	112.38	339.03
2001	6	29	17.10	13.66	9.30	0.00	84.13	75.47	NaN	1.61	153.24	263.33
2001	6	30	18.95	16.39	3.20	3.50	71.04	68.28	NaN	1.74	261.11	300.56
2001	7	1	15.47	13.13	9.90	34.12	84.08	90.21	NaN	2.82	114.47	215.32
2001	7	2	16.42	12.50	0.10	2.70	71.65	81.56	NaN	2.00	155.79	291.02
2001	7	3	15.76	12.16	0.00	0.00	69.55	74.54	NaN	2.22	3.61	281.67
2001	7	4	17.18	13.99	0.00	0.00	63.76	71.35	NaN	2.11	337.50	244.07
2001	7	5	18.31	17.26	0.00	0.00	69.04	68.29	NaN	1.89	336.69	343.75
2001	7	6	22.63	22.19	0.00	0.00	64.08	51.82	NaN	2.39	309.84	374.49
2001	7	7	20.70	17.78	1.00	41.89	67.92	72.65	NaN	2.60	243.63	182.55
2001	7	8	16.88	14.26	9.30	6.56	78.52	78.54	NaN	1.95	178.36	257.41
2001	7	9	17.26	13.23	3.60	6.09	73.50	86.62	NaN	1.45	242.94	267.73
2001	7	10	19.03	15.96	0.90	1.78	66.44	73.31	NaN	1.49	248.26	190.51
2001	7	11	15.58	13.62	5.30	3.63	87.46	89.36	NaN	1.51	0.83	103.10
2001	7	12	15.79	13.39	2.20	2.88	81.00	82.92	NaN	1.16	130.32	225.37
2001	7	13	16.60	14.41	0.10	13.22	82.04	87.57	NaN	1.25	167.94	380.56
2001	7	14	20.27	18.47	0.00	3.52	69.00	68.32	NaN	2.27	277.08	345.19
2001	7	15	19.53	17.97	0.80	3.02	77.46	69.75	NaN	1.94	241.09	286.20
2001	7	16	13.64	9.99	4.30	8.24	89.96	97.16	NaN	1.02	69.56	375.19
2001	7	17	12.37	10.18	1.30	11.61	91.18	88.41	NaN	1.65	59.95	274.95
2001	7	18	13.64	12.25	2.50	5.69	80.21	78.12	NaN	1.99	117.48	194.49
2001	7	19	15.13	13.85	1.10	11.61	81.83	81.00	NaN	1.87	165.97	51.85
2001	7	20	12.64	10.69	55.60	24.73	95.88	94.23	NaN	3.33	46.99	54.81
2001	7	21	12.61	10.82	11.80	1.20	90.29	85.60	NaN	2.79	98.84	262.92
2001	7	22	15.63	13.19	0.00	0.00	74.63	67.82	NaN	1.50	318.29	377.08
2001	7	23	17.16	15.30	0.00	0.00	73.42	68.02	NaN	1.46	313.31	270.14
2001	7	24	16.44	15.68	0.20	12.43	84.33	79.87	NaN	1.99	95.83	333.89
2001	7	25	18.21	15.67	0.00	18.04	77.26	89.25	NaN	2.13	204.75	381.25
2001	7	26	18.94	16.57	0.00	0.36	72.96	74.31	NaN	1.88	281.71	373.24
2001	7	27	19.61	17.42	0.00	0.00	71.00	69.57	NaN	2.17	304.63	376.99
2001	7	28	20.12	17.95	0.00	0.00	68.21	68.31	NaN	1.89	302.78	316.57
2001	7	29	20.71	17.91	0.00	2.48	72.17	73.69	NaN	1.50	260.30	244.91
2001	7	30	19.76	16.88	0.90	4.86	74.00	82.59	NaN	1.75	189.12	373.52
2001	7	31	21.23	19.12	0.00	0.00	68.35	68.44	NaN	1.82	295.02	363.70
2001	8	1	22.14	18.09	0.00	0.46	73.83	77.83	NaN	1.78	240.86	269.77
2001	8	2	23.04	21.97	0.00	0.38	73.79	64.56	NaN	1.89	288.08	293.52
2001	8	3	23.38	20.94	1.60	4.65	69.00	71.29	NaN	1.56	230.44	375.42
2001	8	4	17.99	14.62	12.70	11.42	89.30	94.98	NaN	1.17	85.07	368.98
2001	8	5	14.40	12.35	8.50	7.79	87.05	89.84	NaN	1.13	90.05	368.84
2001	8	6	16.72	14.20	0.00	1.22	76.50	74.39	NaN	1.46	226.04	358.33
2001	8	7	18.08	15.19	0.00	1.96	78.63	78.08	NaN	1.73	171.07	256.44
2001	8	8	16.82	17.02	11.20	27.75	86.79	75.54	NaN	1.61	131.25	263.52
2001	8	9	17.88	16.06	40.10	46.43	83.08	87.00	NaN	1.36	233.22	285.05
2001	8	10	15.22	11.34	25.50	27.51	92.94	93.88	NaN	1.10	1.39	347.96
2001	8	11	13.18	9.05	0.90	6.70	85.79	87.56	NaN	1.75	113.19	118.98
2001	8	12	15.20	11.71	0.00	0.00	74.46	69.43	NaN	1.43	282.64	274.68
2001	8	13	18.25	15.20	0.00	0.00	70.58	61.53	NaN	1.72	245.37	247.27
2001	8	14	20.25	19.02	0.00	0.00	73.83	64.87	NaN	2.20	275.93	328.94
2001	8	15	22.77	21.42	0.00	0.64	71.00	63.30	NaN	1.89	267.48	355.09
2001	8	16	23.53	20.30	1.10	3.54	69.50	68.48	NaN	2.02	235.65	46.53
2001	8	17	18.80	17.57	26.80	10.96	88.88	84.84	NaN	1.87	139.47	156.11
2001	8	18	20.21	19.34	0.00	2.17	79.08	66.15	NaN	1.80	224.19	221.39
2001	8	19	20.21	17.62	0.00	3.73	76.96	73.17	NaN	1.86	156.37	266.67
2001	8	20	16.97	15.72	7.90	9.39	87.75	84.48	NaN	2.08	51.16	101.81
2001	8	21	16.08	14.51	1.50	3.77	92.08	87.72	NaN	1.79	83.57	240.69
2001	8	22	17.91	15.17	0.00	8.54	83.54	91.37	NaN	1.83	180.21	352.08
2001	8	23	18.55	15.64	0.00	8.39	80.13	89.59	NaN	1.61	250.00	347.64
2001	8	24	18.31	16.93	0.00	0.00	81.90	79.06	NaN	1.71	196.64	269.35
2001	8	25	19.61	17.64	0.00	0.00	75.79	73.22	NaN	1.71	249.07	261.71
2001	8	26	20.22	18.38	0.00	0.00	75.92	70.50	NaN	1.64	247.45	340.88
2001	8	27	21.61	18.47	2.90	16.71	71.42	71.84	NaN	2.60	230.90	341.11
2001	8	28	15.86	12.98	1.50	0.49	87.25	88.84	NaN	1.13	98.84	339.91
2001	8	29	15.08	12.27	0.00	0.00	79.50	69.29	NaN	1.65	249.54	324.07
2001	8	30	16.18	15.43	2.20	19.48	83.79	77.66	NaN	1.80	172.34	291.57
2001	8	31	14.09	11.96	41.70	25.48	91.75	94.15	NaN	1.44	78.70	332.55
2001	9	1	11.73	10.06	12.20	7.58	92.58	92.70	NaN	2.06	41.20	247.31
2001	9	2	11.80	9.95	16.60	1.87	94.29	87.92	NaN	2.08	59.84	317.59
2001	9	3	14.03	13.09	0.00	0.00	78.63	67.20	NaN	1.53	243.87	319.86
2001	9	4	11.98	10.57	18.50	22.78	93.92	86.67	NaN	2.14	34.61	97.78
2001	9	5	10.02	7.64	36.20	19.07	94.04	94.82	NaN	3.44	43.87	117.22
2001	9	6	9.73	8.00	14.50	3.26	93.04	87.95	NaN	2.65	61.46	304.81
2001	9	7	10.67	8.91	19.70	7.84	94.63	88.82	NaN	3.15	45.72	259.44
2001	9	8	11.32	9.78	32.10	17.12	94.88	84.07	NaN	4.72	39.24	254.77
2001	9	9	9.01	5.63	16.00	6.05	77.08	77.70	NaN	4.16	168.75	259.44
2001	9	10	7.64	5.20	13.30	11.19	86.04	83.22	NaN	4.06	76.50	59.07
2001	9	11	8.42	5.54	1.70	1.92	87.04	81.86	NaN	3.06	96.18	248.43
2001	9	12	8.49	6.74	20.10	20.50	92.54	85.26	NaN	3.90	40.97	307.45
2001	9	13	11.48	10.33	0.20	0.00	86.38	64.92	NaN	1.36	130.32	302.82
2001	9	14	9.00	7.19	10.80	17.13	93.71	82.94	NaN	1.99	22.45	303.98
2001	9	15	9.03	6.65	3.30	3.17	90.04	86.33	NaN	2.14	65.74	296.85
2001	9	16	8.30	5.61	12.30	13.43	91.71	89.07	NaN	2.48	63.08	277.73
2001	9	17	7.61	4.24	3.40	8.76	87.96	92.34	NaN	2.25	103.82	218.75
2001	9	18	7.71	5.19	0.40	2.84	85.04	85.81	NaN	2.28	109.95	269.72
2001	9	19	9.55	8.74	0.00	0.21	73.21	54.62	NaN	2.90	191.20	270.14
2001	9	20	11.34	10.88	0.00	0.12	73.96	62.21	NaN	1.89	181.71	209.58
2001	9	21	10.38	8.92	4.70	2.62	86.88	80.46	NaN	1.81	82.41	235.56
2001	9	22	10.58	9.39	2.60	10.48	92.33	80.89	NaN	1.42	61.69	213.84
2001	9	23	10.28	10.65	9.30	13.25	95.50	87.50	NaN	1.31	46.06	251.57
2001	9	24	12.64	11.27	2.20	8.37	91.21	91.64	NaN	1.16	90.39	282.31
2001	9	25	10.30	8.55	16.50	14.99	94.83	93.03	NaN	1.40	31.60	280.97
2001	9	26	8.14	6.60	6.00	5.47	94.21	87.84	NaN	2.54	32.99	279.86
2001	9	27	9.22	8.89	0.00	0.00	85.63	68.23	NaN	1.86	85.76	270.23
2001	9	28	11.31	11.34	0.10	0.00	82.58	63.79	NaN	1.96	187.62	128.56
2001	9	29	13.11	14.13	0.00	0.00	79.75	49.44	NaN	2.17	153.12	276.44
2001	9	30	12.49	11.55	8.10	0.65	95.88	78.91	NaN	1.99	34.14	162.73
2001	10	1	13.90	13.75	0.00	0.00	82.04	59.82	NaN	2.35	115.16	41.44
2001	10	2	16.07	17.20	0.00	0.00	77.71	57.12	NaN	2.40	178.47	162.31
2001	10	3	15.07	14.95	0.00	0.00	83.50	67.39	NaN	1.91	159.95	175.74
2001	10	4	11.80	9.11	3.50	2.92	93.13	85.10	NaN	1.75	40.51	259.86
2001	10	5	11.36	11.24	0.00	0.00	82.54	64.33	NaN	1.78	134.84	107.27
2001	10	6	12.27	12.89	0.00	0.49	83.00	70.62	NaN	1.99	125.58	76.85
2001	10	7	15.22	15.34	0.00	1.54	77.08	71.17	NaN	1.84	140.28	138.70
2001	10	8	15.38	13.06	0.00	0.00	83.58	77.87	NaN	1.42	149.42	127.13
2001	10	9	12.91	11.92	0.00	0.00	83.67	83.07	NaN	1.20	110.42	156.06
2001	10	10	10.85	11.30	0.00	0.26	91.04	81.49	NaN	1.37	80.09	248.52
2001	10	11	11.97	10.66	0.00	0.00	87.50	76.03	NaN	1.81	135.76	198.52
2001	10	12	11.40	12.94	0.00	0.00	84.04	44.77	NaN	1.93	148.73	167.59
2001	10	13	12.40	14.99	0.00	0.00	80.58	47.10	NaN	1.98	142.82	150.00
2001	10	14	12.80	15.57	0.00	0.00	79.92	51.55	NaN	1.70	138.08	175.46
2001	10	15	12.43	14.12	0.00	0.00	85.00	59.45	NaN	1.54	129.05	65.05
2001	10	16	12.28	12.21	0.00	0.00	89.25	76.50	NaN	1.98	93.40	149.49
2001	10	17	10.96	13.58	0.10	0.00	87.88	60.81	NaN	2.34	132.64	142.41
2001	10	18	11.00	13.26	0.00	0.00	83.04	54.18	NaN	2.00	129.28	99.63
2001	10	19	10.01	13.11	0.00	0.00	85.13	56.16	NaN	2.05	126.27	126.44
2001	10	20	11.44	15.17	0.00	0.00	78.96	52.83	NaN	2.37	127.08	216.76
2001	10	21	11.13	11.22	17.30	15.23	89.75	78.97	NaN	2.36	23.26	216.81
2001	10	22	9.47	7.20	2.30	0.66	91.83	81.67	NaN	2.51	70.95	145.19
