Year	Month	Day	T_obs	T_mod	P_obs	P_mod	H_obs	H_mod	W_obs	W_mod	SW_obs	SW_mod
2007	11	17	NaN	-12.13	NaN	0.01	NaN	95.04	NaN	0.86	NaN	98.43
2007	11	18	NaN	-9.11	NaN	0.26	NaN	93.77	NaN	1.48	NaN	79.63
2007	11	19	NaN	-0.43	NaN	0.00	NaN	68.07	NaN	1.57	NaN	93.80
2007	11	20	NaN	4.47	NaN	0.00	NaN	60.45	NaN	3.54	NaN	86.20
2007	11	21	NaN	6.56	NaN	0.00	NaN	79.93	NaN	4.82	NaN	82.22
2007	11	22	NaN	6.37	NaN	0.00	NaN	82.89	NaN	4.84	NaN	84.44
2007	11	23	NaN	5.33	NaN	0.01	NaN	93.08	NaN	3.81	NaN	60.65
2007	11	24	NaN	1.17	NaN	5.03	NaN	99.91	NaN	0.90	NaN	32.31
2007	11	25	NaN	0.12	NaN	6.91	NaN	94.05	NaN	3.45	NaN	53.33
2007	11	26	NaN	-2.84	NaN	15.25	NaN	92.11	NaN	5.42	NaN	66.11
2007	11	27	NaN	-4.10	NaN	6.76	NaN	93.82	NaN	3.84	NaN	62.78
2007	11	28	NaN	-4.51	NaN	0.00	NaN	74.26	NaN	1.53	NaN	82.96
2007	11	29	NaN	0.92	NaN	0.00	NaN	64.46	NaN	3.08	NaN	81.48
2007	11	30	NaN	0.67	NaN	1.91	NaN	90.13	NaN	4.01	NaN	48.98
2007	12	1	NaN	3.16	NaN	3.24	NaN	87.05	NaN	3.19	NaN	63.43
2007	12	2	NaN	2.91	NaN	0.19	NaN	78.62	NaN	3.66	NaN	76.48
2007	12	3	NaN	1.06	NaN	10.50	NaN	88.60	NaN	5.11	NaN	60.28
2007	12	4	NaN	-1.92	NaN	9.14	NaN	87.75	NaN	3.93	NaN	52.87
2007	12	5	NaN	1.39	NaN	0.05	NaN	80.99	NaN	3.79	NaN	73.24
2007	12	6	NaN	2.19	NaN	2.57	NaN	86.45	NaN	4.38	NaN	59.72
2007	12	7	NaN	3.84	NaN	16.16	NaN	96.09	NaN	4.58	NaN	37.04
2007	12	8	NaN	-1.13	NaN	1.59	NaN	78.67	NaN	3.22	NaN	62.87
2007	12	9	NaN	2.01	NaN	3.26	NaN	78.30	NaN	3.71	NaN	62.87
2007	12	10	NaN	-0.56	NaN	0.27	NaN	77.88	NaN	2.56	NaN	72.78
2007	12	11	NaN	-1.77	NaN	4.58	NaN	93.51	NaN	3.05	NaN	47.50
2007	12	12	-1.94	-2.57	NaN	12.15	99.68	92.34	NaN	2.94	20.42	44.44
2007	12	13	-2.37	-4.93	NaN	3.64	99.41	96.37	NaN	1.72	23.47	64.44
2007	12	14	-5.60	-8.37	NaN	4.43	96.13	93.92	NaN	2.04	40.51	69.72
2007	12	15	-8.33	-11.71	NaN	1.55	93.46	93.23	NaN	1.87	47.46	74.91
2007	12	16	-7.61	-12.81	NaN	0.09	94.12	97.85	NaN	1.74	64.18	72.87
2007	12	17	-6.44	-9.15	NaN	0.00	91.46	78.88	NaN	2.41	73.76	74.72
2007	12	18	-1.59	-5.61	NaN	0.00	53.84	60.89	NaN	1.99	60.84	63.33
2007	12	19	0.84	-3.42	NaN	0.00	56.50	62.69	NaN	1.66	67.12	73.61
2007	12	20	1.39	-1.05	NaN	0.00	41.00	50.55	NaN	2.03	51.88	72.59
2007	12	21	3.95	2.14	0.00	0.00	30.98	44.27	NaN	1.64	66.06	73.24
2007	12	22	2.52	0.73	0.00	0.00	32.13	41.83	NaN	1.59	66.31	73.33
2007	12	23	-1.73	-0.04	0.00	0.00	46.02	70.59	NaN	2.03	58.95	70.93
2007	12	24	-4.18	-3.06	0.00	0.00	59.06	69.94	NaN	1.48	35.52	71.39
2007	12	25	-7.07	-4.55	0.10	0.00	65.62	71.60	NaN	2.13	45.40	73.98
2007	12	26	-3.01	-1.48	0.00	0.00	42.12	55.71	NaN	3.20	66.84	68.80
2007	12	27	-4.89	-3.94	0.10	0.00	80.39	81.09	NaN	1.21	64.65	73.80
2007	12	28	-2.55	-1.15	0.10	0.00	48.11	46.98	NaN	1.56	67.12	75.83
2007	12	29	-0.45	-0.10	0.00	0.00	33.81	34.43	NaN	2.10	67.71	77.31
2007	12	30	-4.26	-1.46	0.10	1.56	78.26	86.19	NaN	2.27	31.07	44.35
2007	12	31	-6.85	-4.42	7.90	2.78	96.87	93.23	NaN	2.96	19.09	56.20
2008	1	1	-11.29	-8.10	0.30	0.52	93.59	87.38	NaN	1.94	38.01	74.81
2008	1	2	-12.44	-8.22	0.30	0.00	91.08	65.60	NaN	2.38	70.99	79.07
2008	1	3	-3.86	0.89	0.10	0.00	55.85	53.21	NaN	4.98	54.85	53.80
2008	1	4	2.60	4.34	0.00	0.00	47.53	54.33	NaN	5.26	59.06	74.91
2008	1	5	2.85	3.00	0.00	1.55	53.20	81.26	NaN	3.51	39.48	59.17
2008	1	6	-0.31	0.83	6.60	9.06	87.58	94.45	NaN	2.93	16.99	49.26
2008	1	7	-0.21	2.19	8.40	11.27	89.05	90.42	NaN	4.63	15.83	46.39
2008	1	8	-2.68	0.08	0.20	0.00	55.54	58.79	NaN	3.22	73.75	80.56
2008	1	9	-0.07	2.32	0.00	0.50	51.32	62.20	NaN	2.54	46.34	55.74
2008	1	10	0.05	2.64	0.20	0.00	78.02	73.02	NaN	2.51	69.38	76.39
2008	1	11	1.39	4.59	0.30	0.00	51.49	60.34	NaN	4.63	73.34	81.67
2008	1	12	1.36	2.72	3.80	7.46	73.43	85.30	NaN	3.67	32.09	55.37
2008	1	13	-2.88	-1.54	0.00	0.16	95.74	90.76	NaN	1.66	55.55	69.72
2008	1	14	-0.49	3.03	0.20	0.00	67.72	56.80	NaN	3.06	70.66	85.37
2008	1	15	0.35	3.82	0.20	0.00	58.72	59.59	NaN	4.45	74.32	85.00
2008	1	16	1.72	3.54	0.00	1.05	57.95	72.01	NaN	3.41	37.31	41.67
2008	1	17	-2.42	0.42	7.30	9.60	96.80	85.26	NaN	2.03	31.30	52.96
2008	1	18	-0.06	2.46	1.50	9.55	88.18	85.04	NaN	4.52	34.67	76.67
2008	1	19	2.73	3.96	2.80	1.52	88.75	79.80	NaN	5.16	32.53	86.57
2008	1	20	2.82	3.73	0.00	0.00	69.63	58.48	NaN	3.30	60.03	90.56
2008	1	21	4.72	4.24	0.20	0.00	37.32	54.48	NaN	4.07	86.12	93.61
2008	1	22	-2.07	-0.01	15.10	14.66	88.02	87.95	NaN	4.94	13.20	41.94
2008	1	23	-6.66	-3.64	1.40	0.58	80.96	66.29	NaN	2.68	93.79	98.15
2008	1	24	3.15	3.48	0.20	0.00	54.67	51.41	NaN	2.86	84.10	94.35
2008	1	25	-1.56	0.16	0.70	0.62	73.15	72.08	NaN	3.09	71.80	76.48
2008	1	26	2.02	2.52	0.00	0.00	25.76	37.38	NaN	4.91	96.08	103.89
2008	1	27	0.32	1.98	12.90	5.02	58.98	57.55	NaN	5.79	6.31	25.37
2008	1	28	1.55	1.82	0.10	3.73	51.99	89.77	NaN	3.00	90.43	62.13
2008	1	29	4.09	3.28	0.10	0.00	52.61	55.91	NaN	2.64	102.02	108.24
2008	1	30	0.80	2.54	0.90	1.50	63.27	69.91	NaN	3.05	69.06	51.76
2008	1	31	-4.31	-1.15	1.40	0.09	91.93	69.80	NaN	3.04	75.07	111.76
2008	2	1	2.01	4.28	0.00	0.02	43.90	53.05	NaN	4.42	66.91	92.41
2008	2	2	-4.75	-1.46	6.30	8.84	87.63	88.18	NaN	2.04	40.74	55.28
2008	2	3	-3.76	0.05	0.30	0.00	66.02	56.58	NaN	1.70	113.47	118.61
2008	2	4	1.99	2.26	0.30	5.63	56.51	72.14	NaN	1.95	93.54	81.02
2008	2	5	-1.49	0.83	3.90	1.03	78.75	70.08	NaN	2.63	81.24	119.54
2008	2	6	1.62	3.01	4.80	9.40	70.86	81.44	NaN	4.07	32.57	75.00
2008	2	7	-5.34	-2.41	12.00	4.80	99.64	92.89	NaN	3.06	36.27	111.85
2008	2	8	-6.54	-2.51	0.20	0.00	71.91	60.99	NaN	1.85	122.79	126.57
2008	2	9	-3.09	-1.07	0.10	0.00	49.72	65.90	NaN	1.58	122.17	125.93
2008	2	10	-3.87	-1.35	0.10	0.00	64.81	57.93	NaN	1.61	123.11	128.43
2008	2	11	-3.50	-0.89	0.00	0.00	48.03	51.12	NaN	1.97	131.61	135.37
2008	2	12	-2.81	0.30	0.20	0.00	38.94	48.79	NaN	1.32	134.55	137.22
2008	2	13	-2.98	0.98	0.30	0.00	39.63	41.59	NaN	1.12	137.98	141.39
2008	2	14	-2.25	0.81	0.30	0.00	39.09	51.85	NaN	1.68	134.64	138.98
2008	2	15	-6.75	-2.85	0.00	2.33	81.13	80.77	NaN	1.59	61.51	117.13
2008	2	16	-11.95	-7.97	0.10	0.11	85.89	77.63	NaN	0.97	146.42	147.96
2008	2	17	-5.46	-3.23	0.20	0.00	25.20	49.06	NaN	2.10	147.09	149.44
2008	2	18	-2.43	-0.48	25.40	0.00	40.26	52.29	NaN	3.77	144.82	148.61
2008	2	19	-1.83	1.28	70.70	0.00	59.64	49.64	NaN	1.43	147.68	148.89
2008	2	20	1.34	2.38	158.30	0.00	47.91	46.89	NaN	2.47	152.57	146.30
2008	2	21	0.01	2.69	167.50	0.99	87.38	91.19	NaN	3.86	42.71	132.13
2008	2	22	1.99	4.59	1.00	0.09	85.45	82.51	NaN	3.98	82.57	144.81
2008	2	23	3.76	4.34	0.00	0.02	73.06	77.33	NaN	3.54	144.81	93.98
2008	2	24	7.61	10.06	0.10	0.00	43.84	38.64	NaN	3.52	155.83	158.06
2008	2	25	4.34	6.63	0.00	0.00	64.26	61.64	NaN	2.88	157.83	155.00
2008	2	26	3.89	6.42	0.00	0.20	73.49	48.06	NaN	2.56	160.33	165.83
2008	2	27	0.62	3.46	0.80	7.82	96.88	91.04	NaN	3.49	36.74	54.44
2008	2	28	0.96	3.31	0.20	0.46	82.38	63.71	NaN	2.20	164.05	169.35
2008	2	29	2.38	5.24	2.60	7.15	92.55	86.20	NaN	4.83	31.08	78.33
2008	3	1	1.59	4.19	5.50	9.25	82.95	80.33	NaN	7.80	22.50	126.02
2008	3	2	2.62	3.12	1.80	6.39	80.90	87.83	NaN	6.39	54.17	63.61
2008	3	3	2.36	3.85	2.90	3.54	85.40	87.56	NaN	3.50	118.58	125.56
2008	3	4	-6.17	-1.39	6.30	10.52	99.11	88.69	NaN	1.33	36.94	121.20
2008	3	5	-9.85	-4.22	12.70	9.93	95.50	91.14	NaN	2.29	59.76	144.54
2008	3	6	-12.00	-6.16	0.30	0.00	92.61	66.36	NaN	1.74	198.31	199.63
2008	3	7	-2.59	0.76	0.50	0.00	92.97	78.99	NaN	1.78	130.35	185.74
2008	3	8	-4.36	-0.43	0.10	1.27	95.59	90.26	NaN	2.29	57.13	120.37
2008	3	9	-1.49	2.94	0.40	0.00	82.18	71.79	NaN	1.57	200.87	197.31
2008	3	10	1.90	4.49	0.20	0.00	59.22	56.42	NaN	3.55	193.65	197.87
2008	3	11	-0.86	2.56	7.00	4.80	86.49	74.17	NaN	3.31	126.75	192.87
2008	3	12	1.34	4.68	13.60	12.19	91.08	84.40	NaN	5.79	54.94	148.70
2008	3	13	-3.72	0.12	2.50	5.60	86.70	85.36	NaN	4.82	65.54	157.69
2008	3	14	-0.58	3.26	22.90	27.40	99.93	90.51	NaN	4.30	40.61	82.13
2008	3	15	4.43	7.14	2.00	3.28	69.23	70.20	NaN	2.83	208.61	181.57
2008	3	16	1.66	5.19	9.50	7.12	83.72	77.94	NaN	3.48	42.81	107.96
2008	3	17	-1.86	1.42	14.00	8.26	99.92	93.94	NaN	3.56	70.56	95.74
2008	3	18	-7.05	-2.74	1.20	3.42	96.75	80.78	NaN	3.27	105.45	199.54
2008	3	19	-7.40	-3.14	0.80	5.27	81.72	83.26	NaN	3.00	151.13	176.02
2008	3	20	-8.26	-3.48	4.30	4.34	97.33	86.56	NaN	3.63	106.45	200.83
2008	3	21	-4.63	0.22	9.00	4.14	91.87	73.83	NaN	4.46	65.51	125.74
2008	3	22	-6.10	-1.91	1.70	0.00	85.89	67.41	NaN	3.19	184.35	238.80
2008	3	23	-7.20	-2.06	7.70	4.97	96.62	78.15	NaN	2.39	115.43	216.11
2008	3	24	-8.89	-4.23	5.30	18.86	96.45	91.82	NaN	2.01	136.95	122.59
2008	3	25	-10.09	-5.31	9.80	8.58	95.57	84.54	NaN	4.59	85.64	189.72
2008	3	26	-6.76	-3.30	7.90	1.46	98.03	82.67	NaN	3.55	134.06	245.65
2008	3	27	-2.44	0.65	3.20	0.03	83.60	72.99	NaN	1.75	154.73	239.72
2008	3	28	-1.74	1.35	6.30	2.22	96.26	89.72	NaN	1.97	199.63	174.63
2008	3	29	-0.51	2.10	3.40	3.16	80.47	80.49	NaN	2.88	174.60	243.24
2008	3	30	6.04	7.83	0.00	0.00	33.51	53.34	NaN	4.00	264.67	257.96
2008	3	31	4.19	6.83	1.60	11.07	70.03	76.63	NaN	1.56	232.49	221.30
2008	4	1	1.08	5.95	7.60	5.69	99.76	94.36	NaN	2.43	26.81	112.96
2008	4	2	-1.22	2.86	30.40	26.53	97.98	95.05	NaN	3.37	50.41	141.30
2008	4	3	-3.38	0.68	19.10	8.70	100.00	94.55	NaN	2.48	94.00	191.11
2008	4	4	-3.26	1.44	1.00	12.08	99.31	95.83	NaN	1.86	126.99	169.35
2008	4	5	-2.39	2.02	0.30	0.00	91.08	75.56	NaN	2.69	189.47	271.30
2008	4	6	-2.57	1.42	4.40	7.28	91.18	84.69	NaN	1.74	135.19	199.63
2008	4	7	-6.45	-1.74	11.10	10.29	98.49	77.69	NaN	3.75	130.86	251.02
2008	4	8	-1.57	0.67	0.00	0.00	74.77	73.01	NaN	1.64	243.37	281.02
2008	4	9	5.01	8.31	0.00	0.00	67.38	63.75	NaN	3.17	221.08	270.93
2008	4	10	7.36	8.87	0.10	1.07	60.96	73.67	NaN	2.31	268.59	219.91
2008	4	11	8.10	11.30	1.90	1.60	57.43	61.27	NaN	4.44	164.89	272.22
2008	4	12	-1.98	3.39	6.90	2.78	99.76	82.08	NaN	2.67	99.55	191.57
2008	4	13	-0.01	4.85	0.00	0.34	84.32	65.95	NaN	1.73	163.02	258.52
2008	4	14	2.16	6.31	10.90	5.30	67.47	63.44	NaN	2.19	246.97	281.57
2008	4	15	-2.20	1.81	14.20	18.41	99.97	96.91	NaN	2.72	98.80	102.04
2008	4	16	-3.16	1.11	4.30	4.91	99.26	90.74	NaN	1.35	173.11	238.33
2008	4	17	-0.60	3.38	1.60	0.02	92.18	78.57	NaN	1.22	264.76	289.54
2008	4	18	5.65	8.60	0.00	0.00	61.93	57.79	NaN	2.74	197.91	242.50
2008	4	19	3.71	7.06	2.00	3.43	77.79	77.42	NaN	3.24	103.48	229.81
2008	4	20	4.90	9.41	0.00	0.00	73.82	53.44	NaN	1.49	257.63	307.04
2008	4	21	5.89	9.32	6.00	9.17	71.90	67.60	NaN	2.45	129.13	100.74
2008	4	22	0.49	6.80	30.10	20.91	100.00	87.61	NaN	2.96	64.37	181.57
2008	4	23	-0.01	4.55	6.50	2.25	100.00	93.78	NaN	1.95	47.28	113.06
2008	4	24	2.13	7.02	1.50	4.34	88.29	81.35	NaN	1.78	195.97	253.70
2008	4	25	0.47	5.73	19.40	9.19	98.72	85.16	NaN	3.75	66.34	219.54
2008	4	26	1.00	5.65	0.60	0.68	93.86	78.42	NaN	1.76	165.67	316.67
2008	4	27	3.94	10.34	0.00	0.00	55.83	47.27	NaN	2.20	341.23	325.37
2008	4	28	7.94	12.71	0.00	0.38	66.17	56.83	NaN	2.54	239.54	293.98
2008	4	29	1.39	7.41	7.90	11.25	98.62	89.65	NaN	1.93	96.67	112.78
2008	4	30	5.02	10.17	0.00	0.23	69.28	62.85	NaN	2.06	301.36	316.94
2008	5	1	1.25	6.63	3.20	3.08	95.21	79.33	NaN	2.02	147.70	261.85
2008	5	2	4.19	8.14	0.30	4.36	73.60	76.84	NaN	1.76	234.72	260.00
2008	5	3	4.40	8.15	1.00	0.01	83.72	79.18	NaN	1.93	256.04	302.31
2008	5	4	4.12	8.11	0.00	0.46	80.23	78.60	NaN	1.61	291.54	330.00
2008	5	5	2.25	7.04	0.00	2.60	85.32	82.28	NaN	1.51	244.64	308.33
2008	5	6	4.40	8.86	0.50	5.49	85.83	87.52	NaN	1.61	270.25	282.13
2008	5	7	5.08	8.92	0.00	0.00	78.73	69.72	NaN	2.03	354.36	298.61
2008	5	8	5.60	9.83	0.00	0.00	66.82	62.59	NaN	1.77	343.30	344.35
2008	5	9	7.13	11.47	0.00	0.25	68.48	64.34	NaN	2.18	354.58	344.91
2008	5	10	7.37	11.82	0.00	2.58	74.41	64.65	NaN	2.57	357.45	333.52
2008	5	11	7.97	12.40	0.00	0.00	59.21	53.19	NaN	2.72	320.44	347.59
2008	5	12	7.34	12.30	0.00	1.14	61.42	51.56	NaN	2.47	366.29	348.52
2008	5	13	8.42	13.29	0.00	0.00	55.00	54.16	NaN	2.18	359.82	350.65
2008	5	14	8.41	13.50	0.00	3.29	63.63	62.58	NaN	2.10	260.20	301.02
2008	5	15	10.27	13.38	0.00	12.23	60.28	70.65	NaN	2.57	280.55	288.06
2008	5	16	8.18	13.18	0.00	5.22	84.72	71.39	NaN	2.36	213.22	289.72
2008	5	17	10.14	13.76	0.00	15.01	74.46	78.86	NaN	1.84	198.81	256.20
2008	5	18	5.48	9.11	3.70	36.67	100.00	97.37	NaN	1.18	96.83	56.20
2008	5	19	6.12	8.86	2.60	13.44	99.99	96.85	NaN	1.83	95.34	63.15
2008	5	20	10.20	7.75	3.00	8.59	100.00	95.39	NaN	2.30	64.96	70.28
2008	5	21	6.70	7.21	0.40	9.57	100.00	93.93	NaN	1.22	97.92	139.44
2008	5	22	10.57	9.45	0.60	19.26	100.00	93.74	NaN	1.65	86.46	185.46
2008	5	23	9.75	10.36	4.00	17.01	100.00	92.52	NaN	1.30	118.53	89.63
2008	5	24	13.14	13.85	0.00	2.67	86.77	72.36	NaN	1.74	250.86	350.19
2008	5	25	12.60	15.58	0.00	1.92	85.46	67.34	NaN	2.74	237.97	315.19
2008	5	26	16.13	20.03	0.00	0.00	55.57	44.72	NaN	3.21	230.30	325.28
2008	5	27	17.68	22.04	0.00	0.14	43.28	38.15	NaN	2.29	351.52	361.02
2008	5	28	17.33	21.58	0.00	0.00	43.33	40.61	NaN	1.99	142.40	261.67
2008	5	29	19.18	21.30	0.00	0.00	39.66	44.05	NaN	2.07	308.86	352.96
2008	5	30	15.91	18.27	0.00	0.00	49.71	56.03	NaN	2.16	268.05	326.94
2008	5	31	11.62	15.13	0.00	18.84	79.86	73.74	NaN	1.95	209.79	279.17
2008	6	1	13.05	16.25	10.40	0.10	90.89	73.27	NaN	1.76	293.22	338.89
2008	6	2	14.46	18.21	0.20	2.41	67.57	63.81	NaN	1.56	218.02	309.72
2008	6	3	10.97	14.42	0.00	25.05	91.53	86.34	NaN	1.66	124.13	215.19
2008	6	4	9.81	13.99	14.20	39.87	98.03	89.17	NaN	2.25	97.60	315.37
2008	6	5	10.30	13.37	25.40	35.86	100.00	95.86	NaN	1.71	54.25	63.24
2008	6	6	9.67	12.50	13.00	22.67	100.00	93.23	NaN	1.82	77.98	157.78
2008	6	7	8.45	10.43	8.80	3.07	98.38	92.79	NaN	2.30	163.49	52.69
2008	6	8	8.70	10.94	6.80	18.17	94.13	92.05	NaN	1.90	235.77	152.50
2008	6	9	9.96	12.88	0.00	18.37	93.97	87.65	NaN	1.46	252.44	167.78
2008	6	10	11.33	16.51	0.00	6.22	89.89	72.02	NaN	1.57	219.29	324.72
2008	6	11	10.03	13.42	28.20	20.21	91.71	89.27	NaN	2.60	143.78	188.24
2008	6	12	8.63	10.86	6.50	2.86	95.31	87.81	NaN	1.65	161.66	352.69
2008	6	13	4.45	8.40	18.30	3.60	95.99	85.77	NaN	3.36	83.45	211.02
2008	6	14	3.95	7.79	0.00	0.27	88.55	83.52	NaN	1.76	138.60	332.13
2008	6	15	5.94	9.15	1.60	14.73	83.95	87.57	NaN	1.44	194.84	227.22
2008	6	16	5.70	10.83	4.50	13.44	96.49	84.93	NaN	1.09	217.88	210.83
2008	6	17	8.12	12.27	8.60	19.69	98.11	88.91	NaN	1.23	169.39	196.30
2008	6	18	8.51	12.81	1.40	12.71	94.92	90.43	NaN	1.47	193.72	204.91
2008	6	19	11.89	15.94	0.00	8.45	83.92	74.90	NaN	2.23	243.92	335.28
2008	6	20	14.03	16.09	0.00	4.73	77.89	78.21	NaN	2.34	269.23	330.65
2008	6	21	15.96	17.22	0.00	1.78	81.30	77.97	NaN	1.67	305.12	356.67
2008	6	22	18.01	20.94	0.00	1.52	76.34	64.62	NaN	1.61	309.52	351.11
2008	6	23	16.11	19.85	16.30	9.01	81.27	74.83	NaN	2.53	287.49	319.17
2008	6	24	16.40	19.00	0.00	16.09	73.46	74.75	NaN	1.49	212.06	302.59
2008	6	25	17.86	21.88	13.90	13.98	67.44	68.87	NaN	2.30	325.52	353.98
2008	6	26	13.92	16.08	6.80	31.03	99.60	97.20	NaN	1.57	75.31	70.09
2008	6	27	12.62	14.97	1.30	27.84	94.74	93.68	NaN	1.77	101.09	155.09
2008	6	28	12.47	14.75	0.00	2.79	89.87	84.07	NaN	1.57	283.19	236.76
2008	6	29	15.72	17.55	0.00	3.58	79.19	77.06	NaN	1.23	374.97	338.06
2008	6	30	14.49	15.63	4.20	19.83	90.72	90.82	NaN	1.28	212.29	172.41
2008	7	1	14.87	18.01	0.00	8.74	84.63	78.20	NaN	1.83	330.50	347.31
2008	7	2	16.07	18.97	5.70	16.68	90.42	75.26	NaN	1.56	229.51	269.44
2008	7	3	15.57	18.38	4.60	16.15	73.01	73.67	NaN	2.26	325.94	300.74
2008	7	4	8.75	12.75	2.70	17.03	94.12	87.75	NaN	2.04	95.00	246.48
2008	7	5	10.62	13.50	0.00	0.00	81.73	67.82	NaN	1.56	283.06	370.00
2008	7	6	14.87	17.72	5.90	21.81	76.32	70.17	NaN	1.74	276.08	306.30
2008	7	7	8.80	13.06	13.30	6.00	96.96	93.20	NaN	1.91	51.72	46.76
2008	7	8	8.05	12.36	1.60	3.44	88.49	78.28	NaN	2.98	115.26	259.44
2008	7	9	8.67	12.84	0.00	0.66	83.45	80.77	NaN	2.59	163.95	227.59
2008	7	10	13.19	16.69	0.00	0.00	76.54	66.91	NaN	2.27	323.23	361.02
2008	7	11	15.01	20.20	9.60	1.76	73.15	61.93	NaN	1.86	287.84	353.89
2008	7	12	11.24	15.83	12.70	25.39	93.99	88.49	NaN	1.73	212.91	171.67
2008	7	13	9.40	12.50	12.40	10.09	94.81	94.70	NaN	1.77	85.60	98.15
2008	7	14	6.14	10.90	25.10	33.57	100.00	93.93	NaN	2.04	41.12	112.96
2008	7	15	8.15	12.63	0.00	1.67	89.95	81.62	NaN	2.68	180.90	310.65
2008	7	16	12.56	16.19	0.00	0.00	75.15	71.90	NaN	2.53	357.48	353.70
2008	7	17	9.59	12.86	11.40	11.57	94.35	88.91	NaN	1.89	65.16	94.17
2008	7	18	8.06	12.65	2.10	9.86	92.58	86.57	NaN	2.43	131.60	214.63
2008	7	19	12.27	16.06	3.50	1.13	78.91	70.95	NaN	2.44	326.39	351.48
2008	7	20	10.69	15.36	30.30	19.50	97.32	87.82	NaN	2.10	99.76	269.91
2008	7	21	5.52	10.06	13.00	1.07	95.02	81.95	NaN	2.82	103.64	262.50
2008	7	22	3.41	8.54	21.40	24.95	99.28	92.09	NaN	3.17	55.44	177.69
2008	7	23	5.05	10.14	20.10	23.36	99.81	97.08	NaN	2.21	58.10	128.15
2008	7	24	8.08	12.29	2.00	5.28	97.60	95.46	NaN	1.40	129.94	116.85
2008	7	25	11.73	15.78	0.40	13.46	90.69	88.97	NaN	1.47	207.57	273.98
2008	7	26	13.75	16.78	0.00	16.34	92.08	86.00	NaN	1.67	260.79	202.50
2008	7	27	14.24	17.63	0.00	13.97	91.86	76.25	NaN	1.85	279.36	250.93
2008	7	28	14.68	19.41	0.20	2.40	86.59	64.27	NaN	1.88	243.51	336.20
2008	7	29	15.07	18.18	5.20	12.20	89.10	77.59	NaN	1.87	239.89	190.00
2008	7	30	15.74	18.44	0.00	5.79	77.04	79.57	NaN	1.59	249.89	284.44
2008	7	31	15.35	18.27	0.00	7.11	82.24	80.09	NaN	2.29	232.64	295.19
2008	8	1	16.27	19.64	34.80	25.09	79.06	77.00	NaN	2.48	206.45	301.67
2008	8	2	12.52	16.11	10.90	13.81	96.31	91.37	NaN	1.33	173.88	158.06
2008	8	3	13.55	16.90	0.70	1.51	93.07	81.14	NaN	1.93	195.45	260.56
2008	8	4	14.70	18.52	0.40	1.39	82.45	71.23	NaN	3.18	149.63	278.33
2008	8	5	10.40	15.06	2.50	1.22	92.76	84.21	NaN	1.80	79.47	144.07
2008	8	6	14.18	17.08	0.00	0.00	80.68	77.85	NaN	1.48	315.90	302.50
2008	8	7	17.13	20.88	7.20	13.90	78.42	64.24	NaN	1.65	320.48	298.89
2008	8	8	10.28	14.46	36.30	12.95	94.40	86.38	NaN	2.78	101.05	192.22
2008	8	9	7.44	11.67	18.30	5.84	99.01	88.69	NaN	3.08	46.70	171.85
2008	8	10	12.02	15.40	0.00	0.00	71.35	63.97	NaN	1.76	310.29	298.89
2008	8	11	15.55	18.29	0.00	1.70	65.85	68.23	NaN	2.32	307.99	275.65
2008	8	12	16.85	20.92	0.00	0.16	69.11	61.36	NaN	3.11	270.53	301.94
2008	8	13	9.32	13.57	5.40	1.16	89.85	85.37	NaN	1.39	125.01	117.69
2008	8	14	11.87	14.90	1.00	1.33	86.32	87.13	NaN	1.40	296.45	165.00
2008	8	15	8.62	11.20	22.90	21.13	99.82	95.53	NaN	2.23	37.34	26.30
2008	8	16	4.52	8.63	25.00	36.88	97.21	88.38	NaN	2.28	98.47	126.30
2008	8	17	8.02	12.96	0.00	0.23	86.31	66.25	NaN	1.79	217.76	262.50
2008	8	18	11.75	15.89	0.00	0.00	75.81	67.13	NaN	2.16	300.54	295.46
2008	8	19	15.17	19.25	0.30	2.90	75.00	68.86	NaN	2.35	293.20	287.87
2008	8	20	9.09	14.10	3.20	7.46	98.54	91.22	NaN	1.39	45.99	144.54
2008	8	21	11.61	15.36	0.00	2.00	93.29	89.09	NaN	1.28	275.08	154.81
2008	8	22	13.79	17.32	0.00	18.49	93.34	87.59	NaN	1.64	271.61	211.94
2008	8	23	6.81	12.27	0.00	9.92	96.22	87.78	NaN	2.47	32.35	234.91
2008	8	24	6.47	10.54	0.00	0.43	89.21	78.88	NaN	2.35	241.51	212.50
2008	8	25	9.64	13.59	0.00	0.00	81.58	66.35	NaN	1.31	228.20	275.37
2008	8	26	11.18	14.54	0.00	0.47	88.70	77.71	NaN	1.54	154.15	238.24
2008	8	27	11.22	15.19	0.00	0.00	92.49	77.55	NaN	1.23	194.53	220.56
2008	8	28	12.02	15.45	0.00	2.04	92.32	82.10	NaN	1.72	177.59	209.35
2008	8	29	12.23	15.62	0.00	0.26	91.77	79.27	NaN	2.42	214.18	248.98
2008	8	30	11.45	14.77	0.00	0.03	91.20	83.39	NaN	1.41	262.92	265.00
2008	8	31	14.83	18.42	0.00	1.98	72.50	67.24	NaN	2.10	267.32	257.22
2008	9	1	12.11	15.95	0.00	16.93	87.34	87.11	NaN	2.02	103.81	172.50
2008	9	2	12.56	16.31	0.00	7.07	91.74	85.39	NaN	1.54	234.73	243.80
2008	9	3	15.40	18.63	0.00	0.02	72.79	62.55	NaN	2.86	234.78	253.43
2008	9	4	11.82	17.12	0.00	0.97	92.58	74.58	NaN	1.68	186.17	249.17
