Year	Month	Day	T_obs	T_mod	P_obs	P_mod	H_obs	H_mod	W_obs	W_mod	SW_obs	SW_mod
2001	1	1	-1.04	0.97	0.50	0.00	31.14	32.22	NaN	2.67	NaN	77.18
2001	1	2	1.81	4.20	0.00	0.41	52.33	79.75	NaN	2.41	NaN	69.72
2001	1	3	-0.69	1.47	5.10	2.39	81.11	83.82	NaN	3.00	NaN	55.23
2001	1	4	-0.51	3.07	0.70	4.32	58.91	67.58	NaN	3.73	NaN	73.89
2001	1	5	2.80	4.65	0.00	0.74	41.82	59.15	NaN	5.14	NaN	74.07
2001	1	6	2.87	5.77	0.40	1.88	70.23	83.48	NaN	2.37	NaN	74.07
2001	1	7	-2.51	0.30	0.60	6.46	96.45	98.35	NaN	1.00	NaN	70.00
2001	1	8	-4.06	-1.51	21.00	26.24	95.00	96.70	NaN	1.22	NaN	68.15
2001	1	9	-6.81	-4.23	5.60	1.70	86.90	75.24	NaN	3.06	NaN	67.78
2001	1	10	-1.45	1.75	0.10	1.23	56.20	60.85	NaN	3.45	NaN	71.53
2001	1	11	0.16	1.91	1.80	4.04	79.26	96.01	NaN	2.24	NaN	70.42
2001	1	12	-2.64	-2.53	0.20	0.27	96.23	95.59	NaN	1.33	NaN	67.08
2001	1	13	-10.04	-7.93	0.00	0.00	88.46	75.35	NaN	2.16	NaN	39.86
2001	1	14	-8.37	-9.18	0.00	0.00	40.17	70.72	NaN	1.85	NaN	46.99
2001	1	15	-6.80	-6.91	0.10	0.00	21.64	49.87	NaN	1.64	NaN	50.69
2001	1	16	-9.20	-5.59	0.00	0.00	62.64	52.54	NaN	1.44	NaN	55.51
2001	1	17	-7.08	-2.26	0.20	0.03	51.75	49.01	NaN	1.65	NaN	58.84
2001	1	18	-3.23	-0.65	0.00	0.00	55.89	70.06	NaN	1.50	NaN	67.64
2001	1	19	-4.55	-0.32	0.00	0.00	50.89	62.19	NaN	1.56	NaN	24.12
2001	1	20	-4.95	-1.46	0.00	0.37	58.93	70.13	NaN	0.63	NaN	75.09
2001	1	21	-5.56	-3.18	0.00	5.91	74.85	93.03	NaN	1.33	NaN	76.44
2001	1	22	-0.45	1.57	0.20	0.02	50.11	63.21	NaN	2.94	NaN	76.94
2001	1	23	1.03	2.92	0.00	0.21	57.01	70.44	NaN	2.87	NaN	76.30
2001	1	24	4.60	5.21	1.50	0.85	56.42	79.13	NaN	3.45	NaN	66.30
2001	1	25	2.57	3.55	3.30	1.89	71.52	88.64	NaN	2.55	NaN	61.34
2001	1	26	-3.02	0.70	2.50	0.47	88.59	74.09	NaN	2.62	NaN	60.83
2001	1	27	-3.01	0.82	3.80	0.30	62.37	58.38	NaN	4.51	NaN	67.78
2001	1	28	-4.85	-1.05	0.10	0.00	47.61	50.56	NaN	1.61	NaN	27.78
2001	1	29	-6.57	-2.42	0.00	0.16	71.30	71.96	NaN	0.58	NaN	59.72
2001	1	30	-8.30	-4.49	3.90	5.01	90.32	93.48	NaN	1.55	NaN	70.65
2001	1	31	-8.98	-6.39	7.50	7.46	88.14	90.14	NaN	1.95	NaN	73.66
2001	2	1	-10.77	-7.08	5.60	9.59	88.26	90.90	NaN	2.10	NaN	74.31
2001	2	2	-11.29	-7.35	6.60	4.49	84.77	88.89	NaN	3.57	NaN	68.89
2001	2	3	-5.61	-1.28	23.80	20.62	91.38	90.73	NaN	3.82	NaN	62.92
2001	2	4	-0.20	1.71	19.40	16.39	84.14	91.74	NaN	4.23	NaN	65.46
2001	2	5	0.63	2.70	0.00	0.00	72.29	73.99	NaN	3.34	NaN	58.98
2001	2	6	5.24	5.03	0.00	0.03	46.58	77.89	NaN	3.25	NaN	59.86
2001	2	7	8.31	8.14	0.00	0.00	31.62	63.22	NaN	5.97	NaN	26.85
2001	2	8	6.60	6.16	0.00	0.00	32.05	61.21	NaN	6.26	NaN	25.14
2001	2	9	-0.42	1.24	9.80	0.33	84.77	91.74	NaN	1.57	NaN	72.96
2001	2	10	-3.06	-0.49	0.60	1.02	91.79	92.36	NaN	1.50	NaN	57.55
2001	2	11	-0.42	2.50	0.10	0.00	51.87	43.42	NaN	2.67	NaN	53.24
2001	2	12	4.65	5.71	0.00	0.00	30.78	44.66	NaN	2.57	NaN	41.85
2001	2	13	2.20	3.71	5.50	1.62	71.67	81.92	NaN	1.93	NaN	89.17
2001	2	14	-2.08	0.01	0.00	0.00	66.91	68.71	NaN	1.77	NaN	88.98
2001	2	15	1.87	3.60	0.00	0.00	45.09	58.84	NaN	1.60	NaN	91.53
2001	2	16	3.53	5.19	0.00	0.00	46.30	48.30	NaN	1.98	NaN	90.60
2001	2	17	-2.70	1.03	1.30	2.14	93.08	89.03	NaN	2.01	NaN	90.00
2001	2	18	-4.08	-0.96	0.00	0.94	90.29	88.07	NaN	2.37	NaN	89.72
2001	2	19	-5.73	-1.66	0.30	0.25	84.05	85.83	NaN	3.31	NaN	91.44
2001	2	20	-6.57	-2.82	16.70	7.49	92.57	90.78	NaN	4.71	NaN	70.19
2001	2	21	-5.86	-1.83	8.60	14.18	85.70	85.73	NaN	5.49	NaN	82.64
2001	2	22	-5.07	-1.49	34.70	10.49	94.66	92.09	NaN	5.83	NaN	68.47
2001	2	23	-6.48	-2.94	27.80	20.66	93.07	93.29	NaN	4.03	NaN	84.81
2001	2	24	-10.67	-8.48	1.30	4.01	83.12	91.81	NaN	1.21	NaN	70.69
2001	2	25	-11.35	-12.04	0.30	0.36	80.42	92.65	NaN	1.29	NaN	91.94
2001	2	26	-11.60	-10.30	1.00	0.00	83.48	82.47	NaN	2.98	NaN	96.11
2001	2	27	-8.60	-5.79	0.00	0.00	52.07	59.51	NaN	2.84	NaN	86.30
2001	2	28	-3.77	-1.85	0.00	0.00	41.86	63.59	NaN	4.16	NaN	105.88
2001	3	1	-6.45	-3.66	0.80	0.30	69.01	68.39	NaN	3.04	NaN	96.11
2001	3	2	-4.88	-2.26	2.00	0.03	64.85	64.82	NaN	2.10	NaN	68.89
2001	3	3	2.65	3.96	1.00	0.87	69.17	90.12	NaN	2.70	NaN	94.12
2001	3	4	0.52	2.77	5.70	12.84	83.23	96.47	NaN	1.68	NaN	85.74
2001	3	5	-3.11	-1.03	4.70	6.28	92.40	97.87	NaN	1.84	NaN	87.78
2001	3	6	-1.79	-0.38	0.10	0.00	62.94	69.04	NaN	1.73	NaN	62.64
2001	3	7	5.91	6.13	0.00	0.00	37.85	60.20	NaN	3.07	NaN	77.41
2001	3	8	8.61	8.59	0.00	0.46	47.73	72.94	NaN	4.65	NaN	116.30
2001	3	9	1.02	3.48	7.30	11.83	92.84	89.31	NaN	2.60	NaN	115.74
2001	3	10	2.50	5.01	0.40	2.59	70.84	72.05	NaN	2.74	NaN	123.01
2001	3	11	3.75	6.37	0.60	2.43	73.53	82.23	NaN	4.05	NaN	79.68
2001	3	12	7.10	9.24	1.00	1.34	59.87	69.92	NaN	4.01	NaN	51.94
2001	3	13	-1.05	2.62	10.20	16.04	84.57	78.98	NaN	3.51	NaN	75.32
2001	3	14	-2.50	0.99	12.60	14.90	86.85	90.00	NaN	3.42	NaN	136.90
2001	3	15	0.44	4.20	11.10	9.33	89.63	87.26	NaN	4.30	NaN	123.84
2001	3	16	6.26	8.31	0.20	0.02	62.71	65.41	NaN	3.73	NaN	101.44
2001	3	17	4.84	8.20	9.50	4.33	61.29	65.87	NaN	3.86	NaN	139.31
2001	3	18	1.83	5.12	2.40	2.19	85.71	82.39	NaN	2.65	NaN	137.82
2001	3	19	-1.23	2.50	5.00	2.05	90.77	74.53	NaN	4.43	NaN	141.53
2001	3	20	-2.33	0.82	2.10	7.38	91.25	72.44	NaN	1.99	NaN	82.55
2001	3	21	3.39	7.49	4.00	16.71	79.50	88.04	NaN	3.89	NaN	144.07
2001	3	22	2.74	6.38	11.90	31.29	81.77	89.39	NaN	4.26	NaN	138.94
2001	3	23	4.31	8.58	20.90	8.96	78.69	79.21	NaN	3.18	NaN	105.14
2001	3	24	6.64	11.67	2.40	1.30	78.13	64.70	NaN	3.36	NaN	112.13
2001	3	25	3.37	7.13	15.70	9.00	81.27	80.10	NaN	3.03	NaN	125.05
2001	3	26	-0.77	1.74	2.50	1.17	92.94	91.33	NaN	2.75	NaN	116.30
2001	3	27	-1.15	1.61	0.30	0.00	81.42	84.59	NaN	1.46	NaN	159.12
2001	3	28	2.30	5.79	0.00	0.67	61.53	58.85	NaN	2.42	NaN	168.52
2001	3	29	4.67	7.84	0.00	3.18	52.02	56.95	NaN	2.80	NaN	172.82
2001	3	30	-1.04	2.27	8.30	17.31	93.43	96.83	NaN	1.62	NaN	177.78
2001	3	31	-0.43	3.16	3.10	1.00	91.26	86.87	NaN	1.46	NaN	107.36
2001	4	1	2.00	5.89	0.00	0.00	65.49	71.68	NaN	1.25	NaN	167.92
2001	4	2	6.02	10.10	0.00	0.00	45.37	45.64	NaN	1.18	NaN	170.00
2001	4	3	8.15	9.83	0.00	0.59	53.45	66.40	NaN	1.88	NaN	159.44
2001	4	4	6.89	9.83	3.00	3.86	58.04	64.14	NaN	2.88	NaN	103.75
2001	4	5	-3.45	1.99	7.20	10.83	83.53	81.93	NaN	2.73	NaN	113.84
2001	4	6	0.03	4.87	0.20	3.53	77.48	77.03	NaN	3.50	NaN	195.42
2001	4	7	1.31	5.81	19.00	20.67	84.79	85.23	NaN	2.46	NaN	165.19
2001	4	8	-2.18	1.68	24.30	31.36	94.84	97.21	NaN	2.52	NaN	160.79
2001	4	9	-1.96	2.43	5.70	5.83	90.71	90.48	NaN	2.86	NaN	71.34
2001	4	10	0.46	4.39	6.90	6.91	91.79	85.99	NaN	3.11	NaN	167.31
2001	4	11	-0.65	3.57	16.60	41.02	94.10	96.53	NaN	2.17	NaN	154.03
2001	4	12	-1.49	2.00	20.80	16.48	96.43	94.33	NaN	2.89	NaN	193.43
2001	4	13	-7.22	-2.85	12.70	5.35	90.46	82.10	NaN	3.32	NaN	104.35
2001	4	14	-8.73	-3.92	9.80	10.25	85.30	86.89	NaN	2.62	NaN	135.51
2001	4	15	-4.81	-0.49	34.10	9.87	88.51	85.22	NaN	4.81	NaN	187.08
2001	4	16	-1.36	0.95	16.20	10.13	85.45	92.76	NaN	2.77	NaN	210.00
2001	4	17	-3.59	0.17	7.50	7.13	91.09	92.42	NaN	2.41	NaN	161.57
2001	4	18	-0.56	2.36	13.30	1.66	69.22	73.75	NaN	2.28	NaN	190.79
2001	4	19	-3.02	1.16	5.00	12.23	90.63	86.17	NaN	1.85	NaN	220.32
2001	4	20	-4.08	-0.71	14.80	22.29	90.56	96.71	NaN	1.38	NaN	203.98
2001	4	21	-4.48	-1.48	3.90	5.23	89.18	96.09	NaN	1.53	NaN	71.06
2001	4	22	-4.95	-0.26	16.00	2.33	95.53	91.97	NaN	2.95	NaN	108.38
2001	4	23	-0.28	1.99	20.20	0.14	76.56	78.87	NaN	1.92	NaN	163.38
2001	4	24	3.96	5.70	4.70	0.08	55.48	70.80	NaN	2.58	NaN	205.65
2001	4	25	9.09	10.49	2.80	2.80	51.42	70.38	NaN	3.75	NaN	117.22
2001	4	26	0.62	5.08	4.40	3.77	81.30	75.42	NaN	2.87	NaN	108.29
2001	4	27	3.98	7.34	0.20	0.85	54.65	61.43	NaN	2.05	NaN	235.09
2001	4	28	4.96	7.94	0.00	0.88	73.89	76.07	NaN	2.10	NaN	226.99
2001	4	29	9.19	11.69	0.00	0.00	54.99	63.36	NaN	1.53	NaN	246.39
2001	4	30	11.11	13.56	0.00	0.00	33.87	47.59	NaN	1.99	NaN	106.99
2001	5	1	12.79	15.58	0.00	0.00	35.17	48.84	NaN	1.94	NaN	170.09
2001	5	2	12.77	16.22	0.00	0.00	37.70	46.32	NaN	2.20	NaN	253.89
2001	5	3	12.69	15.36	0.00	1.47	40.13	52.78	NaN	2.41	NaN	255.88
2001	5	4	8.07	11.01	1.40	17.78	82.16	84.50	NaN	1.87	NaN	170.56
2001	5	5	8.20	12.11	5.90	7.38	67.82	72.99	NaN	1.75	NaN	255.65
2001	5	6	4.24	8.04	3.80	11.90	96.87	98.03	NaN	1.40	NaN	218.52
2001	5	7	4.47	6.95	2.40	3.50	96.99	98.68	NaN	0.91	NaN	196.30
2001	5	8	4.57	8.93	5.10	10.64	97.01	92.08	NaN	1.45	NaN	122.18
2001	5	9	7.68	10.25	0.00	12.02	83.97	83.87	NaN	2.21	NaN	76.11
2001	5	10	8.14	11.56	0.00	4.44	77.46	69.75	NaN	2.26	NaN	174.91
2001	5	11	6.26	10.03	0.90	4.49	79.81	73.93	NaN	1.99	NaN	161.16
2001	5	12	6.95	8.55	0.00	0.01	70.83	79.10	NaN	1.88	NaN	63.38
2001	5	13	7.89	10.46	0.00	0.00	60.81	59.07	NaN	2.05	NaN	142.04
2001	5	14	10.44	13.34	0.80	11.61	63.90	73.32	NaN	2.25	NaN	270.46
2001	5	15	8.73	13.36	7.00	3.66	87.20	61.59	NaN	2.62	NaN	221.20
2001	5	16	10.58	14.44	0.00	0.03	62.32	59.30	NaN	2.93	NaN	169.86
2001	5	17	11.29	14.71	0.10	9.01	67.94	69.70	NaN	2.48	NaN	206.30
2001	5	18	3.55	8.26	17.00	18.28	94.75	87.43	NaN	2.70	NaN	242.69
2001	5	19	2.69	7.42	0.30	1.31	86.78	81.65	NaN	1.64	NaN	287.45
2001	5	20	7.33	11.12	0.00	0.00	78.93	69.62	NaN	1.84	NaN	196.20
2001	5	21	8.75	13.42	0.00	0.00	85.81	62.31	NaN	1.93	NaN	198.10
2001	5	22	8.56	12.01	0.00	0.01	86.94	71.03	NaN	2.08	NaN	225.42
2001	5	23	10.44	14.22	0.00	0.21	79.71	70.37	NaN	2.17	NaN	246.90
2001	5	24	11.21	15.20	0.00	9.89	82.33	74.38	NaN	1.93	NaN	319.68
2001	5	25	9.26	13.20	6.30	6.40	88.85	82.95	NaN	1.74	NaN	316.90
2001	5	26	10.32	13.02	0.00	0.00	77.93	71.00	NaN	1.57	NaN	290.19
2001	5	27	12.57	15.73	0.00	2.98	64.66	71.30	NaN	2.82	NaN	262.45
2001	5	28	14.30	16.33	0.00	6.24	68.92	80.12	NaN	3.56	NaN	288.15
2001	5	29	15.29	16.44	0.00	31.77	63.74	86.21	NaN	3.57	NaN	221.48
2001	5	30	13.83	14.66	0.00	2.43	77.92	82.77	NaN	1.78	NaN	258.38
2001	5	31	10.85	13.87	30.10	23.29	83.48	86.12	NaN	2.99	NaN	322.55
2001	6	1	2.41	7.30	14.20	3.71	93.24	83.27	NaN	3.69	NaN	323.75
2001	6	2	4.45	9.17	5.30	1.55	78.60	74.05	NaN	3.14	NaN	327.18
2001	6	3	-0.02	5.55	13.50	14.80	95.09	85.46	NaN	3.77	NaN	260.32
2001	6	4	-0.11	5.00	5.70	5.07	88.81	81.90	NaN	4.09	NaN	168.75
2001	6	5	6.39	9.78	0.00	0.10	69.42	73.32	NaN	2.29	NaN	276.71
2001	6	6	6.36	10.85	9.80	9.11	80.39	80.14	NaN	3.47	NaN	32.73
2001	6	7	7.54	11.91	1.30	0.72	85.14	79.17	NaN	2.19	NaN	39.44
2001	6	8	7.96	13.27	10.90	23.16	90.44	83.21	NaN	1.57	NaN	195.88
2001	6	9	6.78	11.57	19.70	31.50	96.20	95.05	NaN	1.66	NaN	203.06
2001	6	10	6.12	11.40	24.10	35.97	96.84	95.07	NaN	1.59	NaN	321.90
2001	6	11	1.35	7.72	19.70	16.48	94.66	84.31	NaN	3.38	NaN	287.31
2001	6	12	6.32	10.24	0.00	0.03	69.20	70.96	NaN	2.00	NaN	337.96
2001	6	13	9.29	12.91	0.20	4.53	69.92	73.54	NaN	1.66	NaN	342.69
2001	6	14	6.87	11.85	9.60	9.26	93.17	87.40	NaN	2.20	NaN	256.57
2001	6	15	11.76	15.61	0.00	0.00	64.97	64.18	NaN	2.42	NaN	297.64
2001	6	16	9.38	14.08	10.70	38.94	86.33	79.15	NaN	2.81	NaN	342.41
2001	6	17	6.47	10.52	17.60	10.88	90.36	88.21	NaN	2.78	NaN	320.00
2001	6	18	4.47	8.17	27.30	14.78	96.90	94.77	NaN	4.04	NaN	164.21
2001	6	19	3.59	7.69	45.70	32.20	96.92	98.39	NaN	3.09	NaN	223.94
2001	6	20	5.23	9.51	0.70	2.19	86.24	85.25	NaN	1.74	NaN	355.97
2001	6	21	10.25	13.57	0.10	2.53	66.51	70.87	NaN	2.70	NaN	318.15
2001	6	22	9.10	11.42	0.00	8.94	85.46	88.27	NaN	3.08	NaN	321.99
2001	6	23	7.95	10.33	0.00	0.98	70.13	77.23	NaN	3.06	NaN	356.85
2001	6	24	11.74	13.09	0.00	0.00	64.11	65.48	NaN	2.06	NaN	322.82
2001	6	25	12.45	14.74	0.00	0.01	67.79	70.52	NaN	1.67	NaN	278.19
2001	6	26	13.51	16.39	0.00	0.00	64.51	67.18	NaN	1.42	NaN	360.37
2001	6	27	17.58	19.27	0.00	1.03	49.75	60.29	NaN	1.95	NaN	341.02
2001	6	28	12.43	15.19	5.60	38.24	91.60	90.88	NaN	2.13	NaN	332.36
2001	6	29	11.17	14.29	52.70	0.00	90.56	73.68	NaN	1.81	NaN	289.68
2001	6	30	13.12	16.72	1.10	1.36	75.03	67.72	NaN	1.76	NaN	267.50
2001	7	1	9.28	13.44	15.70	31.64	90.18	90.61	NaN	3.30	NaN	206.53
2001	7	2	9.98	12.90	0.00	0.23	84.63	81.42	NaN	2.40	NaN	262.73
2001	7	3	9.55	12.29	0.00	0.00	81.39	74.70	NaN	2.25	NaN	276.48
2001	7	4	10.76	13.65	0.00	0.18	74.91	71.67	NaN	1.72	NaN	233.80
2001	7	5	14.54	16.94	0.00	0.00	70.80	70.38	NaN	1.71	NaN	276.02
2001	7	6	19.66	22.70	0.00	0.00	50.37	51.39	NaN	2.72	NaN	374.58
2001	7	7	16.81	18.46	1.70	47.13	62.15	72.16	NaN	3.00	NaN	166.53
2001	7	8	11.07	14.64	6.20	5.23	79.89	77.98	NaN	2.61	NaN	286.44
2001	7	9	10.68	13.78	2.60	6.77	82.39	86.95	NaN	1.79	NaN	284.54
2001	7	10	12.87	16.48	4.70	3.46	79.33	73.74	NaN	1.80	NaN	98.38
2001	7	11	10.62	14.28	6.80	2.24	89.19	86.66	NaN	2.23	NaN	92.64
2001	7	12	9.44	13.60	2.30	1.30	89.10	83.03	NaN	1.44	NaN	213.70
2001	7	13	11.01	14.47	1.10	10.06	90.43	86.34	NaN	1.56	NaN	376.30
2001	7	14	16.07	19.07	0.00	0.38	63.94	65.18	NaN	2.55	NaN	310.65
2001	7	15	16.02	18.30	3.50	3.20	71.57	74.19	NaN	2.15	NaN	276.99
2001	7	16	7.84	10.26	5.00	4.30	97.00	96.67	NaN	1.05	NaN	375.05
2001	7	17	6.24	10.11	2.70	23.00	95.66	91.83	NaN	1.81	NaN	243.89
2001	7	18	8.36	12.63	1.70	7.96	82.25	78.09	NaN	2.17	NaN	180.00
2001	7	19	8.86	13.82	1.10	13.31	88.56	80.36	NaN	1.77	NaN	39.72
2001	7	20	6.50	10.87	56.70	27.68	97.03	95.48	NaN	3.56	NaN	37.87
2001	7	21	6.85	11.07	9.90	1.28	94.63	85.89	NaN	3.16	NaN	207.73
2001	7	22	10.68	13.53	0.00	0.00	74.93	67.31	NaN	1.52	NaN	375.32
2001	7	23	11.92	15.70	0.00	0.00	77.65	67.48	NaN	1.48	NaN	187.59
2001	7	24	11.54	16.43	0.00	7.75	89.70	78.55	NaN	2.54	NaN	339.40
2001	7	25	13.16	15.96	0.00	23.04	83.43	90.66	NaN	2.25	NaN	381.57
2001	7	26	13.41	17.02	0.00	0.01	78.91	74.12	NaN	1.90	NaN	372.36
2001	7	27	13.87	17.67	0.00	0.00	74.54	69.00	NaN	2.01	NaN	375.37
2001	7	28	14.97	18.30	0.00	0.00	68.02	66.27	NaN	1.63	NaN	320.93
2001	7	29	15.00	18.60	0.60	1.29	73.08	72.19	NaN	1.60	NaN	210.09
2001	7	30	14.29	17.09	0.00	5.40	76.25	82.78	NaN	2.22	NaN	358.56
2001	7	31	16.59	19.41	0.00	0.00	64.89	68.78	NaN	1.75	NaN	366.85
2001	8	1	16.96	18.47	0.00	1.02	76.61	76.61	NaN	2.07	NaN	269.81
2001	8	2	18.95	21.95	0.00	1.09	69.53	66.93	NaN	1.73	NaN	343.98
2001	8	3	17.80	21.00	4.40	2.92	73.29	74.11	NaN	1.94	NaN	371.85
2001	8	4	11.94	14.58	13.00	15.30	93.87	96.14	NaN	1.38	NaN	346.85
2001	8	5	8.64	13.10	17.10	7.61	90.45	88.52	NaN	1.61	NaN	368.01
2001	8	6	11.22	14.55	0.00	1.00	76.25	75.30	NaN	1.71	NaN	359.31
2001	8	7	12.50	15.75	0.20	3.21	82.93	77.07	NaN	2.19	NaN	242.13
2001	8	8	12.96	17.29	9.80	35.63	82.18	75.07	NaN	2.17	NaN	236.71
2001	8	9	12.25	16.10	14.80	41.07	94.55	85.68	NaN	1.58	NaN	321.57
2001	8	10	8.31	11.80	45.80	34.97	95.52	93.10	NaN	1.28	NaN	354.35
2001	8	11	6.24	9.98	0.70	7.11	90.59	87.92	NaN	1.82	NaN	96.16
2001	8	12	9.33	11.99	0.00	0.00	75.51	69.29	NaN	1.54	NaN	239.86
2001	8	13	13.74	15.83	0.00	0.00	57.18	62.01	NaN	2.19	NaN	197.59
2001	8	14	16.20	19.40	0.00	0.00	66.92	63.90	NaN	1.97	NaN	348.10
2001	8	15	18.43	22.34	0.00	0.00	68.30	61.94	NaN	2.16	NaN	352.31
2001	8	16	18.90	21.49	0.90	2.78	65.16	64.36	NaN	2.23	NaN	53.89
2001	8	17	13.70	17.55	14.10	13.19	96.57	86.59	NaN	1.59	NaN	98.75
2001	8	18	16.02	19.94	0.00	1.51	74.73	64.76	NaN	1.93	NaN	218.66
2001	8	19	14.90	18.19	0.00	4.81	74.16	72.11	NaN	1.93	NaN	261.06
2001	8	20	11.46	16.10	8.30	6.28	93.45	81.60	NaN	2.29	NaN	81.57
2001	8	21	10.26	14.99	6.00	2.95	95.59	87.48	NaN	2.23	NaN	223.94
2001	8	22	12.06	15.48	0.00	6.38	92.77	92.12	NaN	2.10	NaN	351.94
2001	8	23	13.00	15.40	0.00	22.61	89.13	92.88	NaN	1.60	NaN	348.24
2001	8	24	14.08	16.77	0.00	0.55	84.29	79.04	NaN	1.42	NaN	287.22
2001	8	25	15.13	17.78	0.00	0.00	77.10	72.17	NaN	1.60	NaN	190.32
2001	8	26	16.06	18.51	0.00	0.00	72.43	68.59	NaN	1.63	NaN	314.35
2001	8	27	16.93	18.95	4.10	12.51	63.34	71.82	NaN	2.88	NaN	341.06
2001	8	28	11.14	12.56	2.50	0.79	96.86	88.85	NaN	1.30	NaN	339.68
2001	8	29	11.83	11.64	0.00	0.00	69.28	71.49	NaN	1.98	NaN	322.92
2001	8	30	13.08	14.94	0.80	24.68	77.63	77.29	NaN	1.76	NaN	284.95
2001	8	31	8.59	12.31	37.50	26.97	95.06	94.06	NaN	1.86	NaN	331.94
2001	9	1	5.42	10.52	15.50	10.92	96.26	93.31	NaN	2.39	NaN	266.71
2001	9	2	5.88	10.51	14.60	2.24	96.16	88.80	NaN	2.44	NaN	318.15
2001	9	3	9.48	13.89	0.00	0.00	78.89	67.11	NaN	1.74	NaN	312.55
2001	9	4	7.49	11.17	14.10	31.46	87.58	84.93	NaN	2.31	NaN	37.50
2001	9	5	3.42	7.95	26.30	19.75	96.91	96.20	NaN	3.95	NaN	144.54
2001	9	6	3.63	8.38	18.30	2.44	95.63	88.40	NaN	3.06	NaN	312.82
2001	9	7	4.89	9.31	10.50	4.18	96.92	87.70	NaN	3.78	NaN	277.96
2001	9	8	6.04	9.84	27.10	14.58	96.31	84.83	NaN	5.57	NaN	262.82
2001	9	9	1.23	5.99	15.50	3.76	86.94	77.82	NaN	4.74	NaN	203.70
2001	9	10	0.46	5.73	5.90	4.30	88.08	81.50	NaN	5.12	NaN	55.09
2001	9	11	1.19	6.20	1.00	1.54	90.82	80.18	NaN	4.01	NaN	261.34
2001	9	12	2.22	7.12	14.40	12.98	90.46	85.82	NaN	4.87	NaN	303.52
2001	9	13	6.91	10.62	0.60	0.00	79.64	67.66	NaN	2.07	NaN	299.17
2001	9	14	3.88	7.80	9.40	15.97	91.43	80.28	NaN	2.74	NaN	303.38
2001	9	15	2.83	7.32	2.90	3.21	92.60	85.30	NaN	2.88	NaN	298.01
2001	9	16	1.47	6.08	9.50	11.13	96.74	88.71	NaN	3.28	NaN	282.73
2001	9	17	0.28	4.71	4.80	3.94	96.00	92.65	NaN	2.73	NaN	180.32
2001	9	18	0.87	5.20	4.00	2.43	92.23	84.80	NaN	2.37	NaN	264.03
2001	9	19	4.53	9.71	0.10	0.48	61.94	50.01	NaN	3.10	NaN	269.86
2001	9	20	7.16	11.25	0.00	0.20	62.57	62.36	NaN	1.87	NaN	217.87
2001	9	21	5.42	9.83	1.30	3.39	86.50	79.64	NaN	2.43	NaN	218.66
2001	9	22	4.79	9.94	3.30	7.64	93.88	80.39	NaN	1.63	NaN	185.42
2001	9	23	5.84	10.23	10.00	12.81	93.78	93.20	NaN	1.38	NaN	136.25
2001	9	24	7.91	11.36	4.30	5.53	92.56	92.23	NaN	1.80	NaN	279.91
2001	9	25	3.93	8.68	13.10	11.41	96.90	94.66	NaN	1.67	NaN	280.46
2001	9	26	1.86	7.39	9.60	4.89	96.69	87.90	NaN	2.99	NaN	278.98
2001	9	27	5.57	9.85	0.10	0.00	77.55	67.87	NaN	2.25	NaN	270.09
2001	9	28	8.76	11.90	0.10	0.00	69.71	64.08	NaN	2.22	NaN	172.31
2001	9	29	10.66	15.01	0.10	0.00	51.62	48.35	NaN	2.28	NaN	275.14
2001	9	30	8.22	12.42	8.70	0.80	92.83	76.73	NaN	2.52	NaN	155.05
2001	10	1	10.69	15.18	0.20	0.00	59.02	56.24	NaN	2.89	NaN	44.49
2001	10	2	15.40	18.78	0.00	0.00	52.70	52.99	NaN	2.22	NaN	175.51
2001	10	3	11.92	15.04	0.00	0.00	79.08	68.82	NaN	1.75	NaN	181.02
2001	10	4	6.64	9.89	6.60	3.84	95.31	82.59	NaN	2.17	NaN	258.52
2001	10	5	6.90	10.88	0.30	0.00	65.60	64.51	NaN	1.31	NaN	102.36
2001	10	6	10.26	13.59	0.00	0.70	63.42	69.55	NaN	2.39	NaN	78.84
2001	10	7	12.11	15.77	0.00	0.65	66.88	72.61	NaN	2.05	NaN	114.31
2001	10	8	11.58	13.49	0.10	0.00	76.39	77.74	NaN	1.79	NaN	127.55
2001	10	9	8.13	11.57	0.10	0.00	86.54	86.12	NaN	1.31	NaN	120.32
2001	10	10	8.18	11.29	0.00	2.13	83.91	85.81	NaN	1.44	NaN	226.39
2001	10	11	9.56	11.28	0.10	0.00	77.93	75.02	NaN	2.35	NaN	176.20
2001	10	12	11.70	13.00	0.00	0.00	47.17	43.10	NaN	1.67	NaN	156.06
2001	10	13	13.18	15.11	0.10	0.00	46.66	46.50	NaN	1.83	NaN	125.93
2001	10	14	12.13	15.51	0.00	0.00	54.26	47.50	NaN	1.27	NaN	174.58
2001	10	15	11.40	14.59	0.10	0.00	71.30	60.45	NaN	1.80	NaN	80.28
2001	10	16	10.36	12.68	0.00	0.00	85.82	76.72	NaN	2.24	NaN	133.38
2001	10	17	9.52	13.36	0.20	0.00	70.09	61.11	NaN	1.84	NaN	140.14
2001	10	18	10.39	14.46	0.00	0.00	55.76	51.88	NaN	2.17	NaN	96.30
2001	10	19	8.75	13.51	0.00	0.00	62.39	55.99	NaN	1.84	NaN	91.62
2001	10	20	11.11	16.23	0.00	0.00	51.54	49.56	NaN	2.90	NaN	207.96
2001	10	21	7.90	11.95	21.60	21.12	81.36	77.43	NaN	2.66	NaN	215.46
