Year	Month	Day	T_obs	T_mod	P_obs	P_mod	H_obs	H_mod	W_obs	W_mod	SW_obs	SW_mod
2001	3	19	NaN	6.77	NaN	0.95	NaN	66.43	NaN	3.28	NaN	136.71
2001	3	20	NaN	4.25	NaN	4.33	NaN	68.72	NaN	1.17	NaN	81.44
2001	3	21	NaN	7.82	NaN	22.56	NaN	89.79	NaN	1.30	NaN	102.04
2001	3	22	NaN	9.80	NaN	26.21	NaN	86.59	NaN	2.53	NaN	126.20
2001	3	23	NaN	11.69	NaN	7.55	NaN	77.21	NaN	1.22	NaN	114.68
2001	3	24	NaN	14.77	NaN	0.93	NaN	64.59	NaN	2.22	NaN	103.75
2001	3	25	NaN	11.10	NaN	8.77	NaN	72.50	NaN	2.31	NaN	128.10
2001	3	26	NaN	6.24	NaN	0.58	NaN	77.80	NaN	1.89	NaN	101.76
2001	3	27	NaN	5.30	NaN	0.00	NaN	74.14	NaN	1.20	NaN	149.26
2001	3	28	NaN	8.62	NaN	0.00	NaN	56.82	NaN	1.28	NaN	165.60
2001	3	29	NaN	11.62	NaN	1.66	NaN	52.55	NaN	1.61	NaN	165.28
2001	3	30	NaN	7.05	NaN	10.29	NaN	83.64	NaN	1.39	NaN	170.56
2001	3	31	NaN	8.34	NaN	0.33	NaN	71.52	NaN	1.36	NaN	86.48
2001	4	1	NaN	10.37	NaN	0.00	NaN	59.65	NaN	0.98	NaN	137.69
2001	4	2	NaN	13.63	NaN	0.00	NaN	43.46	NaN	1.36	NaN	157.22
2001	4	3	NaN	14.28	NaN	1.15	NaN	57.53	NaN	1.90	NaN	146.71
2001	4	4	NaN	14.03	NaN	2.04	NaN	59.96	NaN	2.10	NaN	70.83
2001	4	5	NaN	7.61	NaN	1.81	NaN	66.93	NaN	2.72	NaN	94.35
2001	4	6	NaN	9.45	NaN	0.60	NaN	63.62	NaN	2.76	NaN	187.18
2001	4	7	NaN	10.20	NaN	16.21	NaN	77.25	NaN	1.82	NaN	160.93
2001	4	8	NaN	7.11	NaN	19.59	NaN	82.88	NaN	3.59	NaN	166.53
2001	4	9	NaN	7.16	NaN	8.05	NaN	76.77	NaN	2.43	NaN	41.39
2001	4	10	NaN	9.23	NaN	4.08	NaN	72.41	NaN	1.82	NaN	160.83
2001	4	11	NaN	8.36	NaN	25.31	NaN	87.83	NaN	2.13	NaN	145.69
2001	4	12	NaN	6.53	NaN	9.77	NaN	83.02	NaN	2.84	NaN	185.88
2001	4	13	NaN	1.95	NaN	2.17	NaN	69.22	NaN	3.21	NaN	101.02
2001	4	14	NaN	1.24	NaN	0.16	NaN	67.95	NaN	2.70	NaN	172.04
2001	4	15	NaN	3.91	NaN	6.54	NaN	73.38	NaN	2.36	NaN	125.37
2001	4	16	NaN	5.74	NaN	5.30	NaN	81.46	NaN	2.04	NaN	203.01
2001	4	17	NaN	4.64	NaN	8.66	NaN	85.05	NaN	2.27	NaN	165.56
2001	4	18	NaN	7.12	NaN	0.05	NaN	62.40	NaN	1.88	NaN	157.73
2001	4	19	NaN	5.81	NaN	9.70	NaN	74.65	NaN	1.85	NaN	185.00
2001	4	20	NaN	3.31	NaN	21.36	NaN	89.81	NaN	1.43	NaN	195.74
2001	4	21	NaN	3.68	NaN	10.09	NaN	89.52	NaN	0.85	NaN	48.61
2001	4	22	NaN	5.08	NaN	2.61	NaN	79.93	NaN	2.01	NaN	92.50
2001	4	23	NaN	6.71	NaN	0.00	NaN	66.64	NaN	1.57	NaN	150.83
2001	4	24	NaN	10.35	NaN	0.00	NaN	60.24	NaN	1.81	NaN	195.09
2001	4	25	NaN	15.40	NaN	1.43	NaN	58.16	NaN	2.97	NaN	82.08
2001	4	26	NaN	10.46	NaN	0.10	NaN	59.53	NaN	3.19	NaN	153.66
2001	4	27	NaN	11.62	NaN	0.10	NaN	53.92	NaN	1.83	NaN	236.34
2001	4	28	NaN	12.66	NaN	0.50	NaN	63.26	NaN	1.77	NaN	204.54
2001	4	29	NaN	15.03	NaN	0.00	NaN	60.00	NaN	1.70	NaN	241.99
2001	4	30	NaN	17.40	NaN	0.00	NaN	43.98	NaN	1.53	NaN	129.17
2001	5	1	NaN	19.25	NaN	0.00	NaN	45.39	NaN	1.44	NaN	235.09
2001	5	2	NaN	19.54	NaN	0.00	NaN	44.75	NaN	1.65	NaN	248.66
2001	5	3	NaN	18.68	NaN	1.81	NaN	53.17	NaN	1.54	NaN	253.06
2001	5	4	NaN	15.39	NaN	10.56	NaN	78.49	NaN	1.72	NaN	215.32
2001	5	5	NaN	15.34	NaN	7.02	NaN	76.73	NaN	1.55	NaN	248.61
2001	5	6	NaN	11.87	NaN	16.17	NaN	91.93	NaN	1.27	NaN	206.94
2001	5	7	NaN	10.69	NaN	2.39	NaN	89.93	NaN	0.80	NaN	212.04
2001	5	8	NaN	13.04	NaN	3.09	NaN	82.17	NaN	1.20	NaN	130.19
2001	5	9	NaN	14.88	NaN	8.40	NaN	72.96	NaN	1.50	NaN	98.70
2001	5	10	NaN	15.36	NaN	0.00	NaN	62.10	NaN	2.24	NaN	188.38
2001	5	11	NaN	14.97	NaN	1.62	NaN	64.62	NaN	1.75	NaN	106.90
2001	5	12	NaN	12.97	NaN	0.38	NaN	69.03	NaN	1.76	NaN	85.88
2001	5	13	NaN	14.13	NaN	0.00	NaN	54.94	NaN	1.64	NaN	133.10
2001	5	14	NaN	16.44	NaN	8.41	NaN	67.18	NaN	1.34	NaN	267.27
2001	5	15	NaN	16.25	NaN	1.12	NaN	66.89	NaN	1.85	NaN	280.32
2001	5	16	NaN	17.83	NaN	0.00	NaN	57.54	NaN	2.27	NaN	115.60
2001	5	17	NaN	18.34	NaN	5.85	NaN	64.38	NaN	1.76	NaN	194.95
2001	5	18	NaN	12.42	NaN	16.77	NaN	78.51	NaN	2.22	NaN	201.48
2001	5	19	NaN	12.17	NaN	0.13	NaN	71.96	NaN	1.79	NaN	275.93
2001	5	20	NaN	15.07	NaN	0.00	NaN	65.13	NaN	1.72	NaN	187.87
2001	5	21	NaN	16.52	NaN	0.00	NaN	64.82	NaN	1.78	NaN	172.04
2001	5	22	NaN	15.44	NaN	0.00	NaN	68.74	NaN	2.17	NaN	162.41
2001	5	23	NaN	16.65	NaN	0.00	NaN	67.52	NaN	1.91	NaN	234.40
2001	5	24	NaN	18.45	NaN	3.17	NaN	68.12	NaN	1.50	NaN	311.06
2001	5	25	NaN	18.04	NaN	2.27	NaN	70.63	NaN	1.68	NaN	307.27
2001	5	26	NaN	17.23	NaN	0.00	NaN	65.90	NaN	1.21	NaN	269.86
2001	5	27	NaN	20.15	NaN	5.18	NaN	62.66	NaN	2.76	NaN	281.71
2001	5	28	NaN	20.38	NaN	17.36	NaN	74.36	NaN	2.83	NaN	280.32
2001	5	29	NaN	20.68	NaN	28.62	NaN	77.68	NaN	3.08	NaN	181.16
2001	5	30	NaN	18.56	NaN	0.00	NaN	68.96	NaN	1.39	NaN	295.14
2001	5	31	NaN	17.70	NaN	14.53	NaN	79.79	NaN	2.23	NaN	317.73
2001	6	1	NaN	11.53	NaN	1.75	NaN	74.62	NaN	3.11	NaN	318.29
2001	6	2	NaN	13.32	NaN	3.68	NaN	68.16	NaN	2.43	NaN	321.99
2001	6	3	NaN	10.13	NaN	14.14	NaN	77.31	NaN	3.12	NaN	298.29
2001	6	4	NaN	9.38	NaN	0.19	NaN	71.72	NaN	3.81	NaN	204.21
2001	6	5	NaN	14.27	NaN	0.02	NaN	61.80	NaN	2.04	NaN	312.78
2001	6	6	NaN	14.11	NaN	17.15	NaN	75.29	NaN	2.36	NaN	29.40
2001	6	7	NaN	16.10	NaN	2.14	NaN	70.42	NaN	2.02	NaN	50.60
2001	6	8	NaN	16.89	NaN	13.40	NaN	79.64	NaN	1.21	NaN	262.41
2001	6	9	NaN	15.14	NaN	24.84	NaN	89.52	NaN	1.27	NaN	242.64
2001	6	10	NaN	14.97	NaN	27.46	NaN	90.65	NaN	1.18	NaN	334.77
2001	6	11	NaN	12.02	NaN	13.75	NaN	77.57	NaN	2.86	NaN	326.25
2001	6	12	NaN	14.48	NaN	0.00	NaN	64.32	NaN	1.39	NaN	340.69
2001	6	13	NaN	16.88	NaN	1.73	NaN	67.20	NaN	1.36	NaN	341.06
2001	6	14	NaN	16.65	NaN	4.83	NaN	75.17	NaN	1.85	NaN	272.55
2001	6	15	NaN	19.03	NaN	0.00	NaN	62.09	NaN	1.33	NaN	279.35
2001	6	16	NaN	17.44	NaN	17.95	NaN	75.98	NaN	2.05	NaN	337.69
2001	6	17	NaN	14.54	NaN	12.53	NaN	81.64	NaN	1.97	NaN	308.89
2001	6	18	NaN	12.61	NaN	13.70	NaN	85.63	NaN	3.44	NaN	153.75
2001	6	19	NaN	12.28	NaN	19.03	NaN	86.65	NaN	3.32	NaN	255.56
2001	6	20	NaN	14.39	NaN	0.37	NaN	74.50	NaN	1.72	NaN	350.23
2001	6	21	NaN	17.95	NaN	4.38	NaN	63.85	NaN	2.54	NaN	302.50
2001	6	22	NaN	15.65	NaN	6.76	NaN	77.27	NaN	2.70	NaN	352.92
2001	6	23	NaN	14.75	NaN	3.18	NaN	70.93	NaN	2.70	NaN	351.06
2001	6	24	NaN	17.23	NaN	0.00	NaN	62.76	NaN	1.97	NaN	346.76
2001	6	25	NaN	19.05	NaN	0.00	NaN	62.97	NaN	1.63	NaN	301.53
2001	6	26	NaN	20.63	NaN	0.00	NaN	61.14	NaN	1.25	NaN	354.31
2001	6	27	NaN	23.15	NaN	0.66	NaN	55.42	NaN	1.07	NaN	344.49
2001	6	28	NaN	19.41	NaN	33.84	NaN	82.94	NaN	2.24	NaN	341.81
2001	6	29	NaN	18.76	NaN	0.21	NaN	67.12	NaN	1.86	NaN	321.39
2001	6	30	NaN	21.11	NaN	10.08	NaN	62.32	NaN	1.32	NaN	332.04
2001	7	1	NaN	17.81	NaN	34.75	NaN	82.11	NaN	2.89	NaN	218.01
2001	7	2	NaN	17.18	NaN	3.66	NaN	75.04	NaN	2.03	NaN	257.18
2001	7	3	NaN	16.38	NaN	0.00	NaN	66.22	NaN	1.78	NaN	257.45
2001	7	4	NaN	17.70	NaN	0.00	NaN	66.23	NaN	1.69	NaN	245.42
2001	7	5	NaN	20.15	NaN	0.00	NaN	68.96	NaN	1.16	NaN	291.62
2001	7	6	NaN	25.04	NaN	0.00	NaN	55.14	NaN	1.72	NaN	365.05
2001	7	7	NaN	21.63	NaN	35.39	NaN	68.64	NaN	2.12	NaN	183.80
2001	7	8	NaN	19.05	NaN	3.13	NaN	68.70	NaN	2.55	NaN	289.12
2001	7	9	NaN	18.31	NaN	7.66	NaN	78.44	NaN	1.48	NaN	285.69
2001	7	10	NaN	20.49	NaN	0.46	NaN	66.68	NaN	1.27	NaN	142.04
2001	7	11	NaN	18.34	NaN	3.24	NaN	79.32	NaN	1.51	NaN	90.19
2001	7	12	NaN	18.36	NaN	0.40	NaN	72.73	NaN	1.09	NaN	200.83
2001	7	13	NaN	19.63	NaN	2.25	NaN	73.30	NaN	1.76	NaN	371.90
2001	7	14	NaN	22.61	NaN	0.00	NaN	60.96	NaN	1.84	NaN	363.80
2001	7	15	NaN	22.09	NaN	0.84	NaN	70.38	NaN	1.80	NaN	301.34
2001	7	16	NaN	14.76	NaN	3.55	NaN	84.91	NaN	1.11	NaN	367.64
2001	7	17	NaN	13.94	NaN	13.50	NaN	85.12	NaN	1.52	NaN	274.40
2001	7	18	NaN	16.55	NaN	2.86	NaN	69.96	NaN	1.88	NaN	163.19
2001	7	19	NaN	18.04	NaN	10.02	NaN	71.89	NaN	1.89	NaN	79.21
2001	7	20	NaN	14.99	NaN	33.79	NaN	88.23	NaN	2.89	NaN	89.12
2001	7	21	NaN	15.61	NaN	3.13	NaN	76.55	NaN	3.11	NaN	335.14
2001	7	22	NaN	18.07	NaN	0.00	NaN	61.83	NaN	1.44	NaN	369.86
2001	7	23	NaN	20.19	NaN	0.00	NaN	60.69	NaN	1.52	NaN	296.11
2001	7	24	NaN	20.73	NaN	11.53	NaN	71.97	NaN	2.10	NaN	357.08
2001	7	25	NaN	20.13	NaN	18.31	NaN	82.11	NaN	1.93	NaN	372.50
2001	7	26	NaN	21.36	NaN	0.00	NaN	67.05	NaN	1.67	NaN	366.57
2001	7	27	NaN	22.25	NaN	0.00	NaN	62.00	NaN	1.65	NaN	369.26
2001	7	28	NaN	22.47	NaN	0.00	NaN	59.67	NaN	1.36	NaN	339.26
2001	7	29	NaN	22.59	NaN	0.33	NaN	64.98	NaN	1.32	NaN	236.11
2001	7	30	NaN	21.36	NaN	15.40	NaN	78.03	NaN	1.77	NaN	340.46
2001	7	31	NaN	23.77	NaN	0.00	NaN	62.45	NaN	1.69	NaN	361.39
2001	8	1	NaN	23.02	NaN	0.00	NaN	67.90	NaN	1.94	NaN	268.01
2001	8	2	NaN	24.67	NaN	0.99	NaN	67.66	NaN	1.33	NaN	293.70
2001	8	3	NaN	24.23	NaN	6.24	NaN	69.01	NaN	1.39	NaN	368.15
2001	8	4	NaN	18.69	NaN	13.79	NaN	87.74	NaN	1.11	NaN	360.37
2001	8	5	NaN	17.20	NaN	2.39	NaN	80.99	NaN	1.44	NaN	361.62
2001	8	6	NaN	18.99	NaN	2.86	NaN	65.45	NaN	1.57	NaN	354.35
2001	8	7	NaN	20.33	NaN	1.33	NaN	67.44	NaN	1.91	NaN	260.14
2001	8	8	NaN	20.70	NaN	26.38	NaN	70.67	NaN	1.38	NaN	356.20
2001	8	9	NaN	20.57	NaN	21.82	NaN	76.11	NaN	1.53	NaN	310.97
2001	8	10	NaN	15.54	NaN	20.27	NaN	88.92	NaN	1.51	NaN	348.38
2001	8	11	NaN	14.34	NaN	1.86	NaN	79.22	NaN	1.93	NaN	128.56
2001	8	12	NaN	16.17	NaN	0.00	NaN	61.84	NaN	1.35	NaN	319.86
2001	8	13	NaN	19.95	NaN	0.00	NaN	57.09	NaN	2.13	NaN	268.43
2001	8	14	NaN	23.14	NaN	0.00	NaN	58.60	NaN	1.62	NaN	338.80
2001	8	15	NaN	25.66	NaN	0.00	NaN	57.04	NaN	1.29	NaN	346.16
2001	8	16	NaN	25.07	NaN	4.71	NaN	61.42	NaN	2.06	NaN	119.26
2001	8	17	NaN	21.49	NaN	15.01	NaN	80.25	NaN	1.36	NaN	109.12
2001	8	18	NaN	23.48	NaN	0.00	NaN	60.46	NaN	1.38	NaN	240.37
2001	8	19	NaN	22.27	NaN	0.00	NaN	64.89	NaN	1.65	NaN	296.39
2001	8	20	NaN	20.59	NaN	1.28	NaN	72.11	NaN	2.36	NaN	127.92
2001	8	21	NaN	19.22	NaN	3.69	NaN	78.63	NaN	2.11	NaN	257.82
2001	8	22	NaN	19.74	NaN	20.71	NaN	86.78	NaN	1.42	NaN	345.97
2001	8	23	NaN	19.52	NaN	8.51	NaN	88.19	NaN	0.75	NaN	342.04
2001	8	24	NaN	20.86	NaN	0.00	NaN	73.11	NaN	1.07	NaN	301.39
2001	8	25	NaN	21.88	NaN	0.00	NaN	64.95	NaN	1.18	NaN	212.13
2001	8	26	NaN	22.41	NaN	0.00	NaN	61.16	NaN	0.98	NaN	332.87
2001	8	27	NaN	22.86	NaN	11.31	NaN	66.71	NaN	2.40	NaN	334.35
2001	8	28	NaN	16.41	NaN	0.24	NaN	76.71	NaN	1.24	NaN	334.40
2001	8	29	NaN	14.79	NaN	0.00	NaN	63.45	NaN	1.35	NaN	321.48
2001	8	30	NaN	16.60	NaN	6.46	NaN	75.31	NaN	1.78	NaN	269.07
2001	8	31	NaN	16.29	NaN	24.58	NaN	88.34	NaN	1.18	NaN	324.77
2001	9	1	NaN	15.34	NaN	6.28	NaN	81.43	NaN	2.49	NaN	321.90
2001	9	2	NaN	14.61	NaN	5.50	NaN	82.04	NaN	2.31	NaN	310.60
2001	9	3	NaN	17.51	NaN	0.00	NaN	62.27	NaN	1.64	NaN	298.19
2001	9	4	NaN	15.43	NaN	23.78	NaN	79.80	NaN	1.65	NaN	115.60
2001	9	5	NaN	12.28	NaN	22.20	NaN	86.21	NaN	3.45	NaN	172.59
2001	9	6	NaN	12.72	NaN	5.48	NaN	79.28	NaN	2.54	NaN	315.56
2001	9	7	NaN	13.57	NaN	6.16	NaN	80.88	NaN	2.49	NaN	294.40
2001	9	8	NaN	13.71	NaN	8.22	NaN	77.59	NaN	3.40	NaN	271.90
2001	9	9	NaN	10.23	NaN	7.81	NaN	73.29	NaN	3.44	NaN	266.39
2001	9	10	NaN	9.72	NaN	0.59	NaN	73.12	NaN	3.51	NaN	60.09
2001	9	11	NaN	10.32	NaN	0.06	NaN	70.50	NaN	3.39	NaN	246.16
2001	9	12	NaN	11.60	NaN	8.96	NaN	75.71	NaN	3.71	NaN	306.57
2001	9	13	NaN	14.33	NaN	0.00	NaN	62.44	NaN	1.78	NaN	297.31
2001	9	14	NaN	11.83	NaN	9.77	NaN	75.90	NaN	1.80	NaN	297.41
2001	9	15	NaN	11.78	NaN	4.16	NaN	76.27	NaN	2.26	NaN	293.66
2001	9	16	NaN	9.89	NaN	6.53	NaN	79.47	NaN	2.64	NaN	283.06
2001	9	17	NaN	9.30	NaN	3.17	NaN	83.13	NaN	2.20	NaN	191.16
2001	9	18	NaN	9.78	NaN	0.00	NaN	74.06	NaN	2.10	NaN	267.73
2001	9	19	NaN	12.59	NaN	0.00	NaN	48.85	NaN	1.77	NaN	266.11
2001	9	20	NaN	13.86	NaN	0.00	NaN	61.75	NaN	1.23	NaN	225.79
2001	9	21	NaN	13.64	NaN	1.43	NaN	71.87	NaN	2.17	NaN	265.88
2001	9	22	NaN	13.73	NaN	4.03	NaN	77.65	NaN	0.91	NaN	211.34
2001	9	23	NaN	13.10	NaN	6.78	NaN	90.75	NaN	1.07	NaN	172.55
2001	9	24	NaN	14.61	NaN	2.61	NaN	84.88	NaN	1.50	NaN	275.88
2001	9	25	NaN	12.44	NaN	6.59	NaN	87.57	NaN	1.36	NaN	275.65
2001	9	26	NaN	11.52	NaN	11.14	NaN	82.43	NaN	2.44	NaN	274.44
2001	9	27	NaN	13.43	NaN	0.00	NaN	62.40	NaN	2.09	NaN	259.95
2001	9	28	NaN	15.08	NaN	0.00	NaN	61.60	NaN	1.50	NaN	249.95
2001	9	29	NaN	17.46	NaN	0.00	NaN	49.28	NaN	0.95	NaN	269.07
2001	9	30	NaN	15.67	NaN	0.47	NaN	72.79	NaN	1.67	NaN	164.07
2001	10	1	NaN	17.84	NaN	0.00	NaN	55.38	NaN	2.01	NaN	79.68
2001	10	2	NaN	21.11	NaN	0.00	NaN	55.31	NaN	1.70	NaN	238.43
2001	10	3	NaN	19.14	NaN	0.00	NaN	60.29	NaN	1.68	NaN	207.50
2001	10	4	NaN	12.92	NaN	2.39	NaN	76.70	NaN	1.60	NaN	250.23
2001	10	5	NaN	13.84	NaN	0.00	NaN	61.70	NaN	1.30	NaN	89.68
2001	10	6	NaN	16.76	NaN	0.01	NaN	65.26	NaN	1.48	NaN	158.33
2001	10	7	NaN	18.24	NaN	0.82	NaN	71.27	NaN	1.43	NaN	138.01
2001	10	8	NaN	17.35	NaN	0.00	NaN	73.12	NaN	1.44	NaN	173.47
2001	10	9	NaN	15.35	NaN	0.00	NaN	78.99	NaN	1.21	NaN	125.32
2001	10	10	NaN	14.93	NaN	0.55	NaN	81.85	NaN	1.29	NaN	239.49
2001	10	11	NaN	14.64	NaN	0.00	NaN	69.42	NaN	1.97	NaN	182.04
2001	10	12	NaN	15.46	NaN	0.00	NaN	48.04	NaN	0.72	NaN	227.13
2001	10	13	NaN	17.75	NaN	0.00	NaN	41.71	NaN	1.06	NaN	112.22
2001	10	14	NaN	17.98	NaN	0.00	NaN	49.60	NaN	1.10	NaN	161.76
2001	10	15	NaN	17.08	NaN	0.00	NaN	63.05	NaN	1.33	NaN	74.63
2001	10	16	NaN	16.20	NaN	0.00	NaN	69.70	NaN	1.60	NaN	201.06
2001	10	17	NaN	16.09	NaN	0.00	NaN	62.36	NaN	1.48	NaN	175.51
2001	10	18	NaN	16.94	NaN	0.00	NaN	49.63	NaN	1.70	NaN	123.84
2001	10	19	NaN	16.65	NaN	0.00	NaN	51.41	NaN	1.28	NaN	191.02
2001	10	20	NaN	18.38	NaN	0.00	NaN	47.46	NaN	1.36	NaN	210.51
2001	10	21	NaN	14.60	NaN	17.55	NaN	76.01	NaN	1.61	NaN	211.76
