Year	Month	Day	T_obs	T_mod	P_obs	P_mod	H_obs	H_mod	W_obs	W_mod	SW_obs	SW_mod
2003	1	28	3.23	2.98	NaN	3.76	76.08	90.24	NaN	1.74	NaN	53.70
2003	1	29	1.68	0.29	NaN	0.07	75.83	69.41	NaN	2.47	NaN	65.09
2003	1	30	-0.28	-0.44	NaN	0.69	90.88	79.64	NaN	1.58	NaN	29.26
2003	1	31	-2.26	-2.17	NaN	2.63	78.17	89.18	NaN	1.44	NaN	24.77
2003	2	1	-5.59	-4.52	NaN	1.77	NaN	79.55	NaN	1.12	NaN	68.52
2003	2	2	-5.97	-3.40	NaN	0.00	NaN	61.02	NaN	1.65	NaN	24.07
2003	2	3	1.43	2.24	NaN	2.81	NaN	71.21	NaN	1.99	NaN	71.11
2003	2	4	0.05	-0.33	NaN	4.36	NaN	86.32	NaN	1.84	NaN	51.48
2003	2	5	-1.19	-1.75	NaN	6.22	NaN	82.79	NaN	2.61	NaN	42.82
2003	2	6	-1.78	-3.26	NaN	5.18	NaN	87.49	NaN	2.03	NaN	78.52
2003	2	7	-1.61	-3.31	NaN	0.01	NaN	73.17	NaN	1.90	NaN	39.03
2003	2	8	-0.66	-1.07	NaN	8.09	NaN	93.05	NaN	0.96	NaN	79.86
2003	2	9	-3.03	-4.20	NaN	0.11	NaN	88.78	NaN	0.91	NaN	77.08
2003	2	10	-4.01	-4.01	NaN	0.00	NaN	75.70	NaN	0.95	NaN	60.05
2003	2	11	-3.96	-5.65	NaN	0.01	NaN	94.64	NaN	1.06	NaN	81.16
2003	2	12	-5.68	-5.77	NaN	0.00	NaN	83.94	NaN	1.17	NaN	86.20
2003	2	13	-8.00	-5.17	NaN	0.00	NaN	77.96	NaN	1.40	NaN	71.02
2003	2	14	-8.72	-5.17	NaN	0.00	NaN	82.35	NaN	1.62	NaN	38.10
2003	2	15	-9.40	-5.30	NaN	0.05	NaN	82.04	NaN	0.91	NaN	70.56
2003	2	16	-5.42	-5.74	NaN	0.01	NaN	80.59	NaN	1.24	NaN	57.31
2003	2	17	-9.14	-5.31	NaN	0.00	NaN	76.87	NaN	1.33	NaN	87.45
2003	2	18	-9.76	-5.93	NaN	0.00	NaN	75.69	NaN	1.39	NaN	83.56
2003	2	19	-9.02	-3.75	NaN	0.00	NaN	78.39	NaN	1.42	NaN	90.28
2003	2	20	-6.72	-0.17	NaN	0.00	NaN	75.13	NaN	1.33	NaN	86.11
2003	2	21	-5.71	0.50	NaN	0.00	NaN	79.37	NaN	1.47	NaN	67.27
2003	2	22	-4.40	-0.07	NaN	0.00	NaN	77.80	NaN	1.49	NaN	32.50
2003	2	23	-4.95	0.68	NaN	0.00	NaN	65.94	NaN	0.94	NaN	64.77
2003	2	24	-4.23	1.56	NaN	0.00	NaN	58.47	NaN	1.03	NaN	48.52
2003	2	25	-3.64	3.13	NaN	0.00	NaN	51.47	NaN	1.27	NaN	95.60
2003	2	26	1.87	5.96	NaN	0.00	NaN	30.04	NaN	1.77	NaN	61.53
2003	2	27	-0.48	6.21	NaN	0.00	NaN	38.45	NaN	1.85	NaN	18.29
2003	2	28	3.96	5.54	NaN	0.00	NaN	66.51	NaN	1.87	NaN	55.65
2003	3	1	4.10	6.19	NaN	0.08	65.30	69.96	NaN	2.05	NaN	87.36
2003	3	2	3.83	5.84	NaN	5.77	83.71	79.65	NaN	1.63	NaN	84.72
2003	3	3	3.91	4.24	NaN	5.24	81.63	85.06	NaN	1.63	NaN	69.54
2003	3	4	3.51	3.76	NaN	1.34	74.38	78.45	NaN	1.09	NaN	87.96
2003	3	5	3.34	6.00	NaN	0.00	67.17	50.10	NaN	1.49	NaN	93.70
2003	3	6	1.81	6.78	NaN	1.06	84.54	67.51	NaN	0.81	NaN	81.16
2003	3	7	3.65	4.50	NaN	1.11	85.58	81.71	NaN	2.46	NaN	101.90
2003	3	8	2.60	4.93	NaN	1.10	79.21	67.63	NaN	2.11	NaN	98.98
2003	3	9	6.13	6.66	NaN	0.00	57.54	57.26	NaN	2.53	NaN	95.88
2003	3	10	9.41	10.08	NaN	0.00	48.50	44.01	NaN	3.03	NaN	117.92
2003	3	11	11.53	13.30	NaN	0.00	44.30	36.52	NaN	2.98	NaN	51.30
2003	3	12	7.24	9.63	NaN	4.78	72.67	67.10	NaN	3.19	NaN	127.50
2003	3	13	3.55	2.77	NaN	2.72	79.21	77.68	NaN	2.68	NaN	128.94
2003	3	14	0.65	0.37	NaN	0.05	74.33	69.57	NaN	1.40	NaN	131.34
2003	3	15	1.00	1.01	NaN	0.03	72.71	76.96	NaN	1.56	NaN	134.86
2003	3	16	1.99	1.30	NaN	0.04	68.58	71.16	NaN	1.02	NaN	135.93
2003	3	17	3.48	4.99	NaN	0.00	60.58	57.45	NaN	1.70	NaN	139.63
2003	3	18	3.50	4.57	NaN	0.00	69.29	61.98	NaN	1.03	NaN	138.01
2003	3	19	4.30	6.50	NaN	0.00	64.75	57.57	NaN	1.91	NaN	141.34
2003	3	20	6.86	6.97	NaN	0.00	58.00	57.06	NaN	3.05	NaN	145.42
2003	3	21	2.07	4.23	NaN	0.00	71.52	52.99	NaN	1.85	NaN	145.88
2003	3	22	1.20	2.84	NaN	0.00	50.71	41.86	NaN	1.64	NaN	148.84
2003	3	23	3.08	6.21	NaN	0.00	54.33	35.84	NaN	1.07	NaN	149.40
2003	3	24	7.80	10.53	NaN	0.00	52.79	36.06	NaN	1.85	NaN	152.22
2003	3	25	9.60	11.63	NaN	0.00	53.00	48.59	NaN	1.63	NaN	156.76
2003	3	26	9.55	12.04	NaN	0.00	59.83	48.07	NaN	1.23	NaN	158.29
2003	3	27	11.57	13.12	NaN	0.00	51.71	37.79	NaN	1.62	NaN	163.61
2003	3	28	12.38	12.85	NaN	0.00	51.63	49.76	NaN	1.29	NaN	165.97
2003	3	29	11.75	13.02	NaN	0.32	68.00	60.27	NaN	1.58	NaN	169.58
2003	3	30	13.39	13.81	NaN	15.62	69.42	74.59	NaN	1.17	NaN	168.70
2003	3	31	8.92	9.64	NaN	6.71	75.83	71.36	NaN	1.88	NaN	161.16
2003	4	1	8.56	10.13	NaN	1.26	56.21	43.90	NaN	1.45	NaN	99.07
2003	4	2	5.58	6.83	NaN	5.73	73.63	72.97	NaN	2.35	NaN	56.30
2003	4	3	3.11	4.95	NaN	1.45	88.58	78.72	NaN	2.13	NaN	103.06
2003	4	4	3.60	3.64	NaN	1.61	76.83	74.17	NaN	1.86	NaN	168.19
2003	4	5	4.71	5.32	NaN	3.18	69.00	73.31	NaN	4.51	NaN	178.52
2003	4	6	-0.14	-0.05	NaN	0.79	77.78	65.92	NaN	3.78	NaN	155.23
2003	4	7	-2.87	-2.22	NaN	0.92	83.30	65.51	NaN	2.66	NaN	104.03
2003	4	8	0.27	-0.30	NaN	0.00	62.42	65.16	NaN	1.42	NaN	152.31
2003	4	9	0.92	1.15	NaN	0.02	78.79	63.76	NaN	1.00	NaN	148.01
2003	4	10	4.19	4.67	NaN	4.67	69.25	74.74	NaN	1.52	NaN	192.82
2003	4	11	4.29	4.30	NaN	0.38	64.08	63.62	NaN	1.52	NaN	180.60
2003	4	12	5.83	9.11	NaN	0.04	67.63	55.91	NaN	1.51	NaN	58.94
2003	4	13	9.48	9.22	NaN	0.02	62.17	73.49	NaN	1.64	NaN	142.96
2003	4	14	10.93	10.51	NaN	0.00	54.13	51.82	NaN	2.29	NaN	200.88
2003	4	15	12.73	11.85	NaN	0.00	47.75	59.03	NaN	2.77	NaN	207.04
2003	4	16	13.00	12.27	NaN	0.00	52.58	59.05	NaN	2.48	NaN	202.08
2003	4	17	10.53	10.67	NaN	0.00	58.00	60.70	NaN	2.25	NaN	210.28
2003	4	18	8.85	8.66	NaN	0.65	60.58	66.09	NaN	1.80	NaN	215.37
2003	4	19	6.25	9.46	NaN	0.01	84.50	65.45	NaN	2.18	NaN	215.51
2003	4	20	14.43	13.36	NaN	0.00	35.88	46.92	NaN	2.19	NaN	221.67
2003	4	21	13.73	12.83	NaN	1.43	43.75	56.53	NaN	1.31	NaN	223.29
2003	4	22	10.55	11.78	NaN	2.07	77.75	72.55	NaN	1.54	NaN	232.78
2003	4	23	11.51	12.18	NaN	2.79	68.50	72.30	NaN	2.20	NaN	232.04
2003	4	24	11.93	11.36	NaN	0.00	59.38	63.78	NaN	1.34	NaN	231.85
2003	4	25	13.58	14.26	NaN	0.00	53.75	52.59	NaN	1.18	NaN	228.43
2003	4	26	16.95	17.59	NaN	0.29	53.25	55.01	NaN	2.11	NaN	230.69
2003	4	27	13.00	12.90	NaN	1.72	63.08	66.64	NaN	3.19	NaN	230.88
2003	4	28	15.66	15.45	NaN	0.00	53.38	47.83	NaN	1.67	NaN	236.67
2003	4	29	17.60	18.71	NaN	0.00	54.54	48.82	NaN	2.15	NaN	234.07
2003	4	30	18.90	19.78	NaN	0.74	58.17	54.24	NaN	2.58	NaN	209.86
2003	5	1	13.68	14.27	NaN	0.35	64.79	64.32	NaN	1.72	NaN	149.95
2003	5	2	15.13	16.60	NaN	0.10	67.13	58.35	NaN	1.61	NaN	256.44
2003	5	3	12.55	13.74	NaN	0.13	64.75	62.17	NaN	2.51	NaN	96.20
2003	5	4	14.97	17.40	NaN	0.00	57.46	50.86	NaN	1.45	NaN	104.58
2003	5	5	20.95	22.70	NaN	0.00	46.58	37.52	NaN	1.95	NaN	206.16
2003	5	6	22.66	24.03	NaN	0.00	45.08	40.11	NaN	1.90	NaN	187.82
2003	5	7	19.61	22.27	NaN	0.00	66.00	57.37	NaN	1.46	NaN	226.11
2003	5	8	21.10	22.75	NaN	10.59	59.79	52.77	NaN	1.88	NaN	186.34
2003	5	9	16.43	17.94	NaN	23.80	77.29	79.40	NaN	1.22	NaN	253.38
2003	5	10	16.26	16.10	NaN	14.71	76.46	82.73	NaN	1.08	NaN	262.73
2003	5	11	15.75	16.32	NaN	9.45	82.54	84.57	NaN	1.03	NaN	157.92
2003	5	12	15.14	16.43	NaN	0.00	77.42	67.45	NaN	1.92	NaN	254.07
2003	5	13	11.82	13.62	NaN	16.78	83.71	80.14	NaN	2.05	NaN	266.20
2003	5	14	7.13	10.34	NaN	2.72	80.33	64.69	NaN	2.77	NaN	270.42
2003	5	15	7.55	9.01	NaN	6.72	75.33	69.89	NaN	2.21	NaN	290.97
2003	5	16	10.60	11.82	NaN	0.00	62.96	57.02	NaN	1.27	NaN	284.21
2003	5	17	15.05	16.18	NaN	7.04	56.13	60.65	NaN	1.58	NaN	287.41
2003	5	18	14.88	16.81	NaN	5.70	74.71	67.50	NaN	2.11	NaN	291.02
2003	5	19	18.74	19.30	NaN	2.13	61.75	68.28	NaN	1.50	NaN	264.54
2003	5	20	10.81	13.57	NaN	2.65	87.04	75.33	NaN	1.80	NaN	283.24
2003	5	21	10.19	10.68	NaN	13.82	75.79	81.19	NaN	2.89	NaN	297.41
2003	5	22	12.24	12.64	NaN	4.97	69.96	77.97	NaN	2.34	NaN	291.99
2003	5	23	15.06	16.33	NaN	2.43	76.13	71.72	NaN	0.79	NaN	278.94
2003	5	24	20.54	20.83	NaN	0.00	45.46	48.72	NaN	1.54	NaN	278.94
2003	5	25	19.32	18.83	NaN	5.95	61.96	70.30	NaN	1.46	NaN	307.64
2003	5	26	16.63	17.83	NaN	15.28	82.79	82.91	NaN	1.81	NaN	310.74
2003	5	27	18.35	16.82	NaN	16.75	79.75	91.21	NaN	1.03	NaN	263.43
2003	5	28	16.85	18.09	NaN	11.04	79.00	83.39	NaN	1.36	NaN	279.58
2003	5	29	17.65	20.07	NaN	0.00	78.54	68.02	NaN	2.44	NaN	253.66
2003	5	30	20.35	21.21	NaN	1.95	61.21	56.78	NaN	1.28	NaN	306.20
2003	5	31	19.04	20.51	NaN	17.12	71.88	72.77	NaN	1.46	NaN	253.61
2003	6	1	19.43	18.80	NaN	25.16	65.38	83.13	NaN	2.33	NaN	314.21
2003	6	2	19.85	20.17	NaN	0.09	58.58	67.31	NaN	1.09	NaN	256.76
2003	6	3	21.04	21.10	NaN	3.12	61.50	70.45	NaN	1.55	NaN	304.68
2003	6	4	23.65	22.66	NaN	0.13	53.96	64.87	NaN	1.40	NaN	329.95
2003	6	5	22.57	22.39	NaN	31.38	66.25	70.84	NaN	1.29	NaN	327.45
2003	6	6	20.83	20.48	NaN	30.65	76.29	84.63	NaN	0.99	NaN	320.56
2003	6	7	21.69	21.31	NaN	6.11	72.71	80.17	NaN	0.94	NaN	318.33
2003	6	8	24.27	22.91	NaN	7.84	59.13	69.32	NaN	1.71	NaN	292.59
2003	6	9	20.13	20.48	NaN	14.83	79.42	78.84	NaN	1.39	NaN	228.15
2003	6	10	23.30	23.63	NaN	0.00	59.08	66.31	NaN	1.14	NaN	191.25
2003	6	11	23.64	24.68	NaN	0.93	66.61	64.74	NaN	2.28	NaN	238.06
2003	6	12	25.54	26.11	NaN	0.00	54.46	58.91	NaN	1.29	NaN	278.98
2003	6	13	24.02	23.07	NaN	18.42	62.21	77.03	NaN	1.24	NaN	166.39
2003	6	14	22.69	22.02	NaN	7.49	67.58	78.85	NaN	1.16	NaN	339.40
2003	6	15	20.56	19.80	NaN	17.09	75.04	82.03	NaN	1.57	NaN	300.69
2003	6	16	20.26	19.41	NaN	2.99	67.83	75.79	NaN	1.75	NaN	351.53
2003	6	17	20.60	20.89	NaN	0.86	63.46	66.62	NaN	1.33	NaN	325.05
2003	6	18	18.45	18.49	NaN	27.07	78.75	80.55	NaN	2.69	NaN	328.06
2003	6	19	18.17	18.64	NaN	5.26	78.83	75.58	NaN	2.86	NaN	311.53
2003	6	20	19.20	18.41	NaN	17.74	77.21	83.28	NaN	2.81	NaN	220.65
2003	6	21	17.82	16.36	NaN	0.00	59.04	66.93	NaN	1.98	NaN	235.83
2003	6	22	19.00	18.93	NaN	0.00	61.79	59.14	NaN	0.94	NaN	240.05
2003	6	23	24.01	26.23	NaN	0.24	48.83	47.10	NaN	2.07	NaN	283.29
2003	6	24	22.89	21.92	NaN	18.98	65.67	78.07	NaN	1.82	NaN	354.68
2003	6	25	22.05	20.94	NaN	6.60	67.67	77.96	NaN	1.38	NaN	317.69
2003	6	26	21.94	19.76	NaN	0.00	61.25	64.95	NaN	1.23	NaN	296.99
2003	6	27	17.51	19.79	NaN	0.00	84.54	67.22	NaN	1.09	NaN	126.57
2003	6	28	19.59	20.01	NaN	1.23	73.21	70.89	NaN	1.15	NaN	204.03
2003	6	29	21.80	21.37	NaN	0.00	60.54	68.68	NaN	1.19	NaN	342.78
2003	6	30	24.82	25.09	NaN	3.51	51.04	55.90	NaN	1.54	NaN	352.78
2003	7	1	18.00	19.57	NaN	7.50	77.35	79.10	NaN	2.04	NaN	280.00
2003	7	2	17.55	17.84	NaN	0.96	64.42	67.16	NaN	2.41	NaN	323.66
2003	7	3	15.20	17.06	NaN	1.76	76.38	71.01	NaN	1.96	NaN	360.09
2003	7	4	13.56	16.22	NaN	9.50	86.38	74.62	NaN	2.73	NaN	343.10
2003	7	5	14.73	15.74	NaN	17.79	81.38	80.77	NaN	2.90	NaN	356.57
2003	7	6	17.85	17.61	NaN	9.07	69.21	77.31	NaN	2.33	NaN	303.98
2003	7	7	19.10	18.87	NaN	0.28	62.29	69.95	NaN	1.84	NaN	191.53
2003	7	8	19.25	19.02	NaN	0.90	65.96	71.48	NaN	1.72	NaN	333.56
2003	7	9	19.23	19.44	NaN	21.72	68.63	73.19	NaN	1.87	NaN	343.94
2003	7	10	20.10	18.38	NaN	10.30	63.88	78.45	NaN	2.12	NaN	268.19
2003	7	11	20.57	19.72	NaN	0.00	59.83	67.72	NaN	1.60	NaN	361.02
2003	7	12	20.46	20.67	NaN	5.59	72.13	71.14	NaN	2.77	NaN	320.51
2003	7	13	19.66	18.23	NaN	0.00	59.58	69.21	NaN	1.81	NaN	351.06
2003	7	14	18.60	18.48	NaN	0.00	55.58	62.21	NaN	2.32	NaN	282.73
2003	7	15	20.56	20.57	NaN	0.00	56.46	68.36	NaN	1.37	NaN	269.03
2003	7	16	23.56	24.49	NaN	2.59	56.71	65.64	NaN	1.18	NaN	222.45
2003	7	17	19.48	20.21	NaN	20.15	79.26	83.53	NaN	2.24	NaN	342.64
2003	7	18	18.90	19.07	NaN	1.31	68.42	73.58	NaN	1.30	NaN	357.73
2003	7	19	20.80	21.32	NaN	0.00	57.96	61.12	NaN	2.07	NaN	198.89
2003	7	20	22.58	23.98	NaN	0.00	57.50	57.33	NaN	1.05	NaN	340.79
2003	7	21	22.67	24.92	NaN	18.47	62.75	59.44	NaN	2.16	NaN	302.69
2003	7	22	24.31	23.28	NaN	14.56	56.22	71.57	NaN	1.32	NaN	335.69
2003	7	23	21.28	20.83	NaN	10.27	70.04	78.40	NaN	1.76	NaN	367.41
2003	7	24	20.40	20.99	NaN	32.96	72.21	70.02	NaN	2.02	NaN	365.37
2003	7	25	19.26	19.87	NaN	10.51	70.92	75.23	NaN	1.48	NaN	253.38
2003	7	26	22.77	23.07	NaN	0.32	59.17	64.34	NaN	1.29	NaN	290.79
2003	7	27	24.91	26.18	NaN	0.00	59.33	56.47	NaN	1.77	NaN	340.93
2003	7	28	18.42	19.46	NaN	22.57	83.50	81.17	NaN	1.39	NaN	297.36
2003	7	29	17.50	18.81	NaN	4.63	67.50	76.13	NaN	1.54	NaN	331.71
2003	7	30	19.07	19.31	NaN	1.09	62.25	67.41	NaN	1.41	NaN	360.93
2003	7	31	17.93	20.09	NaN	10.01	71.29	69.26	NaN	1.48	NaN	345.00
2003	8	1	18.91	20.20	NaN	7.96	82.33	84.99	NaN	1.14	NaN	180.79
2003	8	2	22.78	22.97	NaN	0.78	69.38	69.40	NaN	1.13	NaN	333.80
2003	8	3	24.31	24.63	NaN	0.00	63.83	62.44	NaN	1.33	NaN	248.89
2003	8	4	25.13	25.26	NaN	0.00	62.21	67.59	NaN	1.30	NaN	314.72
2003	8	5	25.80	25.11	NaN	0.00	58.75	63.29	NaN	1.27	NaN	233.98
2003	8	6	25.02	24.66	NaN	6.80	66.67	64.81	NaN	1.26	NaN	313.56
2003	8	7	24.01	23.79	NaN	4.04	62.67	68.93	NaN	1.40	NaN	349.63
2003	8	8	24.85	24.87	NaN	0.00	52.08	57.58	NaN	1.62	NaN	267.50
2003	8	9	24.71	25.02	NaN	2.61	52.25	63.62	NaN	1.89	NaN	285.88
2003	8	10	24.99	25.38	NaN	1.09	54.29	60.64	NaN	1.96	NaN	273.56
2003	8	11	24.11	24.66	NaN	0.00	62.13	60.24	NaN	1.62	NaN	353.15
2003	8	12	24.91	25.24	NaN	2.05	54.50	63.54	NaN	1.39	NaN	292.73
2003	8	13	27.48	27.27	NaN	2.40	41.96	52.59	NaN	2.41	NaN	351.71
2003	8	14	24.63	25.03	NaN	13.04	53.25	61.95	NaN	1.78	NaN	357.27
2003	8	15	18.42	20.62	NaN	16.62	86.08	80.83	NaN	1.48	NaN	351.62
2003	8	16	20.71	20.84	NaN	0.00	70.21	69.85	NaN	1.00	NaN	332.18
2003	8	17	23.35	22.99	NaN	1.26	63.67	64.72	NaN	1.12	NaN	232.45
2003	8	18	21.23	23.02	NaN	24.73	74.50	67.34	NaN	2.47	NaN	307.45
2003	8	19	19.88	20.86	NaN	7.06	75.67	73.64	NaN	2.21	NaN	346.02
2003	8	20	21.97	21.42	NaN	0.00	60.29	67.42	NaN	1.11	NaN	343.84
2003	8	21	21.80	21.83	NaN	2.94	63.25	67.71	NaN	1.14	NaN	317.18
2003	8	22	22.87	22.81	NaN	4.97	64.67	70.24	NaN	1.56	NaN	310.46
2003	8	23	22.09	21.89	NaN	0.00	59.92	67.15	NaN	1.65	NaN	258.38
2003	8	24	20.64	20.89	NaN	0.00	61.63	67.30	NaN	1.31	NaN	250.65
2003	8	25	18.77	18.76	NaN	0.00	65.13	65.52	NaN	1.48	NaN	283.89
2003	8	26	19.91	19.51	NaN	0.00	56.92	60.12	NaN	1.67	NaN	328.56
2003	8	27	20.89	20.99	NaN	0.00	54.04	58.46	NaN	3.07	NaN	326.25
2003	8	28	21.48	21.69	NaN	0.00	60.00	58.58	NaN	1.39	NaN	185.46
2003	8	29	19.87	22.91	NaN	9.32	70.04	61.20	NaN	2.25	NaN	308.19
2003	8	30	16.12	17.86	NaN	5.32	80.17	74.35	NaN	2.32	NaN	326.85
2003	8	31	12.69	13.87	NaN	20.16	86.25	78.78	NaN	2.17	NaN	288.19
2003	9	1	12.93	14.13	NaN	0.00	72.00	60.81	NaN	2.01	NaN	245.05
2003	9	2	10.81	11.93	NaN	5.46	80.50	68.57	NaN	2.40	NaN	313.80
2003	9	3	11.01	11.63	NaN	0.00	67.63	58.28	NaN	1.13	NaN	317.50
2003	9	4	13.25	13.77	NaN	0.00	60.92	48.46	NaN	1.43	NaN	313.66
2003	9	5	14.82	16.34	NaN	0.00	67.42	54.67	NaN	1.56	NaN	304.77
2003	9	6	15.63	17.94	NaN	0.00	72.58	59.40	NaN	1.61	NaN	305.23
2003	9	7	17.18	18.42	NaN	4.45	72.54	66.89	NaN	1.50	NaN	307.31
2003	9	8	16.26	16.39	NaN	7.76	74.96	73.73	NaN	1.34	NaN	310.32
2003	9	9	15.85	16.33	NaN	8.25	84.63	84.35	NaN	1.25	NaN	296.44
2003	9	10	15.34	15.81	NaN	7.81	71.75	76.47	NaN	2.91	NaN	301.06
2003	9	11	11.96	13.21	NaN	20.45	78.79	74.55	NaN	3.59	NaN	302.45
2003	9	12	11.84	12.39	NaN	8.01	87.63	84.99	NaN	3.10	NaN	278.61
2003	9	13	12.17	12.58	NaN	12.22	88.54	85.61	NaN	1.73	NaN	298.94
2003	9	14	12.40	12.97	NaN	0.04	78.71	80.03	NaN	1.24	NaN	285.42
2003	9	15	11.94	14.15	NaN	0.00	74.79	58.44	NaN	1.58	NaN	194.26
2003	9	16	13.13	15.69	NaN	0.00	77.79	53.73	NaN	1.10	NaN	292.69
2003	9	17	15.42	17.18	NaN	0.00	70.21	55.50	NaN	1.14	NaN	246.16
2003	9	18	16.62	19.28	NaN	0.00	70.00	49.49	NaN	0.67	NaN	241.99
2003	9	19	18.30	20.98	NaN	0.00	68.38	47.58	NaN	0.74	NaN	284.95
2003	9	20	19.02	21.99	NaN	0.00	72.50	52.65	NaN	1.07	NaN	284.81
2003	9	21	19.24	21.69	NaN	0.00	67.96	55.10	NaN	1.36	NaN	281.71
2003	9	22	18.72	21.14	NaN	0.00	67.21	49.45	NaN	1.17	NaN	274.81
2003	9	23	14.99	16.04	NaN	1.56	77.42	73.22	NaN	2.03	NaN	277.41
2003	9	24	10.34	10.05	NaN	0.34	84.08	77.87	NaN	1.86	NaN	264.77
2003	9	25	9.28	11.22	NaN	0.00	74.21	56.97	NaN	2.21	NaN	258.66
2003	9	26	12.68	14.71	NaN	0.00	66.29	49.58	NaN	1.59	NaN	277.96
2003	9	27	15.08	16.86	NaN	0.00	70.25	61.35	NaN	1.73	NaN	269.72
2003	9	28	14.90	16.72	NaN	0.00	73.92	60.49	NaN	1.06	NaN	265.83
2003	9	29	12.00	12.53	NaN	7.13	88.58	74.06	NaN	1.79	NaN	244.63
2003	9	30	10.34	11.89	NaN	0.00	79.42	63.84	NaN	1.15	NaN	256.20
2003	10	1	12.59	17.20	NaN	0.00	81.17	52.83	NaN	1.18	NaN	142.50
2003	10	2	16.69	19.29	NaN	0.31	73.38	61.65	NaN	2.45	NaN	246.11
2003	10	3	15.23	18.88	NaN	6.83	82.75	68.52	NaN	1.86	NaN	208.61
2003	10	4	13.73	14.66	NaN	4.14	86.13	76.85	NaN	2.27	NaN	262.78
2003	10	5	7.60	7.72	NaN	25.70	88.75	84.90	NaN	3.58	NaN	258.24
2003	10	6	7.04	7.34	NaN	1.03	75.71	70.17	NaN	2.73	NaN	254.54
2003	10	7	6.73	8.60	NaN	9.44	83.88	71.96	NaN	2.14	NaN	239.44
2003	10	8	6.33	6.29	NaN	5.87	73.17	81.56	NaN	3.81	NaN	232.69
2003	10	9	9.35	9.63	NaN	5.06	76.13	81.82	NaN	3.85	NaN	139.72
2003	10	10	11.56	12.14	NaN	0.33	78.58	78.63	NaN	2.42	NaN	165.37
2003	10	11	12.50	12.38	NaN	1.30	76.46	74.41	NaN	1.91	NaN	218.06
2003	10	12	9.70	10.34	NaN	0.83	89.13	84.43	NaN	0.71	NaN	168.61
2003	10	13	7.93	7.62	NaN	0.00	82.75	71.39	NaN	1.37	NaN	54.17
2003	10	14	5.62	5.68	NaN	0.00	77.29	69.74	NaN	1.91	NaN	134.72
2003	10	15	3.60	5.75	NaN	0.00	77.29	62.77	NaN	1.40	NaN	160.00
2003	10	16	2.57	4.08	NaN	0.00	75.50	65.92	NaN	1.68	NaN	231.11
2003	10	17	2.17	4.07	NaN	0.00	77.13	54.85	NaN	1.86	NaN	222.78
2003	10	18	2.34	7.18	NaN	0.00	77.46	35.35	NaN	1.85	NaN	221.94
2003	10	19	3.77	8.85	NaN	0.00	77.33	37.74	NaN	1.35	NaN	219.26
2003	10	20	5.93	10.78	NaN	0.91	88.13	63.13	NaN	1.20	NaN	215.37
2003	10	21	6.50	6.71	NaN	2.58	83.54	78.71	NaN	2.31	NaN	211.20
2003	10	22	4.93	4.91	NaN	1.50	86.38	84.27	NaN	1.34	NaN	205.28
2003	10	23	2.45	3.98	NaN	6.18	87.00	88.15	NaN	1.91	NaN	206.85
2003	10	24	-0.97	-1.15	NaN	7.05	87.08	87.98	NaN	1.87	NaN	129.44
2003	10	25	-1.42	0.75	NaN	0.00	80.63	64.91	NaN	3.14	NaN	167.22
2003	10	26	0.20	2.27	NaN	0.00	77.17	56.43	NaN	2.08	NaN	205.93
2003	10	27	0.03	1.78	NaN	0.00	79.96	65.24	NaN	0.81	NaN	199.91
2003	10	28	2.67	4.01	NaN	0.00	64.92	54.86	NaN	1.11	NaN	191.39
2003	10	29	6.01	8.58	NaN	0.00	61.75	56.97	NaN	1.22	NaN	189.17
2003	10	30	4.99	5.17	NaN	8.28	88.21	79.59	NaN	1.83	NaN	123.61
2003	10	31	9.79	11.12	NaN	0.00	54.96	50.37	NaN	2.97	NaN	189.54
2003	11	1	8.93	9.23	NaN	12.00	79.00	78.17	NaN	2.15	NaN	173.89
2003	11	2	7.18	7.60	NaN	0.00	83.54	71.57	NaN	1.73	NaN	155.83
2003	11	3	8.32	10.15	NaN	0.00	71.46	55.69	NaN	1.90	NaN	167.22
2003	11	4	7.70	8.53	NaN	0.00	75.71	69.26	NaN	1.86	NaN	121.67
2003	11	5	5.61	6.92	NaN	0.00	80.08	69.48	NaN	1.05	NaN	51.39
2003	11	6	2.12	4.85	NaN	0.00	88.71	68.19	NaN	1.61	NaN	145.65
2003	11	7	2.35	3.05	NaN	0.00	82.29	84.16	NaN	2.18	NaN	54.54
2003	11	8	4.87	8.82	NaN	0.00	76.71	60.47	NaN	3.57	NaN	115.37
2003	11	9	4.59	10.57	NaN	0.00	83.25	67.20	NaN	1.15	NaN	137.41
2003	11	10	3.39	4.49	NaN	0.06	90.29	90.85	NaN	1.51	NaN	146.85
2003	11	11	2.87	4.42	NaN	0.00	84.50	76.88	NaN	1.18	NaN	146.11
2003	11	12	2.08	5.81	NaN	0.00	85.00	81.45	NaN	0.98	NaN	109.72
2003	11	13	3.18	4.63	NaN	6.68	90.92	96.62	NaN	0.68	NaN	158.52
2003	11	14	4.75	6.54	NaN	0.23	85.21	83.66	NaN	1.17	NaN	156.20
2003	11	15	5.84	7.07	NaN	0.02	80.00	77.17	NaN	1.34	NaN	156.39
2003	11	16	3.03	9.65	NaN	0.00	88.96	53.06	NaN	1.21	NaN	153.80
2003	11	17	3.86	5.93	NaN	1.99	82.04	70.88	NaN	2.51	NaN	152.78
2003	11	18	5.26	6.59	NaN	0.01	73.04	61.63	NaN	1.65	NaN	151.85
