Year	Month	Day	T obs	T mod	P obs	P mod	H obs	H mod	W obs	W mod	SW obs	SW mod
2001	1	1	NaN	2.71	NaN	0.00	NaN	30.68	NaN	3.08	NaN	76.57
2001	1	2	NaN	5.65	NaN	0.00	NaN	66.74	NaN	2.13	NaN	67.82
2001	1	3	NaN	2.26	NaN	4.31	NaN	81.54	NaN	1.07	NaN	64.54
2001	1	4	NaN	4.60	NaN	4.43	NaN	63.30	NaN	2.82	NaN	73.01
2001	1	5	NaN	6.06	NaN	0.01	NaN	53.87	NaN	4.33	NaN	71.85
2001	1	6	NaN	8.08	NaN	0.18	NaN	75.11	NaN	2.53	NaN	73.24
2001	1	7	NaN	1.52	NaN	5.46	NaN	97.18	NaN	1.25	NaN	68.70
2001	1	8	NaN	-0.61	NaN	26.25	NaN	95.50	NaN	1.08	NaN	66.25
2001	1	9	NaN	-3.21	NaN	6.90	NaN	79.31	NaN	2.12	NaN	66.06
2001	1	10	NaN	2.49	NaN	0.17	NaN	65.42	NaN	2.45	NaN	70.83
2001	1	11	NaN	2.82	NaN	2.46	NaN	97.67	NaN	1.07	NaN	69.07
2001	1	12	NaN	-1.35	NaN	0.04	NaN	89.84	NaN	1.06	NaN	63.10
2001	1	13	NaN	-4.32	NaN	0.00	NaN	47.52	NaN	2.10	NaN	43.19
2001	1	14	NaN	-3.97	NaN	0.00	NaN	42.53	NaN	2.67	NaN	59.17
2001	1	15	NaN	-3.59	NaN	0.00	NaN	39.01	NaN	2.79	NaN	41.90
2001	1	16	NaN	-3.08	NaN	0.00	NaN	56.75	NaN	1.77	NaN	65.88
2001	1	17	NaN	-0.21	NaN	0.00	NaN	47.00	NaN	1.87	NaN	43.43
2001	1	18	NaN	1.02	NaN	0.00	NaN	67.35	NaN	1.76	NaN	69.12
2001	1	19	NaN	1.13	NaN	0.00	NaN	59.14	NaN	1.50	NaN	18.84
2001	1	20	NaN	-0.66	NaN	0.82	NaN	71.15	NaN	0.61	NaN	74.21
2001	1	21	NaN	-1.89	NaN	5.87	NaN	90.98	NaN	1.16	NaN	75.46
2001	1	22	NaN	2.23	NaN	0.18	NaN	61.30	NaN	2.67	NaN	75.93
2001	1	23	NaN	3.92	NaN	0.06	NaN	70.64	NaN	2.37	NaN	75.60
2001	1	24	NaN	6.41	NaN	0.30	NaN	73.47	NaN	4.32	NaN	68.66
2001	1	25	NaN	5.17	NaN	0.90	NaN	81.62	NaN	2.99	NaN	38.80
2001	1	26	NaN	2.01	NaN	1.19	NaN	74.39	NaN	1.89	NaN	63.15
2001	1	27	NaN	1.99	NaN	0.03	NaN	54.60	NaN	3.01	NaN	66.90
2001	1	28	NaN	0.56	NaN	0.00	NaN	44.36	NaN	1.30	NaN	25.46
2001	1	29	NaN	-0.96	NaN	0.00	NaN	67.55	NaN	0.64	NaN	61.02
2001	1	30	NaN	-3.20	NaN	7.00	NaN	92.66	NaN	1.11	NaN	68.80
2001	1	31	NaN	-5.05	NaN	4.69	NaN	89.70	NaN	1.30	NaN	66.25
2001	2	1	NaN	-5.78	NaN	10.45	NaN	90.28	NaN	2.10	NaN	74.26
2001	2	2	NaN	-5.92	NaN	3.76	NaN	85.73	NaN	2.51	NaN	60.23
2001	2	3	NaN	-0.69	NaN	10.99	NaN	91.72	NaN	1.22	NaN	52.41
2001	2	4	NaN	2.35	NaN	8.13	NaN	92.12	NaN	2.01	NaN	68.52
2001	2	5	NaN	3.14	NaN	0.00	NaN	75.72	NaN	1.65	NaN	48.47
2001	2	6	NaN	6.19	NaN	0.00	NaN	77.81	NaN	2.82	NaN	60.69
2001	2	7	NaN	9.48	NaN	0.00	NaN	58.52	NaN	5.57	NaN	19.17
2001	2	8	NaN	7.87	NaN	0.00	NaN	54.37	NaN	6.80	NaN	19.21
2001	2	9	NaN	3.41	NaN	2.18	NaN	84.29	NaN	1.26	NaN	76.85
2001	2	10	NaN	0.56	NaN	3.12	NaN	90.28	NaN	0.92	NaN	50.23
2001	2	11	NaN	3.44	NaN	0.00	NaN	37.92	NaN	1.51	NaN	47.87
2001	2	12	NaN	7.65	NaN	0.00	NaN	32.78	NaN	1.99	NaN	62.73
2001	2	13	NaN	5.42	NaN	2.63	NaN	72.03	NaN	1.38	NaN	89.12
2001	2	14	NaN	2.08	NaN	0.00	NaN	57.56	NaN	1.28	NaN	88.80
2001	2	15	NaN	6.00	NaN	0.00	NaN	50.79	NaN	2.06	NaN	91.30
2001	2	16	NaN	6.87	NaN	0.00	NaN	44.74	NaN	1.20	NaN	89.07
2001	2	17	NaN	2.24	NaN	1.35	NaN	87.14	NaN	1.31	NaN	90.37
2001	2	18	NaN	0.15	NaN	2.05	NaN	87.82	NaN	1.75	NaN	70.14
2001	2	19	NaN	-1.07	NaN	1.84	NaN	89.25	NaN	2.05	NaN	90.93
2001	2	20	NaN	-1.38	NaN	5.45	NaN	85.76	NaN	4.16	NaN	68.75
2001	2	21	NaN	0.21	NaN	6.74	NaN	77.31	NaN	4.40	NaN	79.44
2001	2	22	NaN	0.04	NaN	7.89	NaN	86.33	NaN	4.55	NaN	62.73
2001	2	23	NaN	-1.49	NaN	14.25	NaN	89.78	NaN	2.94	NaN	77.45
2001	2	24	NaN	-6.10	NaN	2.28	NaN	85.69	NaN	0.96	NaN	69.03
2001	2	25	NaN	-8.21	NaN	0.00	NaN	75.22	NaN	0.98	NaN	93.66
2001	2	26	NaN	-7.77	NaN	0.25	NaN	75.86	NaN	1.55	NaN	89.54
2001	2	27	NaN	-3.37	NaN	0.02	NaN	53.93	NaN	3.36	NaN	54.26
2001	2	28	NaN	0.37	NaN	0.03	NaN	53.71	NaN	6.63	NaN	105.32
2001	3	1	NaN	-1.42	NaN	0.22	NaN	61.36	NaN	1.98	NaN	99.68
2001	3	2	NaN	0.01	NaN	0.00	NaN	59.69	NaN	2.32	NaN	43.33
2001	3	3	NaN	6.29	NaN	0.30	NaN	79.86	NaN	3.44	NaN	96.39
2001	3	4	NaN	4.29	NaN	6.70	NaN	88.58	NaN	1.62	NaN	80.00
2001	3	5	NaN	0.70	NaN	8.27	NaN	96.01	NaN	1.30	NaN	83.47
2001	3	6	NaN	2.05	NaN	0.00	NaN	54.28	NaN	2.20	NaN	61.25
2001	3	7	NaN	7.72	NaN	0.00	NaN	41.99	NaN	3.25	NaN	89.49
2001	3	8	NaN	11.12	NaN	0.50	NaN	56.96	NaN	5.56	NaN	111.48
2001	3	9	NaN	5.92	NaN	10.49	NaN	81.26	NaN	1.61	NaN	114.77
2001	3	10	NaN	6.77	NaN	1.19	NaN	65.50	NaN	1.55	NaN	118.66
2001	3	11	NaN	7.97	NaN	0.88	NaN	75.36	NaN	2.50	NaN	51.16
2001	3	12	NaN	10.78	NaN	0.25	NaN	67.72	NaN	2.82	NaN	68.84
2001	3	13	NaN	3.97	NaN	17.08	NaN	77.40	NaN	1.87	NaN	60.74
2001	3	14	NaN	2.63	NaN	11.13	NaN	84.69	NaN	1.92	NaN	134.91
2001	3	15	NaN	5.93	NaN	1.60	NaN	77.31	NaN	2.98	NaN	119.35
2001	3	16	NaN	10.15	NaN	0.00	NaN	60.77	NaN	2.42	NaN	107.36
2001	3	17	NaN	9.84	NaN	6.61	NaN	59.24	NaN	3.62	NaN	138.38
2001	3	18	NaN	7.22	NaN	0.10	NaN	73.40	NaN	1.81	NaN	136.53
2001	3	19	NaN	4.78	NaN	1.32	NaN	67.33	NaN	3.42	NaN	140.32
2001	3	20	NaN	2.40	NaN	7.88	NaN	65.92	NaN	1.08	NaN	71.57
2001	3	21	NaN	8.24	NaN	11.88	NaN	86.53	NaN	1.55	NaN	94.72
2001	3	22	NaN	8.03	NaN	18.91	NaN	83.54	NaN	3.22	NaN	119.03
2001	3	23	NaN	9.99	NaN	7.29	NaN	74.51	NaN	1.66	NaN	89.58
2001	3	24	NaN	13.34	NaN	0.12	NaN	59.42	NaN	2.35	NaN	120.00
2001	3	25	NaN	8.21	NaN	8.37	NaN	77.95	NaN	2.05	NaN	110.69
2001	3	26	NaN	3.19	NaN	1.36	NaN	89.27	NaN	2.14	NaN	102.92
2001	3	27	NaN	3.61	NaN	0.00	NaN	74.00	NaN	1.18	NaN	155.83
2001	3	28	NaN	7.44	NaN	0.00	NaN	52.02	NaN	2.17	NaN	171.67
2001	3	29	NaN	9.51	NaN	2.72	NaN	55.89	NaN	4.01	NaN	164.26
2001	3	30	NaN	4.32	NaN	11.58	NaN	89.45	NaN	1.67	NaN	176.39
2001	3	31	NaN	5.38	NaN	0.95	NaN	78.33	NaN	1.21	NaN	114.40
2001	4	1	NaN	7.97	NaN	0.00	NaN	61.48	NaN	1.63	NaN	136.34
2001	4	2	NaN	12.62	NaN	0.00	NaN	39.94	NaN	2.13	NaN	169.77
2001	4	3	NaN	11.77	NaN	0.87	NaN	59.38	NaN	1.50	NaN	167.13
2001	4	4	NaN	12.01	NaN	4.66	NaN	57.18	NaN	2.05	NaN	104.58
2001	4	5	NaN	4.40	NaN	9.83	NaN	71.90	NaN	2.82	NaN	75.74
2001	4	6	NaN	7.00	NaN	1.38	NaN	66.10	NaN	2.49	NaN	192.64
2001	4	7	NaN	7.88	NaN	16.51	NaN	77.96	NaN	1.80	NaN	165.51
2001	4	8	NaN	4.09	NaN	30.68	NaN	88.49	NaN	3.17	NaN	150.65
2001	4	9	NaN	3.78	NaN	19.56	NaN	86.51	NaN	2.16	NaN	69.77
2001	4	10	NaN	6.46	NaN	6.49	NaN	78.08	NaN	1.12	NaN	155.23
2001	4	11	NaN	5.47	NaN	22.47	NaN	90.77	NaN	1.98	NaN	190.37
