Year	Month	Day	T obs	T mod	P obs	P mod	H obs	H mod	W obs	W mod	SW obs	SW mod
2001	1	1	NaN	-3.75	NaN	0.00	NaN	42.26	NaN	2.58	NaN	80.93
2001	1	2	NaN	0.69	NaN	0.13	NaN	82.73	NaN	2.38	NaN	69.68
2001	1	3	NaN	-3.20	NaN	5.41	NaN	94.60	NaN	2.11	NaN	70.00
2001	1	4	NaN	-0.53	NaN	4.64	NaN	74.37	NaN	2.87	NaN	77.41
2001	1	5	NaN	-0.27	NaN	0.12	NaN	66.30	NaN	4.21	NaN	75.69
2001	1	6	NaN	2.56	NaN	0.35	NaN	92.15	NaN	2.64	NaN	77.73
2001	1	7	NaN	0.28	NaN	2.54	NaN	98.05	NaN	1.92	NaN	73.15
2001	1	8	NaN	-3.82	NaN	23.25	NaN	94.97	NaN	2.30	NaN	63.15
2001	1	9	NaN	-8.55	NaN	5.57	NaN	82.35	NaN	3.08	NaN	68.98
2001	1	10	NaN	-1.42	NaN	0.95	NaN	62.34	NaN	3.51	NaN	74.77
2001	1	11	NaN	-1.43	NaN	0.71	NaN	95.75	NaN	1.56	NaN	73.80
2001	1	12	NaN	-5.09	NaN	0.16	NaN	97.83	NaN	1.80	NaN	70.83
2001	1	13	NaN	-9.07	NaN	0.00	NaN	54.07	NaN	3.56	NaN	46.02
2001	1	14	NaN	-9.30	NaN	0.00	NaN	47.27	NaN	3.86	NaN	51.16
2001	1	15	NaN	-11.46	NaN	0.00	NaN	49.99	NaN	2.29	NaN	51.67
2001	1	16	NaN	-10.99	NaN	0.00	NaN	74.42	NaN	1.49	NaN	60.74
2001	1	17	NaN	-5.70	NaN	0.00	NaN	56.49	NaN	2.31	NaN	63.43
2001	1	18	NaN	-2.04	NaN	0.00	NaN	68.35	NaN	3.18	NaN	71.53
2001	1	19	NaN	-5.79	NaN	0.00	NaN	76.14	NaN	1.62	NaN	37.41
2001	1	20	NaN	-5.20	NaN	1.37	NaN	81.52	NaN	0.81	NaN	79.12
2001	1	21	NaN	-7.62	NaN	3.99	NaN	97.06	NaN	1.57	NaN	80.56
2001	1	22	NaN	-3.09	NaN	0.15	NaN	66.61	NaN	2.38	NaN	80.65
2001	1	23	NaN	-1.18	NaN	0.77	NaN	78.42	NaN	2.48	NaN	79.58
2001	1	24	NaN	2.85	NaN	0.07	NaN	74.14	NaN	4.67	NaN	72.36
2001	1	25	NaN	0.33	NaN	1.90	NaN	91.72	NaN	3.43	NaN	31.44
2001	1	26	NaN	-3.21	NaN	1.35	NaN	84.68	NaN	2.36	NaN	72.31
2001	1	27	NaN	-3.51	NaN	1.49	NaN	62.36	NaN	3.80	NaN	71.20
2001	1	28	NaN	-7.62	NaN	0.00	NaN	55.73	NaN	1.87	NaN	40.09
2001	1	29	NaN	-7.26	NaN	0.06	NaN	71.74	NaN	1.21	NaN	62.04
2001	1	30	NaN	-8.29	NaN	4.19	NaN	95.11	NaN	2.10	NaN	79.44
2001	1	31	NaN	-12.66	NaN	1.96	NaN	96.43	NaN	2.28	NaN	77.78
2001	2	1	NaN	-11.83	NaN	5.38	NaN	92.82	NaN	3.08	NaN	75.65
2001	2	2	NaN	-10.04	NaN	7.42	NaN	87.27	NaN	4.18	NaN	53.15
2001	2	3	NaN	-3.43	NaN	21.11	NaN	90.64	NaN	5.04	NaN	68.33
2001	2	4	NaN	-1.09	NaN	10.98	NaN	91.19	NaN	5.22	NaN	58.33
2001	2	5	NaN	-0.87	NaN	0.00	NaN	78.79	NaN	2.79	NaN	62.78
2001	2	6	NaN	1.60	NaN	0.00	NaN	84.76	NaN	3.03	NaN	50.65
2001	2	7	NaN	3.52	NaN	0.00	NaN	83.93	NaN	5.17	NaN	54.81
2001	2	8	NaN	2.54	NaN	0.00	NaN	67.12	NaN	5.75	NaN	30.93
2001	2	9	NaN	-1.98	NaN	1.46	NaN	91.44	NaN	1.78	NaN	82.96
2001	2	10	NaN	-5.33	NaN	1.22	NaN	97.45	NaN	1.81	NaN	64.54
2001	2	11	NaN	-4.05	NaN	0.00	NaN	57.00	NaN	2.13	NaN	64.21
2001	2	12	NaN	0.83	NaN	0.00	NaN	55.37	NaN	2.14	NaN	69.21
2001	2	13	NaN	0.49	NaN	0.71	NaN	89.74	NaN	1.37	NaN	93.66
2001	2	14	NaN	-4.41	NaN	0.01	NaN	72.48	NaN	2.30	NaN	93.56
2001	2	15	NaN	-1.15	NaN	0.00	NaN	74.13	NaN	2.65	NaN	95.93
2001	2	16	NaN	-0.53	NaN	0.00	NaN	68.33	NaN	1.82	NaN	93.89
2001	2	17	NaN	-3.42	NaN	0.85	NaN	95.57	NaN	1.69	NaN	90.65
2001	2	18	NaN	-4.94	NaN	0.80	NaN	95.43	NaN	2.62	NaN	79.72
2001	2	19	NaN	-4.67	NaN	0.65	NaN	89.16	NaN	3.96	NaN	95.32
