Year	Month	Day	T obs	T mod	P obs	P mod	H obs	H mod	W obs	W mod	SW obs	SW mod
2001	1	1	NaN	-4.01	NaN	0.00	NaN	35.12	NaN	2.93	NaN	80.28
2001	1	2	NaN	-0.27	NaN	0.36	NaN	83.06	NaN	2.29	NaN	73.43
2001	1	3	NaN	-2.64	NaN	8.45	NaN	95.13	NaN	2.85	NaN	67.27
2001	1	4	NaN	-0.58	NaN	9.34	NaN	72.63	NaN	4.09	NaN	77.08
2001	1	5	NaN	-0.28	NaN	0.07	NaN	67.80	NaN	5.17	NaN	76.53
2001	1	6	NaN	1.74	NaN	1.44	NaN	92.47	NaN	2.96	NaN	76.99
2001	1	7	NaN	-0.43	NaN	3.30	NaN	98.58	NaN	1.53	NaN	72.31
2001	1	8	NaN	-4.43	NaN	26.75	NaN	96.71	NaN	1.83	NaN	70.42
2001	1	9	NaN	-8.82	NaN	6.11	NaN	87.07	NaN	3.26	NaN	51.76
2001	1	10	NaN	-1.82	NaN	2.19	NaN	65.32	NaN	3.72	NaN	74.54
2001	1	11	NaN	-0.74	NaN	6.71	NaN	97.59	NaN	2.41	NaN	73.29
2001	1	12	NaN	-6.56	NaN	0.05	NaN	96.14	NaN	1.88	NaN	69.63
2001	1	13	NaN	-9.71	NaN	0.00	NaN	55.07	NaN	3.52	NaN	40.42
2001	1	14	NaN	-8.01	NaN	0.00	NaN	43.82	NaN	4.12	NaN	49.58
2001	1	15	NaN	-5.08	NaN	0.00	NaN	37.09	NaN	4.90	NaN	39.17
2001	1	16	NaN	-11.56	NaN	0.00	NaN	71.57	NaN	1.91	NaN	47.22
2001	1	17	NaN	-6.85	NaN	0.05	NaN	60.45	NaN	2.39	NaN	53.94
2001	1	18	NaN	-5.61	NaN	0.00	NaN	86.40	NaN	2.59	NaN	67.96
2001	1	19	NaN	-6.94	NaN	0.00	NaN	82.52	NaN	1.84	NaN	39.86
2001	1	20	NaN	-5.85	NaN	0.99	NaN	80.95	NaN	0.94	NaN	78.70
2001	1	21	NaN	-8.23	NaN	5.87	NaN	97.72	NaN	1.58	NaN	80.00
2001	1	22	NaN	-3.63	NaN	0.33	NaN	72.99	NaN	2.99	NaN	79.72
2001	1	23	NaN	-1.40	NaN	1.13	NaN	77.09	NaN	2.83	NaN	78.80
2001	1	24	NaN	2.75	NaN	3.07	NaN	77.96	NaN	4.08	NaN	72.36
2001	1	25	NaN	0.30	NaN	4.85	NaN	89.38	NaN	3.75	NaN	54.91
2001	1	26	NaN	-3.97	NaN	4.96	NaN	84.80	NaN	2.73	NaN	63.80
2001	1	27	NaN	-4.58	NaN	0.25	NaN	67.53	NaN	4.67	NaN	70.65
2001	1	28	NaN	-7.76	NaN	0.00	NaN	55.83	NaN	2.03	NaN	40.05
2001	1	29	NaN	-8.31	NaN	0.04	NaN	78.95	NaN	1.80	NaN	59.54
2001	1	30	NaN	-8.24	NaN	6.06	NaN	95.69	NaN	1.76	NaN	74.58
2001	1	31	NaN	-12.36	NaN	8.02	NaN	96.44	NaN	1.89	NaN	73.24
2001	2	1	NaN	-11.87	NaN	16.79	NaN	94.10	NaN	2.64	NaN	75.74
2001	2	2	NaN	-10.96	NaN	16.13	NaN	92.82	NaN	3.89	NaN	53.43
2001	2	3	NaN	-4.80	NaN	39.42	NaN	95.82	NaN	5.04	NaN	66.90
2001	2	4	NaN	-1.72	NaN	33.83	NaN	97.91	NaN	5.26	NaN	72.18
2001	2	5	NaN	-1.52	NaN	0.00	NaN	81.46	NaN	3.61	NaN	64.68
2001	2	6	NaN	1.81	NaN	0.00	NaN	77.68	NaN	3.22	NaN	55.28
2001	2	7	NaN	3.36	NaN	0.00	NaN	80.64	NaN	5.27	NaN	53.70
2001	2	8	NaN	2.06	NaN	0.00	NaN	72.96	NaN	6.53	NaN	35.14
2001	2	9	NaN	-2.10	NaN	1.60	NaN	93.53	NaN	1.60	NaN	78.15
2001	2	10	NaN	-6.21	NaN	2.42	NaN	98.35	NaN	1.77	NaN	60.37
2001	2	11	NaN	-5.47	NaN	0.00	NaN	56.51	NaN	2.25	NaN	52.36
2001	2	12	NaN	0.43	NaN	0.00	NaN	57.25	NaN	2.47	NaN	71.11
2001	2	13	NaN	-0.04	NaN	1.77	NaN	91.84	NaN	1.94	NaN	92.73
2001	2	14	NaN	-6.18	NaN	0.00	NaN	75.76	NaN	2.62	NaN	92.31
2001	2	15	NaN	-1.34	NaN	0.00	NaN	78.07	NaN	2.51	NaN	95.32
